,Phonemes,No_Stress,Sonority,Type,Length,Prediction,Edit_Distance,Insertions,Deletions,Substitutions,Error_Indices
15221,"['AO', 'W', 'T']","['AO', 'W', 'T']",5,VCC,3,"['AO', 'W', '<EOS>']",1,0,0,1,[3]
15222,"['W', 'T', 'UW']","['W', 'T', 'UW']",-5,CCV,3,"['T', 'UW', '<EOS>']",2,1,1,0,"[1, 2, 3]"
15223,"['UW', 'W', 'T']","['UW', 'W', 'T']",5,VCC,3,"['UW', 'W', '<EOS>']",1,0,0,1,[3]
15224,"['W', 'T', 'IH']","['W', 'T', 'IH']",-5,CCV,3,"['T', 'W', '<EOS>']",3,1,1,1,"[1, 2, 3]"
15225,"['IH', 'W', 'T']","['IH', 'W', 'T']",5,VCC,3,"['IH', 'T', '<EOS>']",2,0,0,2,"[2, 3]"
15226,"['W', 'T', 'EH']","['W', 'T', 'EH']",-5,CCV,3,"['T', 'EH', '<EOS>']",2,1,1,0,"[1, 2, 3]"
15227,"['EH', 'W', 'T']","['EH', 'W', 'T']",5,VCC,3,"['EH', 'W', '<EOS>']",1,0,0,1,[3]
15228,"['W', 'T', 'UH']","['W', 'T', 'UH']",-5,CCV,3,"['W', 'UH', '<EOS>']",2,0,0,2,"[2, 3]"
15229,"['UH', 'W', 'T']","['UH', 'W', 'T']",5,VCC,3,"['SH', 'UH', 'T']",2,1,1,0,"[1, 2]"
15230,"['W', 'T', 'IY']","['W', 'T', 'IY']",-5,CCV,3,"['T', 'W', 'IY']",2,1,1,0,"[1, 2]"
15231,"['IY', 'W', 'T']","['IY', 'W', 'T']",5,VCC,3,"['IY', 'W', '<EOS>']",1,0,0,1,[3]
15232,"['W', 'T', 'EY']","['W', 'T', 'EY']",-5,CCV,3,"['W', 'EY', '<EOS>']",2,0,0,2,"[2, 3]"
15233,"['EY', 'W', 'T']","['EY', 'W', 'T']",5,VCC,3,"['EY', 'W', '<EOS>']",1,0,0,1,[3]
15234,"['W', 'T', 'OW']","['W', 'T', 'OW']",-5,CCV,3,"['T', 'OW', '<EOS>']",2,1,1,0,"[1, 2, 3]"
15235,"['OW', 'W', 'T']","['OW', 'W', 'T']",5,VCC,3,"['OW', 'W', '<EOS>']",1,0,0,1,[3]
15236,"['W', 'T', 'AE']","['W', 'T', 'AE']",-5,CCV,3,"['T', 'AE', '<EOS>']",2,1,1,0,"[1, 2, 3]"
15237,"['AE', 'W', 'T']","['AE', 'W', 'T']",5,VCC,3,"['AE', 'W', '<EOS>']",1,0,0,1,[3]
15238,"['W', 'T', 'AW']","['W', 'T', 'AW']",-5,CCV,3,"['T', 'AW', '<EOS>']",2,1,1,0,"[1, 2, 3]"
15239,"['AW', 'W', 'T']","['AW', 'W', 'T']",5,VCC,3,"['AW', 'T', '<EOS>']",2,0,0,2,"[2, 3]"
15240,"['W', 'K', 'AH']","['W', 'K', 'AH']",-5,CCV,3,"['K', 'DH', '<EOS>']",3,0,0,3,"[1, 2, 3]"
15241,"['AH', 'W', 'K']","['AH', 'W', 'K']",5,VCC,3,"['AH', 'W', '<EOS>']",1,0,0,1,[3]
15242,"['W', 'K', 'OY']","['W', 'K', 'OY']",-5,CCV,3,"['K', 'OY', '<EOS>']",2,1,1,0,"[1, 2, 3]"
15243,"['OY', 'W', 'K']","['OY', 'W', 'K']",5,VCC,3,"['OY', 'K', '<EOS>']",2,0,0,2,"[2, 3]"
15244,"['W', 'K', 'AA']","['W', 'K', 'AA']",-5,CCV,3,"['K', 'AA', '<EOS>']",2,1,1,0,"[1, 2, 3]"
15245,"['AA', 'W', 'K']","['AA', 'W', 'K']",5,VCC,3,"['AA', 'K', '<EOS>']",2,0,0,2,"[2, 3]"
15246,"['W', 'K', 'AY']","['W', 'K', 'AY']",-5,CCV,3,"['K', 'W', 'AY']",2,1,1,0,"[1, 2]"
15247,"['AY', 'W', 'K']","['AY', 'W', 'K']",5,VCC,3,"['AY', 'K', '<EOS>']",2,0,0,2,"[2, 3]"
15248,"['W', 'K', 'ER']","['W', 'K', 'ER']",-5,CCV,3,"['K', 'ER', '<EOS>']",2,1,1,0,"[1, 2, 3]"
15249,"['ER', 'W', 'K']","['ER', 'W', 'K']",5,VCC,3,"['ER', 'K', '<EOS>']",2,0,0,2,"[2, 3]"
15250,"['W', 'K', 'AO']","['W', 'K', 'AO']",-5,CCV,3,"['K', 'W', '<EOS>']",3,1,1,1,"[1, 2, 3]"
15251,"['AO', 'W', 'K']","['AO', 'W', 'K']",5,VCC,3,"['AO', 'W', '<EOS>']",1,0,0,1,[3]
15252,"['W', 'K', 'UW']","['W', 'K', 'UW']",-5,CCV,3,"['K', 'UW', '<EOS>']",2,1,1,0,"[1, 2, 3]"
15253,"['UW', 'W', 'K']","['UW', 'W', 'K']",5,VCC,3,"['UW', 'W', '<EOS>']",1,0,0,1,[3]
15254,"['W', 'K', 'IH']","['W', 'K', 'IH']",-5,CCV,3,"['K', 'DH', '<EOS>']",3,0,0,3,"[1, 2, 3]"
15255,"['IH', 'W', 'K']","['IH', 'W', 'K']",5,VCC,3,"['IH', 'K', '<EOS>']",2,0,0,2,"[2, 3]"
15256,"['W', 'K', 'EH']","['W', 'K', 'EH']",-5,CCV,3,"['K', 'EH', '<EOS>']",2,1,1,0,"[1, 2, 3]"
15257,"['EH', 'W', 'K']","['EH', 'W', 'K']",5,VCC,3,"['EH', 'K', '<EOS>']",2,0,0,2,"[2, 3]"
15258,"['W', 'K', 'UH']","['W', 'K', 'UH']",-5,CCV,3,"['K', 'UH', '<EOS>']",2,1,1,0,"[1, 2, 3]"
15259,"['UH', 'W', 'K']","['UH', 'W', 'K']",5,VCC,3,"['UH', 'K', '<EOS>']",2,0,0,2,"[2, 3]"
15260,"['W', 'K', 'IY']","['W', 'K', 'IY']",-5,CCV,3,"['K', 'W', 'IY']",2,1,1,0,"[1, 2]"
15261,"['IY', 'W', 'K']","['IY', 'W', 'K']",5,VCC,3,"['IY', 'W', '<EOS>']",1,0,0,1,[3]
15262,"['W', 'K', 'EY']","['W', 'K', 'EY']",-5,CCV,3,"['K', 'EY', '<EOS>']",2,1,1,0,"[1, 2, 3]"
15263,"['EY', 'W', 'K']","['EY', 'W', 'K']",5,VCC,3,"['EY', 'K', '<EOS>']",2,0,0,2,"[2, 3]"
15264,"['W', 'K', 'OW']","['W', 'K', 'OW']",-5,CCV,3,"['K', 'OW', '<EOS>']",2,1,1,0,"[1, 2, 3]"
15265,"['OW', 'W', 'K']","['OW', 'W', 'K']",5,VCC,3,"['OW', 'W', '<EOS>']",1,0,0,1,[3]
15266,"['W', 'K', 'AE']","['W', 'K', 'AE']",-5,CCV,3,"['K', 'DH', '<EOS>']",3,0,0,3,"[1, 2, 3]"
15267,"['AE', 'W', 'K']","['AE', 'W', 'K']",5,VCC,3,"['AE', 'K', '<EOS>']",2,0,0,2,"[2, 3]"
15268,"['W', 'K', 'AW']","['W', 'K', 'AW']",-5,CCV,3,"['K', 'AW', '<EOS>']",2,1,1,0,"[1, 2, 3]"
15269,"['AW', 'W', 'K']","['AW', 'W', 'K']",5,VCC,3,"['AW', 'K', '<EOS>']",2,0,0,2,"[2, 3]"
15270,"['W', 'B', 'AH']","['W', 'B', 'AH']",-5,CCV,3,"['B', 'AH', '<EOS>']",2,1,1,0,"[1, 2, 3]"
15271,"['AH', 'W', 'B']","['AH', 'W', 'B']",5,VCC,3,"['AH', 'B', 'W']",2,1,1,0,"[2, 3]"
15272,"['W', 'B', 'OY']","['W', 'B', 'OY']",-5,CCV,3,"['B', 'OY', '<EOS>']",2,1,1,0,"[1, 2, 3]"
15273,"['OY', 'W', 'B']","['OY', 'W', 'B']",5,VCC,3,"['OY', 'B', '<EOS>']",2,0,0,2,"[2, 3]"
15274,"['W', 'B', 'AA']","['W', 'B', 'AA']",-5,CCV,3,"['B', 'AA', '<EOS>']",2,1,1,0,"[1, 2, 3]"
15275,"['AA', 'W', 'B']","['AA', 'W', 'B']",5,VCC,3,"['AA', 'B', 'W']",2,1,1,0,"[2, 3]"
15276,"['W', 'B', 'AY']","['W', 'B', 'AY']",-5,CCV,3,"['B', 'AY', '<EOS>']",2,1,1,0,"[1, 2, 3]"
15277,"['AY', 'W', 'B']","['AY', 'W', 'B']",5,VCC,3,"['AY', 'W', '<EOS>']",1,0,0,1,[3]
15278,"['W', 'B', 'ER']","['W', 'B', 'ER']",-5,CCV,3,"['B', 'ER', '<EOS>']",2,1,1,0,"[1, 2, 3]"
15279,"['ER', 'W', 'B']","['ER', 'W', 'B']",5,VCC,3,"['ER', 'W', '<EOS>']",1,0,0,1,[3]
15280,"['W', 'B', 'AO']","['W', 'B', 'AO']",-5,CCV,3,"['B', 'AO', '<EOS>']",2,1,1,0,"[1, 2, 3]"
15281,"['AO', 'W', 'B']","['AO', 'W', 'B']",5,VCC,3,"['AO', 'SH', 'W']",2,1,1,0,"[2, 3]"
15282,"['W', 'B', 'UW']","['W', 'B', 'UW']",-5,CCV,3,"['B', 'UW', '<EOS>']",2,1,1,0,"[1, 2, 3]"
15283,"['UW', 'W', 'B']","['UW', 'W', 'B']",5,VCC,3,"['UW', 'B', 'W']",2,1,1,0,"[2, 3]"
15284,"['W', 'B', 'IH']","['W', 'B', 'IH']",-5,CCV,3,"['B', 'IH', '<EOS>']",2,1,1,0,"[1, 2, 3]"
15285,"['IH', 'W', 'B']","['IH', 'W', 'B']",5,VCC,3,"['IH', 'B', '<EOS>']",2,0,0,2,"[2, 3]"
15286,"['W', 'B', 'EH']","['W', 'B', 'EH']",-5,CCV,3,"['B', 'EH', '<EOS>']",2,1,1,0,"[1, 2, 3]"
15287,"['EH', 'W', 'B']","['EH', 'W', 'B']",5,VCC,3,"['EH', 'B', 'W']",2,1,1,0,"[2, 3]"
15288,"['W', 'B', 'UH']","['W', 'B', 'UH']",-5,CCV,3,"['ZH', 'UH', 'AO']",3,0,0,3,"[1, 2, 3]"
15289,"['UH', 'W', 'B']","['UH', 'W', 'B']",5,VCC,3,"['UH', 'W', 'ER']",1,0,0,1,[3]
15290,"['W', 'B', 'IY']","['W', 'B', 'IY']",-5,CCV,3,"['B', 'IY', '<EOS>']",2,1,1,0,"[1, 2, 3]"
15291,"['IY', 'W', 'B']","['IY', 'W', 'B']",5,VCC,3,"['IY', 'W', '<EOS>']",1,0,0,1,[3]
15292,"['W', 'B', 'EY']","['W', 'B', 'EY']",-5,CCV,3,"['B', 'EY', '<EOS>']",2,1,1,0,"[1, 2, 3]"
15293,"['EY', 'W', 'B']","['EY', 'W', 'B']",5,VCC,3,"['EY', 'W', '<EOS>']",1,0,0,1,[3]
15294,"['W', 'B', 'OW']","['W', 'B', 'OW']",-5,CCV,3,"['B', 'OW', '<EOS>']",2,1,1,0,"[1, 2, 3]"
15295,"['OW', 'W', 'B']","['OW', 'W', 'B']",5,VCC,3,"['OW', 'W', '<EOS>']",1,0,0,1,[3]
15296,"['W', 'B', 'AE']","['W', 'B', 'AE']",-5,CCV,3,"['B', 'AE', '<EOS>']",2,1,1,0,"[1, 2, 3]"
15297,"['AE', 'W', 'B']","['AE', 'W', 'B']",5,VCC,3,"['AE', 'B', 'W']",2,1,1,0,"[2, 3]"
15298,"['W', 'B', 'AW']","['W', 'B', 'AW']",-5,CCV,3,"['T', 'AW', '<EOS>']",3,0,0,3,"[1, 2, 3]"
15299,"['AW', 'W', 'B']","['AW', 'W', 'B']",5,VCC,3,"['AW', 'B', 'W']",2,1,1,0,"[2, 3]"
15300,"['W', 'D', 'AH']","['W', 'D', 'AH']",-5,CCV,3,"['DH', 'AH', '<EOS>']",3,0,0,3,"[1, 2, 3]"
15301,"['AH', 'W', 'D']","['AH', 'W', 'D']",5,VCC,3,"['AH', 'D', '<EOS>']",2,0,0,2,"[2, 3]"
15302,"['W', 'D', 'OY']","['W', 'D', 'OY']",-5,CCV,3,"['D', 'OY', '<EOS>']",2,1,1,0,"[1, 2, 3]"
15303,"['OY', 'W', 'D']","['OY', 'W', 'D']",5,VCC,3,"['OY', 'D', '<EOS>']",2,0,0,2,"[2, 3]"
15304,"['W', 'D', 'AA']","['W', 'D', 'AA']",-5,CCV,3,"['W', 'D', '<EOS>']",1,0,0,1,[3]
15305,"['AA', 'W', 'D']","['AA', 'W', 'D']",5,VCC,3,"['AA', 'D', '<EOS>']",2,0,0,2,"[2, 3]"
15306,"['W', 'D', 'AY']","['W', 'D', 'AY']",-5,CCV,3,"['W', 'AY', 'D']",2,1,1,0,"[2, 3]"
15307,"['AY', 'W', 'D']","['AY', 'W', 'D']",5,VCC,3,"['AY', 'W', 'D']",0,0,0,0,[]
15308,"['W', 'D', 'ER']","['W', 'D', 'ER']",-5,CCV,3,"['W', 'ER', '<EOS>']",2,0,0,2,"[2, 3]"
15309,"['ER', 'W', 'D']","['ER', 'W', 'D']",5,VCC,3,"['ER', 'W', 'D']",0,0,0,0,[]
15310,"['W', 'D', 'AO']","['W', 'D', 'AO']",-5,CCV,3,"['D', 'AO', '<EOS>']",2,1,1,0,"[1, 2, 3]"
15311,"['AO', 'W', 'D']","['AO', 'W', 'D']",5,VCC,3,"['AO', 'W', 'D']",0,0,0,0,[]
15312,"['W', 'D', 'UW']","['W', 'D', 'UW']",-5,CCV,3,"['D', 'UW', '<EOS>']",2,1,1,0,"[1, 2, 3]"
15313,"['UW', 'W', 'D']","['UW', 'W', 'D']",5,VCC,3,"['UW', 'W', 'D']",0,0,0,0,[]
15314,"['W', 'D', 'IH']","['W', 'D', 'IH']",-5,CCV,3,"['W', 'D', '<EOS>']",1,0,0,1,[3]
15315,"['IH', 'W', 'D']","['IH', 'W', 'D']",5,VCC,3,"['IH', 'D', '<EOS>']",2,0,0,2,"[2, 3]"
15316,"['W', 'D', 'EH']","['W', 'D', 'EH']",-5,CCV,3,"['DH', 'AH', '<EOS>']",3,0,0,3,"[1, 2, 3]"
15317,"['EH', 'W', 'D']","['EH', 'W', 'D']",5,VCC,3,"['EH', 'W', 'D']",0,0,0,0,[]
15318,"['W', 'D', 'UH']","['W', 'D', 'UH']",-5,CCV,3,"['W', 'UH', 'D']",2,1,1,0,"[2, 3]"
15319,"['UH', 'W', 'D']","['UH', 'W', 'D']",5,VCC,3,"['UH', 'W', 'D']",0,0,0,0,[]
15320,"['W', 'D', 'IY']","['W', 'D', 'IY']",-5,CCV,3,"['W', 'IY', 'D']",2,1,1,0,"[2, 3]"
15321,"['IY', 'W', 'D']","['IY', 'W', 'D']",5,VCC,3,"['IY', 'W', '<EOS>']",1,0,0,1,[3]
15322,"['W', 'D', 'EY']","['W', 'D', 'EY']",-5,CCV,3,"['W', 'EY', 'D']",2,1,1,0,"[2, 3]"
15323,"['EY', 'W', 'D']","['EY', 'W', 'D']",5,VCC,3,"['EY', 'W', '<EOS>']",1,0,0,1,[3]
15324,"['W', 'D', 'OW']","['W', 'D', 'OW']",-5,CCV,3,"['W', 'OW', '<EOS>']",2,0,0,2,"[2, 3]"
15325,"['OW', 'W', 'D']","['OW', 'W', 'D']",5,VCC,3,"['OW', 'W', 'D']",0,0,0,0,[]
15326,"['W', 'D', 'AE']","['W', 'D', 'AE']",-5,CCV,3,"['DH', 'AH', '<EOS>']",3,0,0,3,"[1, 2, 3]"
15327,"['AE', 'W', 'D']","['AE', 'W', 'D']",5,VCC,3,"['AE', 'D', '<EOS>']",2,0,0,2,"[2, 3]"
15328,"['W', 'D', 'AW']","['W', 'D', 'AW']",-5,CCV,3,"['W', 'AW', '<EOS>']",2,0,0,2,"[2, 3]"
15329,"['AW', 'W', 'D']","['AW', 'W', 'D']",5,VCC,3,"['AW', 'W', 'D']",0,0,0,0,[]
15330,"['W', 'G', 'AH']","['W', 'G', 'AH']",-5,CCV,3,"['G', 'W', '<EOS>']",3,1,1,1,"[1, 2, 3]"
15331,"['AH', 'W', 'G']","['AH', 'W', 'G']",5,VCC,3,"['AH', 'G', 'W']",2,1,1,0,"[2, 3]"
15332,"['W', 'G', 'OY']","['W', 'G', 'OY']",-5,CCV,3,"['G', 'OY', '<EOS>']",2,1,1,0,"[1, 2, 3]"
15333,"['OY', 'W', 'G']","['OY', 'W', 'G']",5,VCC,3,"['OY', 'G', 'W']",2,1,1,0,"[2, 3]"
15334,"['W', 'G', 'AA']","['W', 'G', 'AA']",-5,CCV,3,"['G', 'W', '<EOS>']",3,1,1,1,"[1, 2, 3]"
15335,"['AA', 'W', 'G']","['AA', 'W', 'G']",5,VCC,3,"['AA', 'G', 'W']",2,1,1,0,"[2, 3]"
15336,"['W', 'G', 'AY']","['W', 'G', 'AY']",-5,CCV,3,"['G', 'W', 'AY']",2,1,1,0,"[1, 2]"
15337,"['AY', 'W', 'G']","['AY', 'W', 'G']",5,VCC,3,"['AY', 'G', '<EOS>']",2,0,0,2,"[2, 3]"
15338,"['W', 'G', 'ER']","['W', 'G', 'ER']",-5,CCV,3,"['G', 'W', 'ER']",2,1,1,0,"[1, 2]"
15339,"['ER', 'W', 'G']","['ER', 'W', 'G']",5,VCC,3,"['ER', 'G', 'W']",2,1,1,0,"[2, 3]"
15340,"['W', 'G', 'AO']","['W', 'G', 'AO']",-5,CCV,3,"['G', 'W', '<EOS>']",3,1,1,1,"[1, 2, 3]"
15341,"['AO', 'W', 'G']","['AO', 'W', 'G']",5,VCC,3,"['AO', 'G', 'W']",2,1,1,0,"[2, 3]"
15342,"['W', 'G', 'UW']","['W', 'G', 'UW']",-5,CCV,3,"['G', 'UW', '<EOS>']",2,1,1,0,"[1, 2, 3]"
15343,"['UW', 'W', 'G']","['UW', 'W', 'G']",5,VCC,3,"['UW', 'G', 'W']",2,1,1,0,"[2, 3]"
15344,"['W', 'G', 'IH']","['W', 'G', 'IH']",-5,CCV,3,"['G', 'W', '<EOS>']",3,1,1,1,"[1, 2, 3]"
15345,"['IH', 'W', 'G']","['IH', 'W', 'G']",5,VCC,3,"['IH', 'G', 'W']",2,1,1,0,"[2, 3]"
15346,"['W', 'G', 'EH']","['W', 'G', 'EH']",-5,CCV,3,"['G', 'W', '<EOS>']",3,1,1,1,"[1, 2, 3]"
15347,"['EH', 'W', 'G']","['EH', 'W', 'G']",5,VCC,3,"['EH', 'G', 'W']",2,1,1,0,"[2, 3]"
15348,"['W', 'G', 'UH']","['W', 'G', 'UH']",-5,CCV,3,"['G', 'UH', '<EOS>']",2,1,1,0,"[1, 2, 3]"
15349,"['UH', 'W', 'G']","['UH', 'W', 'G']",5,VCC,3,"['UH', 'G', 'W']",2,1,1,0,"[2, 3]"
15350,"['W', 'G', 'IY']","['W', 'G', 'IY']",-5,CCV,3,"['G', 'W', 'IY']",2,1,1,0,"[1, 2]"
15351,"['IY', 'W', 'G']","['IY', 'W', 'G']",5,VCC,3,"['IY', 'G', 'W']",2,1,1,0,"[2, 3]"
15352,"['W', 'G', 'EY']","['W', 'G', 'EY']",-5,CCV,3,"['G', 'EY', '<EOS>']",2,1,1,0,"[1, 2, 3]"
15353,"['EY', 'W', 'G']","['EY', 'W', 'G']",5,VCC,3,"['EY', 'G', 'W']",2,1,1,0,"[2, 3]"
15354,"['W', 'G', 'OW']","['W', 'G', 'OW']",-5,CCV,3,"['G', 'OW', '<EOS>']",2,1,1,0,"[1, 2, 3]"
15355,"['OW', 'W', 'G']","['OW', 'W', 'G']",5,VCC,3,"['OW', 'G', '<EOS>']",2,0,0,2,"[2, 3]"
15356,"['W', 'G', 'AE']","['W', 'G', 'AE']",-5,CCV,3,"['G', 'W', '<EOS>']",3,1,1,1,"[1, 2, 3]"
15357,"['AE', 'W', 'G']","['AE', 'W', 'G']",5,VCC,3,"['AE', 'G', 'W']",2,1,1,0,"[2, 3]"
15358,"['W', 'G', 'AW']","['W', 'G', 'AW']",-5,CCV,3,"['G', 'W', 'AW']",2,1,1,0,"[1, 2]"
15359,"['AW', 'W', 'G']","['AW', 'W', 'G']",5,VCC,3,"['AW', 'G', 'W']",2,1,1,0,"[2, 3]"
15360,"['W', 'F', 'AH']","['W', 'F', 'AH']",-4,CCV,3,"['F', 'AH', '<EOS>']",2,1,1,0,"[1, 2, 3]"
15361,"['AH', 'W', 'F']","['AH', 'W', 'F']",4,VCC,3,"['AH', 'F', 'T']",2,0,0,2,"[2, 3]"
15362,"['W', 'F', 'OY']","['W', 'F', 'OY']",-4,CCV,3,"['F', 'OY', '<EOS>']",2,1,1,0,"[1, 2, 3]"
15363,"['OY', 'W', 'F']","['OY', 'W', 'F']",4,VCC,3,"['OY', 'F', '<EOS>']",2,0,0,2,"[2, 3]"
15364,"['W', 'F', 'AA']","['W', 'F', 'AA']",-4,CCV,3,"['F', 'AA', '<EOS>']",2,1,1,0,"[1, 2, 3]"
15365,"['AA', 'W', 'F']","['AA', 'W', 'F']",4,VCC,3,"['AA', 'F', '<EOS>']",2,0,0,2,"[2, 3]"
15366,"['W', 'F', 'AY']","['W', 'F', 'AY']",-4,CCV,3,"['F', 'AY', '<EOS>']",2,1,1,0,"[1, 2, 3]"
15367,"['AY', 'W', 'F']","['AY', 'W', 'F']",4,VCC,3,"['AY', 'F', '<EOS>']",2,0,0,2,"[2, 3]"
15368,"['W', 'F', 'ER']","['W', 'F', 'ER']",-4,CCV,3,"['F', 'ER', '<EOS>']",2,1,1,0,"[1, 2, 3]"
15369,"['ER', 'W', 'F']","['ER', 'W', 'F']",4,VCC,3,"['ER', 'W', '<EOS>']",1,0,0,1,[3]
15370,"['W', 'F', 'AO']","['W', 'F', 'AO']",-4,CCV,3,"['F', 'AO', '<EOS>']",2,1,1,0,"[1, 2, 3]"
15371,"['AO', 'W', 'F']","['AO', 'W', 'F']",4,VCC,3,"['AO', 'F', '<EOS>']",2,0,0,2,"[2, 3]"
15372,"['W', 'F', 'UW']","['W', 'F', 'UW']",-4,CCV,3,"['F', 'UW', '<EOS>']",2,1,1,0,"[1, 2, 3]"
15373,"['UW', 'W', 'F']","['UW', 'W', 'F']",4,VCC,3,"['UW', 'W', 'F']",0,0,0,0,[]
15374,"['W', 'F', 'IH']","['W', 'F', 'IH']",-4,CCV,3,"['F', 'IH', '<EOS>']",2,1,1,0,"[1, 2, 3]"
15375,"['IH', 'W', 'F']","['IH', 'W', 'F']",4,VCC,3,"['IH', 'F', '<EOS>']",2,0,0,2,"[2, 3]"
15376,"['W', 'F', 'EH']","['W', 'F', 'EH']",-4,CCV,3,"['F', 'EH', '<EOS>']",2,1,1,0,"[1, 2, 3]"
15377,"['EH', 'W', 'F']","['EH', 'W', 'F']",4,VCC,3,"['EH', 'F', '<EOS>']",2,0,0,2,"[2, 3]"
15378,"['W', 'F', 'UH']","['W', 'F', 'UH']",-4,CCV,3,"['F', 'UH', '<EOS>']",2,1,1,0,"[1, 2, 3]"
15379,"['UH', 'W', 'F']","['UH', 'W', 'F']",4,VCC,3,"['UH', 'W', '<EOS>']",1,0,0,1,[3]
15380,"['W', 'F', 'IY']","['W', 'F', 'IY']",-4,CCV,3,"['F', 'IY', '<EOS>']",2,1,1,0,"[1, 2, 3]"
15381,"['IY', 'W', 'F']","['IY', 'W', 'F']",4,VCC,3,"['SH', 'IY', 'F']",2,1,1,0,"[1, 2]"
15382,"['W', 'F', 'EY']","['W', 'F', 'EY']",-4,CCV,3,"['F', 'EY', '<EOS>']",2,1,1,0,"[1, 2, 3]"
15383,"['EY', 'W', 'F']","['EY', 'W', 'F']",4,VCC,3,"['EY', 'F', '<EOS>']",2,0,0,2,"[2, 3]"
15384,"['W', 'F', 'OW']","['W', 'F', 'OW']",-4,CCV,3,"['F', 'OW', '<EOS>']",2,1,1,0,"[1, 2, 3]"
15385,"['OW', 'W', 'F']","['OW', 'W', 'F']",4,VCC,3,"['OW', 'F', '<EOS>']",2,0,0,2,"[2, 3]"
15386,"['W', 'F', 'AE']","['W', 'F', 'AE']",-4,CCV,3,"['F', 'AE', '<EOS>']",2,1,1,0,"[1, 2, 3]"
15387,"['AE', 'W', 'F']","['AE', 'W', 'F']",4,VCC,3,"['AE', 'F', '<EOS>']",2,0,0,2,"[2, 3]"
15388,"['W', 'F', 'AW']","['W', 'F', 'AW']",-4,CCV,3,"['F', 'AW', '<EOS>']",2,1,1,0,"[1, 2, 3]"
15389,"['AW', 'W', 'F']","['AW', 'W', 'F']",4,VCC,3,"['AW', 'AE', 'F']",1,0,0,1,[2]
15390,"['W', 'TH', 'AH']","['W', 'TH', 'AH']",-4,CCV,3,"['TH', 'AH', '<EOS>']",2,1,1,0,"[1, 2, 3]"
15391,"['AH', 'W', 'TH']","['AH', 'W', 'TH']",4,VCC,3,"['W', 'AH', 'TH']",2,1,1,0,"[1, 2]"
15392,"['W', 'TH', 'OY']","['W', 'TH', 'OY']",-4,CCV,3,"['TH', 'OY', '<EOS>']",2,1,1,0,"[1, 2, 3]"
15393,"['OY', 'W', 'TH']","['OY', 'W', 'TH']",4,VCC,3,"['OY', 'TH', '<EOS>']",2,0,0,2,"[2, 3]"
15394,"['W', 'TH', 'AA']","['W', 'TH', 'AA']",-4,CCV,3,"['TH', 'AA', '<EOS>']",2,1,1,0,"[1, 2, 3]"
15395,"['AA', 'W', 'TH']","['AA', 'W', 'TH']",4,VCC,3,"['AA', 'TH', '<EOS>']",2,0,0,2,"[2, 3]"
15396,"['W', 'TH', 'AY']","['W', 'TH', 'AY']",-4,CCV,3,"['TH', '<EOS>', '<PAD>']",3,0,0,3,"[1, 2, 3]"
15397,"['AY', 'W', 'TH']","['AY', 'W', 'TH']",4,VCC,3,"['AY', 'TH', '<EOS>']",2,0,0,2,"[2, 3]"
15398,"['W', 'TH', 'ER']","['W', 'TH', 'ER']",-4,CCV,3,"['TH', 'ER', '<EOS>']",2,1,1,0,"[1, 2, 3]"
15399,"['ER', 'W', 'TH']","['ER', 'W', 'TH']",4,VCC,3,"['ER', 'TH', '<EOS>']",2,0,0,2,"[2, 3]"
15400,"['W', 'TH', 'AO']","['W', 'TH', 'AO']",-4,CCV,3,"['TH', 'AO', '<EOS>']",2,1,1,0,"[1, 2, 3]"
15401,"['AO', 'W', 'TH']","['AO', 'W', 'TH']",4,VCC,3,"['AO', 'TH', '<EOS>']",2,0,0,2,"[2, 3]"
15402,"['W', 'TH', 'UW']","['W', 'TH', 'UW']",-4,CCV,3,"['TH', 'UW', '<EOS>']",2,1,1,0,"[1, 2, 3]"
15403,"['UW', 'W', 'TH']","['UW', 'W', 'TH']",4,VCC,3,"['UW', 'TH', '<EOS>']",2,0,0,2,"[2, 3]"
15404,"['W', 'TH', 'IH']","['W', 'TH', 'IH']",-4,CCV,3,"['TH', 'IH', '<EOS>']",2,1,1,0,"[1, 2, 3]"
15405,"['IH', 'W', 'TH']","['IH', 'W', 'TH']",4,VCC,3,"['IH', 'TH', '<EOS>']",2,0,0,2,"[2, 3]"
15406,"['W', 'TH', 'EH']","['W', 'TH', 'EH']",-4,CCV,3,"['TH', 'EH', '<EOS>']",2,1,1,0,"[1, 2, 3]"
15407,"['EH', 'W', 'TH']","['EH', 'W', 'TH']",4,VCC,3,"['EH', 'TH', '<EOS>']",2,0,0,2,"[2, 3]"
15408,"['W', 'TH', 'UH']","['W', 'TH', 'UH']",-4,CCV,3,"['TH', 'UH', '<EOS>']",2,1,1,0,"[1, 2, 3]"
15409,"['UH', 'W', 'TH']","['UH', 'W', 'TH']",4,VCC,3,"['UH', 'W', 'TH']",0,0,0,0,[]
15410,"['W', 'TH', 'IY']","['W', 'TH', 'IY']",-4,CCV,3,"['TH', '<EOS>', '<PAD>']",3,0,0,3,"[1, 2, 3]"
15411,"['IY', 'W', 'TH']","['IY', 'W', 'TH']",4,VCC,3,"['SH', 'TH', '<EOS>']",3,0,0,3,"[1, 2, 3]"
15412,"['W', 'TH', 'EY']","['W', 'TH', 'EY']",-4,CCV,3,"['TH', 'EY', '<EOS>']",2,1,1,0,"[1, 2, 3]"
