,No_Stress,Sonority,Type,Prediction
4033,"['AE', 'ZH', 'JH']",-1,VCC,"['AE', 'ZH', 'JH']"
4034,"['AW', 'ZH', 'JH']",-1,VCC,"['AW', 'ZH', 'JH']"
4035,"['AH', 'ZH', 'M']",-2,VCC,"['AH', 'M', 'ZH']"
4036,"['OY', 'ZH', 'M']",-2,VCC,"['OY', 'ZH', 'M']"
4037,"['AA', 'ZH', 'M']",-2,VCC,"['AA', 'ZH', 'M']"
4038,"['AY', 'ZH', 'M']",-2,VCC,"['AY', 'ZH', 'M']"
4039,"['ER', 'ZH', 'M']",-2,VCC,"['ER', 'ZH', 'M']"
4040,"['AO', 'ZH', 'M']",-2,VCC,"['AE', 'M', 'B']"
4041,"['UW', 'ZH', 'M']",-2,VCC,"['UW', 'ZH', 'M']"
4042,"['IH', 'ZH', 'M']",-2,VCC,"['IH', 'M', 'ZH']"
4043,"['EH', 'ZH', 'M']",-2,VCC,"['EH', 'ZH', 'M']"
4044,"['UH', 'ZH', 'M']",-2,VCC,"['UH', 'ZH', 'M']"
4045,"['IY', 'ZH', 'M']",-2,VCC,"['IY', 'ZH', 'M']"
4046,"['EY', 'ZH', 'M']",-2,VCC,"['EY', 'ZH', 'M']"
4047,"['OW', 'ZH', 'M']",-2,VCC,"['OW', 'ZH', 'M']"
4048,"['AE', 'ZH', 'M']",-2,VCC,"['AE', 'ZH', 'M']"
4049,"['AW', 'ZH', 'M']",-2,VCC,"['AW', 'ZH', 'M']"
4050,"['AH', 'ZH', 'N']",-2,VCC,"['AH', 'ZH', 'N']"
4051,"['OY', 'ZH', 'N']",-2,VCC,"['OY', 'ZH', 'N']"
4052,"['AA', 'ZH', 'N']",-2,VCC,"['AA', 'ZH', 'N']"
4053,"['AY', 'ZH', 'N']",-2,VCC,"['AY', 'ZH', 'N']"
4054,"['ER', 'ZH', 'N']",-2,VCC,"['ER', 'ZH', 'N']"
4055,"['AO', 'ZH', 'N']",-2,VCC,"['AO', 'ZH', 'N']"
4056,"['UW', 'ZH', 'N']",-2,VCC,"['UW', 'ZH', 'N']"
4057,"['IH', 'ZH', 'N']",-2,VCC,"['IH', 'ZH', 'N']"
4058,"['EH', 'ZH', 'N']",-2,VCC,"['EH', 'ZH', 'N']"
4059,"['UH', 'ZH', 'N']",-2,VCC,"['UH', 'ZH', 'N']"
4060,"['IY', 'ZH', 'N']",-2,VCC,"['IY', 'ZH', 'N']"
4061,"['EY', 'ZH', 'N']",-2,VCC,"['EY', 'ZH', 'N']"
4062,"['OW', 'ZH', 'N']",-2,VCC,"['OW', 'ZH', 'N']"
4063,"['AE', 'ZH', 'N']",-2,VCC,"['AE', 'ZH', 'N']"
4064,"['AW', 'ZH', 'N']",-2,VCC,"['AW', 'ZH', 'N']"
4065,"['AH', 'ZH', 'NG']",-2,VCC,"['AH', 'ZH', 'NG']"
4066,"['OY', 'ZH', 'NG']",-2,VCC,"['OY', 'ZH', 'P']"
4067,"['AA', 'ZH', 'NG']",-2,VCC,"['AA', 'ZH', 'P']"
4068,"['AY', 'ZH', 'NG']",-2,VCC,"['AY', 'NG', '<EOS>']"
4069,"['ER', 'ZH', 'NG']",-2,VCC,"['ER', 'ZH', 'ER']"
4070,"['AO', 'ZH', 'NG']",-2,VCC,"['AE', 'NG', 'K']"
4071,"['UW', 'ZH', 'NG']",-2,VCC,"['UW', 'ZH', '<EOS>']"
4072,"['IH', 'ZH', 'NG']",-2,VCC,"['IH', 'NG', 'ZH']"
4073,"['EH', 'ZH', 'NG']",-2,VCC,"['EH', 'ZH', 'NG']"
4074,"['UH', 'ZH', 'NG']",-2,VCC,"['UH', 'ZH', 'ER']"
4075,"['IY', 'ZH', 'NG']",-2,VCC,"['IY', 'ZH', 'ER']"
4076,"['EY', 'ZH', 'NG']",-2,VCC,"['EY', 'ZH', 'NG']"
4077,"['OW', 'ZH', 'NG']",-2,VCC,"['OW', 'ZH', 'NG']"
4078,"['AE', 'ZH', 'NG']",-2,VCC,"['AE', 'ZH', 'NG']"
4079,"['AW', 'ZH', 'NG']",-2,VCC,"['AW', 'ZH', 'K']"
4080,"['AH', 'ZH', 'L']",-3,VCC,"['AH', 'ZH', 'L']"
4081,"['OY', 'ZH', 'L']",-3,VCC,"['OY', 'ZH', 'L']"
4082,"['AA', 'ZH', 'L']",-3,VCC,"['AA', 'ZH', 'L']"
4083,"['AY', 'ZH', 'L']",-3,VCC,"['AY', 'ZH', 'L']"
4084,"['ER', 'ZH', 'L']",-3,VCC,"['ER', 'ZH', 'L']"
4085,"['AO', 'ZH', 'L']",-3,VCC,"['AE', 'D', 'L']"
4086,"['UW', 'ZH', 'L']",-3,VCC,"['AE', 'ZH', 'L']"
4087,"['IH', 'ZH', 'L']",-3,VCC,"['IH', 'ZH', 'L']"
4088,"['EH', 'ZH', 'L']",-3,VCC,"['EH', 'ZH', 'L']"
4089,"['UH', 'ZH', 'L']",-3,VCC,"['UH', 'ZH', 'L']"
4090,"['IY', 'ZH', 'L']",-3,VCC,"['IY', 'ZH', 'L']"
4091,"['EY', 'ZH', 'L']",-3,VCC,"['EY', 'ZH', 'L']"
4092,"['OW', 'ZH', 'L']",-3,VCC,"['OW', 'ZH', 'L']"
4093,"['AE', 'ZH', 'L']",-3,VCC,"['AE', 'ZH', 'L']"
4094,"['AW', 'ZH', 'L']",-3,VCC,"['AW', 'ZH', 'L']"
4095,"['AH', 'ZH', 'R']",-3,VCC,"['AH', 'ZH', 'R']"
4096,"['OY', 'ZH', 'R']",-3,VCC,"['OY', 'ZH', 'R']"
4097,"['AA', 'ZH', 'R']",-3,VCC,"['AA', 'ZH', 'R']"
4098,"['AY', 'ZH', 'R']",-3,VCC,"['AY', 'ZH', 'R']"
4099,"['ER', 'ZH', 'R']",-3,VCC,"['ER', 'ZH', 'R']"
4100,"['AO', 'ZH', 'R']",-3,VCC,"['AE', 'D', 'K']"
4101,"['UW', 'ZH', 'R']",-3,VCC,"['UW', 'ZH', 'R']"
4102,"['IH', 'ZH', 'R']",-3,VCC,"['IH', 'ZH', 'R']"
4103,"['EH', 'ZH', 'R']",-3,VCC,"['EH', 'ZH', 'R']"
4104,"['UH', 'ZH', 'R']",-3,VCC,"['UH', 'ZH', 'IH']"
4105,"['IY', 'ZH', 'R']",-3,VCC,"['IY', 'ZH', 'R']"
4106,"['EY', 'ZH', 'R']",-3,VCC,"['EY', 'ZH', 'R']"
4107,"['OW', 'ZH', 'R']",-3,VCC,"['OW', 'ZH', 'R']"
4108,"['AE', 'ZH', 'R']",-3,VCC,"['AE', 'ZH', 'R']"
4109,"['AW', 'ZH', 'R']",-3,VCC,"['AW', 'ZH', 'R']"
4110,"['AH', 'ZH', 'W']",-4,VCC,"['AH', 'ZH', 'W']"
4111,"['OY', 'ZH', 'W']",-4,VCC,"['OY', 'ZH', 'W']"
4112,"['AA', 'ZH', 'W']",-4,VCC,"['AA', 'ZH', 'W']"
4113,"['AY', 'ZH', 'W']",-4,VCC,"['AY', 'ZH', 'W']"
4114,"['ER', 'ZH', 'W']",-4,VCC,"['ER', 'ZH', 'W']"
4115,"['AO', 'ZH', 'W']",-4,VCC,"['AO', 'ZH', 'W']"
4116,"['UW', 'ZH', 'W']",-4,VCC,"['AY', 'DH', 'ZH']"
4117,"['IH', 'ZH', 'W']",-4,VCC,"['IH', 'ZH', 'W']"
4118,"['EH', 'ZH', 'W']",-4,VCC,"['EH', 'ZH', 'W']"
4119,"['UH', 'ZH', 'W']",-4,VCC,"['AY', 'SH', 'W']"
4120,"['IY', 'ZH', 'W']",-4,VCC,"['IY', 'ZH', 'W']"
4121,"['EY', 'ZH', 'W']",-4,VCC,"['EY', 'ZH', 'W']"
4122,"['OW', 'ZH', 'W']",-4,VCC,"['OW', 'ZH', 'W']"
4123,"['AE', 'ZH', 'W']",-4,VCC,"['AE', 'ZH', 'W']"
4124,"['AW', 'ZH', 'W']",-4,VCC,"['AW', 'ZH', 'W']"
4125,"['AH', 'ZH', 'Y']",-4,VCC,"['AH', 'ZH', 'Y']"
4126,"['OY', 'ZH', 'Y']",-4,VCC,"['OY', 'ZH', 'Y']"
4127,"['AA', 'ZH', 'Y']",-4,VCC,"['AA', 'ZH', 'P']"
4128,"['AY', 'ZH', 'Y']",-4,VCC,"['AY', 'ZH', 'Y']"
4129,"['ER', 'ZH', 'Y']",-4,VCC,"['ER', 'ZH', 'Y']"
4130,"['AO', 'ZH', 'Y']",-4,VCC,"['AO', 'ZH', 'Y']"
4131,"['UW', 'ZH', 'Y']",-4,VCC,"['AE', 'ZH', 'P']"
4132,"['IH', 'ZH', 'Y']",-4,VCC,"['IH', 'ZH', 'Y']"
4133,"['EH', 'ZH', 'Y']",-4,VCC,"['EH', 'ZH', 'Y']"
4134,"['UH', 'ZH', 'Y']",-4,VCC,"['UH', 'ZH', 'Y']"
4135,"['IY', 'ZH', 'Y']",-4,VCC,"['IY', 'ZH', 'Y']"
4136,"['EY', 'ZH', 'Y']",-4,VCC,"['EY', 'ZH', 'Y']"
4137,"['OW', 'ZH', 'Y']",-4,VCC,"['OW', 'ZH', 'Y']"
4138,"['AE', 'ZH', 'Y']",-4,VCC,"['AE', 'ZH', 'Y']"
4139,"['AW', 'ZH', 'Y']",-4,VCC,"['AW', 'ZH', 'Y']"
4140,"['AH', 'V', 'P']",1,VCC,"['AH', 'V', 'P']"
4141,"['OY', 'V', 'P']",1,VCC,"['OY', 'V', 'P']"
4142,"['AA', 'V', 'P']",1,VCC,"['AA', 'V', 'P']"
4143,"['AY', 'V', 'P']",1,VCC,"['AY', 'V', 'P']"
4144,"['ER', 'V', 'P']",1,VCC,"['ER', 'V', 'P']"
4145,"['AO', 'V', 'P']",1,VCC,"['AO', 'V', 'P']"
4146,"['UW', 'V', 'P']",1,VCC,"['UW', 'V', 'P']"
4147,"['IH', 'V', 'P']",1,VCC,"['IH', 'V', 'P']"
4148,"['EH', 'V', 'P']",1,VCC,"['EH', 'V', 'P']"
4149,"['UH', 'V', 'P']",1,VCC,"['IH', 'V', 'P']"
4150,"['IY', 'V', 'P']",1,VCC,"['IY', 'V', 'P']"
4151,"['EY', 'V', 'P']",1,VCC,"['EY', 'V', 'P']"
4152,"['OW', 'V', 'P']",1,VCC,"['OW', 'V', 'P']"
4153,"['AE', 'V', 'P']",1,VCC,"['AE', 'V', 'P']"
4154,"['AW', 'V', 'P']",1,VCC,"['AW', 'V', 'P']"
4155,"['AH', 'V', 'T']",1,VCC,"['AH', 'V', 'T']"
4156,"['OY', 'V', 'T']",1,VCC,"['OY', 'V', 'T']"
4157,"['AA', 'V', 'T']",1,VCC,"['AA', 'V', 'T']"
4158,"['AY', 'V', 'T']",1,VCC,"['AY', 'V', 'T']"
4159,"['ER', 'V', 'T']",1,VCC,"['ER', 'V', 'T']"
4160,"['AO', 'V', 'T']",1,VCC,"['AO', 'V', 'T']"
4161,"['UW', 'V', 'T']",1,VCC,"['UW', 'V', 'T']"
4162,"['IH', 'V', 'T']",1,VCC,"['IH', 'V', 'T']"
4163,"['EH', 'V', 'T']",1,VCC,"['EH', 'V', 'T']"
4164,"['UH', 'V', 'T']",1,VCC,"['UH', 'V', 'T']"
4165,"['IY', 'V', 'T']",1,VCC,"['IY', 'V', 'T']"
4166,"['EY', 'V', 'T']",1,VCC,"['EY', 'V', 'T']"
4167,"['OW', 'V', 'T']",1,VCC,"['OW', 'V', 'T']"
4168,"['AE', 'V', 'T']",1,VCC,"['AE', 'V', 'T']"
4169,"['AW', 'V', 'T']",1,VCC,"['AW', 'V', 'T']"
4170,"['AH', 'V', 'K']",1,VCC,"['AH', 'V', 'K']"
4171,"['OY', 'V', 'K']",1,VCC,"['OY', 'V', 'K']"
4172,"['AA', 'V', 'K']",1,VCC,"['AA', 'V', 'K']"
4173,"['AY', 'V', 'K']",1,VCC,"['AY', 'V', 'K']"
4174,"['ER', 'V', 'K']",1,VCC,"['ER', 'V', 'V']"
4175,"['AO', 'V', 'K']",1,VCC,"['AO', 'V', 'K']"
4176,"['UW', 'V', 'K']",1,VCC,"['UW', 'V', 'K']"
4177,"['IH', 'V', 'K']",1,VCC,"['IH', 'V', 'K']"
4178,"['EH', 'V', 'K']",1,VCC,"['EH', 'V', 'K']"
4179,"['UH', 'V', 'K']",1,VCC,"['UH', 'K', 'V']"
4180,"['IY', 'V', 'K']",1,VCC,"['IY', 'V', 'K']"
4181,"['EY', 'V', 'K']",1,VCC,"['EY', 'V', 'K']"
4182,"['OW', 'V', 'K']",1,VCC,"['OW', 'V', 'K']"
4183,"['AE', 'V', 'K']",1,VCC,"['AE', 'V', 'K']"
4184,"['AW', 'V', 'K']",1,VCC,"['AW', 'K', 'V']"
4185,"['AH', 'V', 'B']",1,VCC,"['AH', 'V', 'B']"
4186,"['OY', 'V', 'B']",1,VCC,"['OY', 'V', 'B']"
4187,"['AA', 'V', 'B']",1,VCC,"['AA', 'V', 'B']"
4188,"['AY', 'V', 'B']",1,VCC,"['AY', 'V', 'B']"
4189,"['ER', 'V', 'B']",1,VCC,"['ER', 'V', 'B']"
4190,"['AO', 'V', 'B']",1,VCC,"['AO', 'V', 'B']"
4191,"['UW', 'V', 'B']",1,VCC,"['UW', 'V', 'B']"
4192,"['IH', 'V', 'B']",1,VCC,"['IH', 'NG', 'K']"
4193,"['EH', 'V', 'B']",1,VCC,"['EH', 'V', 'B']"
4194,"['UH', 'V', 'B']",1,VCC,"['UH', 'V', 'B']"
4195,"['IY', 'V', 'B']",1,VCC,"['IY', 'V', 'B']"
4196,"['EY', 'V', 'B']",1,VCC,"['EY', 'V', 'B']"
4197,"['OW', 'V', 'B']",1,VCC,"['OW', 'V', 'B']"
4198,"['AE', 'V', 'B']",1,VCC,"['AE', 'V', 'B']"
4199,"['AW', 'V', 'B']",1,VCC,"['AW', 'V', 'B']"
4200,"['AH', 'V', 'D']",1,VCC,"['AH', 'V', 'D']"
4201,"['OY', 'V', 'D']",1,VCC,"['OY', 'V', 'D']"
4202,"['AA', 'V', 'D']",1,VCC,"['AA', 'V', 'D']"
4203,"['AY', 'V', 'D']",1,VCC,"['AY', 'V', 'D']"
4204,"['ER', 'V', 'D']",1,VCC,"['ER', 'V', 'D']"
4205,"['AO', 'V', 'D']",1,VCC,"['AO', 'V', 'D']"
4206,"['UW', 'V', 'D']",1,VCC,"['UW', 'V', 'D']"
4207,"['IH', 'V', 'D']",1,VCC,"['IH', 'V', 'D']"
4208,"['EH', 'V', 'D']",1,VCC,"['EH', 'V', 'D']"
4209,"['UH', 'V', 'D']",1,VCC,"['UH', 'V', 'D']"
4210,"['IY', 'V', 'D']",1,VCC,"['IY', 'V', 'D']"
4211,"['EY', 'V', 'D']",1,VCC,"['EY', 'V', 'D']"
4212,"['OW', 'V', 'D']",1,VCC,"['OW', 'V', 'D']"
4213,"['AE', 'V', 'D']",1,VCC,"['AE', 'V', 'D']"
4214,"['AW', 'V', 'D']",1,VCC,"['AW', 'V', 'D']"
4215,"['AH', 'V', 'G']",1,VCC,"['AH', 'G', 'V']"
4216,"['OY', 'V', 'G']",1,VCC,"['OY', 'G', 'V']"
4217,"['AA', 'V', 'G']",1,VCC,"['AA', 'V', 'G']"
4218,"['AY', 'V', 'G']",1,VCC,"['AY', 'V', 'G']"
4219,"['ER', 'V', 'G']",1,VCC,"['ER', 'V', 'G']"
4220,"['AO', 'V', 'G']",1,VCC,"['AO', 'G', 'V']"
4221,"['UW', 'V', 'G']",1,VCC,"['UW', 'V', 'G']"
4222,"['IH', 'V', 'G']",1,VCC,"['IH', 'V', 'G']"
4223,"['EH', 'V', 'G']",1,VCC,"['EH', 'V', 'G']"
4224,"['UH', 'V', 'G']",1,VCC,"['UH', 'V', 'G']"
4225,"['IY', 'V', 'G']",1,VCC,"['EH', 'V', 'G']"
4226,"['EY', 'V', 'G']",1,VCC,"['EY', 'V', 'G']"
4227,"['OW', 'V', 'G']",1,VCC,"['OW', 'V', 'G']"
4228,"['AE', 'V', 'G']",1,VCC,"['AE', 'V', 'G']"
4229,"['AW', 'V', 'G']",1,VCC,"['AW', 'V', 'G']"
4230,"['AH', 'V', 'F']",0,VCC,"['AH', 'V', 'F']"
4231,"['OY', 'V', 'F']",0,VCC,"['OY', 'V', 'F']"
4232,"['AA', 'V', 'F']",0,VCC,"['AA', 'F', 'V']"
4233,"['AY', 'V', 'F']",0,VCC,"['AY', 'V', 'F']"
4234,"['ER', 'V', 'F']",0,VCC,"['ER', 'V', 'F']"
4235,"['AO', 'V', 'F']",0,VCC,"['AO', 'F', 'V']"
4236,"['UW', 'V', 'F']",0,VCC,"['UW', 'V', 'F']"
4237,"['IH', 'V', 'F']",0,VCC,"['IH', 'F', 'V']"
4238,"['EH', 'V', 'F']",0,VCC,"['EH', 'V', 'F']"
4239,"['UH', 'V', 'F']",0,VCC,"['UH', 'V', 'F']"
4240,"['IY', 'V', 'F']",0,VCC,"['IY', 'V', 'F']"
4241,"['EY', 'V', 'F']",0,VCC,"['EY', 'V', 'F']"
4242,"['OW', 'V', 'F']",0,VCC,"['OW', 'V', 'F']"
4243,"['AE', 'V', 'F']",0,VCC,"['AE', 'V', 'F']"
4244,"['AW', 'V', 'F']",0,VCC,"['AW', 'V', 'F']"
4245,"['AH', 'V', 'TH']",0,VCC,"['AH', 'TH', 'V']"
4246,"['OY', 'V', 'TH']",0,VCC,"['OY', 'TH', 'V']"
4247,"['AA', 'V', 'TH']",0,VCC,"['V', 'AA', 'TH']"
4248,"['AY', 'V', 'TH']",0,VCC,"['AY', 'V', 'TH']"
4249,"['ER', 'V', 'TH']",0,VCC,"['ER', 'V', 'TH']"
4250,"['AO', 'V', 'TH']",0,VCC,"['AO', 'V', 'TH']"
4251,"['UW', 'V', 'TH']",0,VCC,"['UW', 'V', 'TH']"
4252,"['IH', 'V', 'TH']",0,VCC,"['IH', 'TH', 'V']"
4253,"['EH', 'V', 'TH']",0,VCC,"['EH', 'V', 'TH']"
4254,"['UH', 'V', 'TH']",0,VCC,"['UH', 'V', 'R']"
4255,"['IY', 'V', 'TH']",0,VCC,"['IY', 'V', 'TH']"
4256,"['EY', 'V', 'TH']",0,VCC,"['EY', 'V', 'TH']"
4257,"['OW', 'V', 'TH']",0,VCC,"['OW', 'V', 'TH']"
4258,"['AE', 'V', 'TH']",0,VCC,"['AE', 'V', 'TH']"
4259,"['AW', 'V', 'TH']",0,VCC,"['AW', 'V', 'TH']"
4260,"['AH', 'V', 'S']",0,VCC,"['AH', 'V', 'S']"
4261,"['OY', 'V', 'S']",0,VCC,"['OY', 'V', 'S']"
4262,"['AA', 'V', 'S']",0,VCC,"['AA', 'V', 'S']"
4263,"['AY', 'V', 'S']",0,VCC,"['AY', 'V', 'S']"
4264,"['ER', 'V', 'S']",0,VCC,"['ER', 'V', 'S']"
4265,"['AO', 'V', 'S']",0,VCC,"['AO', 'V', 'S']"
4266,"['UW', 'V', 'S']",0,VCC,"['UW', 'V', 'S']"
4267,"['IH', 'V', 'S']",0,VCC,"['IH', 'V', 'S']"
4268,"['EH', 'V', 'S']",0,VCC,"['EH', 'V', 'S']"
4269,"['UH', 'V', 'S']",0,VCC,"['UH', 'V', 'S']"
4270,"['IY', 'V', 'S']",0,VCC,"['IY', 'V', 'S']"
4271,"['EY', 'V', 'S']",0,VCC,"['EY', 'V', 'S']"
4272,"['OW', 'V', 'S']",0,VCC,"['OW', 'V', 'S']"
4273,"['AE', 'V', 'S']",0,VCC,"['AE', 'V', 'S']"
4274,"['AW', 'V', 'S']",0,VCC,"['AW', 'V', 'S']"
4275,"['AH', 'V', 'SH']",0,VCC,"['AH', 'V', 'SH']"
4276,"['OY', 'V', 'SH']",0,VCC,"['OY', 'SH', 'V']"
4277,"['AA', 'V', 'SH']",0,VCC,"['AA', 'V', 'SH']"
4278,"['AY', 'V', 'SH']",0,VCC,"['AY', 'V', 'SH']"
4279,"['ER', 'V', 'SH']",0,VCC,"['ER', 'V', 'SH']"
4280,"['AO', 'V', 'SH']",0,VCC,"['AO', 'SH', 'V']"
4281,"['UW', 'V', 'SH']",0,VCC,"['UW', 'V', 'SH']"
4282,"['IH', 'V', 'SH']",0,VCC,"['IH', 'V', 'SH']"
4283,"['EH', 'V', 'SH']",0,VCC,"['EH', 'V', 'SH']"
4284,"['UH', 'V', 'SH']",0,VCC,"['UH', 'V', 'SH']"
4285,"['IY', 'V', 'SH']",0,VCC,"['AE', 'V', 'SH']"
4286,"['EY', 'V', 'SH']",0,VCC,"['EY', 'V', 'SH']"
4287,"['OW', 'V', 'SH']",0,VCC,"['OW', 'V', 'SH']"
4288,"['AE', 'V', 'SH']",0,VCC,"['AE', 'V', 'SH']"
4289,"['AW', 'V', 'SH']",0,VCC,"['AW', 'V', 'SH']"
4290,"['AH', 'V', 'Z']",0,VCC,"['AH', 'V', 'Z']"
4291,"['OY', 'V', 'Z']",0,VCC,"['OY', 'V', 'Z']"
4292,"['AA', 'V', 'Z']",0,VCC,"['AA', 'V', 'Z']"
4293,"['AY', 'V', 'Z']",0,VCC,"['AY', 'V', 'Z']"
4294,"['ER', 'V', 'Z']",0,VCC,"['ER', 'V', 'Z']"
4295,"['AO', 'V', 'Z']",0,VCC,"['AO', 'V', 'Z']"
4296,"['UW', 'V', 'Z']",0,VCC,"['UW', 'V', 'Z']"
4297,"['IH', 'V', 'Z']",0,VCC,"['IH', 'V', 'Z']"
4298,"['EH', 'V', 'Z']",0,VCC,"['EH', 'V', 'Z']"
4299,"['UH', 'V', 'Z']",0,VCC,"['UH', 'V', 'Z']"
4300,"['IY', 'V', 'Z']",0,VCC,"['IY', 'V', 'Z']"
4301,"['EY', 'V', 'Z']",0,VCC,"['EY', 'V', 'Z']"
4302,"['OW', 'V', 'Z']",0,VCC,"['OW', 'V', 'Z']"
4303,"['AE', 'V', 'Z']",0,VCC,"['AE', 'V', 'Z']"
4304,"['AW', 'V', 'Z']",0,VCC,"['AW', 'V', 'Z']"
4305,"['AH', 'V', 'ZH']",0,VCC,"['AH', 'V', 'ZH']"
4306,"['OY', 'V', 'ZH']",0,VCC,"['OY', 'Z', 'V']"
4307,"['AA', 'V', 'ZH']",0,VCC,"['AA', 'V', 'ZH']"
4308,"['AY', 'V', 'ZH']",0,VCC,"['AY', 'V', 'ZH']"
4309,"['ER', 'V', 'ZH']",0,VCC,"['ER', 'V', 'ZH']"
4310,"['AO', 'V', 'ZH']",0,VCC,"['AO', 'V', 'ZH']"
4311,"['UW', 'V', 'ZH']",0,VCC,"['UW', 'V', 'ZH']"
4312,"['IH', 'V', 'ZH']",0,VCC,"['IH', 'V', 'ZH']"
4313,"['EH', 'V', 'ZH']",0,VCC,"['EH', 'V', 'ZH']"
4314,"['UH', 'V', 'ZH']",0,VCC,"['UH', 'V', 'ZH']"
4315,"['IY', 'V', 'ZH']",0,VCC,"['IY', 'V', 'ZH']"
4316,"['EY', 'V', 'ZH']",0,VCC,"['EY', 'V', 'ZH']"
4317,"['OW', 'V', 'ZH']",0,VCC,"['OW', 'V', 'ZH']"
4318,"['AE', 'V', 'ZH']",0,VCC,"['AE', 'V', 'ZH']"
4319,"['AW', 'V', 'ZH']",0,VCC,"['AW', 'V', 'ZH']"
4320,"['AH', 'V', 'DH']",0,VCC,"['AH', 'DH', 'V']"
4321,"['OY', 'V', 'DH']",0,VCC,"['OY', 'DH', 'V']"
4322,"['AA', 'V', 'DH']",0,VCC,"['AA', 'DH', 'V']"
4323,"['AY', 'V', 'DH']",0,VCC,"['AY', 'DH', 'V']"
4324,"['ER', 'V', 'DH']",0,VCC,"['ER', 'DH', 'V']"
4325,"['AO', 'V', 'DH']",0,VCC,"['AO', 'DH', 'V']"
4326,"['UW', 'V', 'DH']",0,VCC,"['DH', 'UW', 'V']"
4327,"['IH', 'V', 'DH']",0,VCC,"['IH', 'DH', 'V']"
4328,"['EH', 'V', 'DH']",0,VCC,"['EH', 'DH', 'V']"
4329,"['UH', 'V', 'DH']",0,VCC,"['UH', 'DH', 'V']"
4330,"['IY', 'V', 'DH']",0,VCC,"['IY', 'V', 'DH']"
4331,"['EY', 'V', 'DH']",0,VCC,"['EY', 'DH', 'V']"
4332,"['OW', 'V', 'DH']",0,VCC,"['OW', 'DH', 'V']"
4333,"['AE', 'V', 'DH']",0,VCC,"['AE', 'DH', 'V']"
4334,"['AW', 'V', 'DH']",0,VCC,"['AW', 'DH', 'V']"
4335,"['AH', 'V', 'HH']",0,VCC,"['AH', 'V', 'HH']"
4336,"['OY', 'V', 'HH']",0,VCC,"['OY', 'V', 'HH']"
4337,"['AA', 'V', 'HH']",0,VCC,"['AA', 'V', 'HH']"
4338,"['AY', 'V', 'HH']",0,VCC,"['AY', 'V', 'HH']"
4339,"['ER', 'V', 'HH']",0,VCC,"['ER', 'V', 'HH']"
4340,"['AO', 'V', 'HH']",0,VCC,"['AO', 'V', 'HH']"
4341,"['UW', 'V', 'HH']",0,VCC,"['UW', 'V', 'HH']"
4342,"['IH', 'V', 'HH']",0,VCC,"['IH', 'V', 'HH']"
4343,"['EH', 'V', 'HH']",0,VCC,"['EH', 'V', 'HH']"
4344,"['UH', 'V', 'HH']",0,VCC,"['UH', 'V', 'HH']"
4345,"['IY', 'V', 'HH']",0,VCC,"['IY', 'V', 'HH']"
4346,"['EY', 'V', 'HH']",0,VCC,"['EY', 'V', 'HH']"
4347,"['OW', 'V', 'HH']",0,VCC,"['OW', 'V', 'HH']"
4348,"['AE', 'V', 'HH']",0,VCC,"['AE', 'V', 'HH']"
4349,"['AW', 'V', 'HH']",0,VCC,"['AW', 'V', 'HH']"
4350,"['AH', 'V', 'CH']",-1,VCC,"['AH', 'V', 'CH']"
4351,"['OY', 'V', 'CH']",-1,VCC,"['CH', 'OY', 'V']"
4352,"['AA', 'V', 'CH']",-1,VCC,"['AA', 'V', 'CH']"
4353,"['AY', 'V', 'CH']",-1,VCC,"['AY', 'V', 'CH']"
4354,"['ER', 'V', 'CH']",-1,VCC,"['ER', 'V', 'R']"
4355,"['AO', 'V', 'CH']",-1,VCC,"['AO', 'V', 'CH']"
4356,"['UW', 'V', 'CH']",-1,VCC,"['UW', 'V', 'V']"
4357,"['IH', 'V', 'CH']",-1,VCC,"['IH', 'V', 'CH']"
4358,"['EH', 'V', 'CH']",-1,VCC,"['EH', 'V', 'CH']"
4359,"['UH', 'V', 'CH']",-1,VCC,"['UH', 'V', 'R']"
4360,"['IY', 'V', 'CH']",-1,VCC,"['IY', 'V', 'CH']"
4361,"['EY', 'V', 'CH']",-1,VCC,"['EY', 'V', 'CH']"
4362,"['OW', 'V', 'CH']",-1,VCC,"['OW', 'V', 'CH']"
4363,"['AE', 'V', 'CH']",-1,VCC,"['AE', 'V', 'CH']"
4364,"['AW', 'V', 'CH']",-1,VCC,"['V', 'AW', 'CH']"
4365,"['AH', 'V', 'JH']",-1,VCC,"['AH', 'V', 'JH']"
4366,"['OY', 'V', 'JH']",-1,VCC,"['OY', 'V', 'JH']"
4367,"['AA', 'V', 'JH']",-1,VCC,"['AA', 'V', 'JH']"
4368,"['AY', 'V', 'JH']",-1,VCC,"['AY', 'V', 'JH']"
4369,"['ER', 'V', 'JH']",-1,VCC,"['ER', 'V', 'JH']"
4370,"['AO', 'V', 'JH']",-1,VCC,"['AO', 'V', 'JH']"
4371,"['UW', 'V', 'JH']",-1,VCC,"['UW', 'V', 'JH']"
4372,"['IH', 'V', 'JH']",-1,VCC,"['IH', 'V', 'JH']"
4373,"['EH', 'V', 'JH']",-1,VCC,"['EH', 'V', 'JH']"
4374,"['UH', 'V', 'JH']",-1,VCC,"['UH', 'V', 'JH']"
4375,"['IY', 'V', 'JH']",-1,VCC,"['IY', 'V', 'JH']"
4376,"['EY', 'V', 'JH']",-1,VCC,"['EY', 'V', 'JH']"
