,Word,Frequency,Zipf_Frequency,Part_of_Speech,Phonemes,No_Stress
21182,absentee,1.48e-06,3.17,NOUN,"['AE2', 'B', 'S', 'AH0', 'N', 'T', 'IY1']","['AE', 'B', 'S', 'AH', 'N', 'T', 'IY']"
21183,accolades,1.48e-06,3.17,NOUN,"['AE1', 'K', 'AH0', 'L', 'EY2', 'D', 'Z']","['AE', 'K', 'AH', 'L', 'EY', 'D', 'Z']"
21184,admirers,1.48e-06,3.17,NOUN,"['AH0', 'D', 'M', 'AY1', 'R', 'ER0', 'Z']","['AH', 'D', 'M', 'AY', 'R', 'ER', 'Z']"
21185,alden,1.48e-06,3.17,PROPN,"['AA1', 'L', 'D', 'AH0', 'N']","['AA', 'L', 'D', 'AH', 'N']"
21186,aldo,1.48e-06,3.17,PROPN,"['AA1', 'L', 'D', 'OW0']","['AA', 'L', 'D', 'OW']"
21187,alyssa,1.48e-06,3.17,PROPN,"['AH0', 'L', 'IH1', 'S', 'AH0']","['AH', 'L', 'IH', 'S', 'AH']"
21188,amin,1.48e-06,3.17,PROPN,"['AA0', 'M', 'IY1', 'N']","['AA', 'M', 'IY', 'N']"
21189,anarchists,1.48e-06,3.17,NOUN,"['AE1', 'N', 'ER0', 'K', 'AH0', 'S', 'T', 'S']","['AE', 'N', 'ER', 'K', 'AH', 'S', 'T', 'S']"
21190,anecdotal,1.48e-06,3.17,ADJ,"['AE2', 'N', 'AH0', 'K', 'D', 'OW1', 'T', 'AH0', 'L']","['AE', 'N', 'AH', 'K', 'D', 'OW', 'T', 'AH', 'L']"
21191,anemia,1.48e-06,3.17,NOUN,"['AH0', 'N', 'IY1', 'M', 'IY0', 'AH0']","['AH', 'N', 'IY', 'M', 'IY', 'AH']"
21192,animosity,1.48e-06,3.17,NOUN,"['AE2', 'N', 'AH0', 'M', 'AA1', 'S', 'AH0', 'T', 'IY0']","['AE', 'N', 'AH', 'M', 'AA', 'S', 'AH', 'T', 'IY']"
21193,appoints,1.48e-06,3.17,VERB,"['AH0', 'P', 'OY1', 'N', 'T', 'S']","['AH', 'P', 'OY', 'N', 'T', 'S']"
21194,autoimmune,1.48e-06,3.17,ADJ,"['AO2', 'T', 'OY1', 'M', 'Y', 'UW0', 'N']","['AO', 'T', 'OY', 'M', 'Y', 'UW', 'N']"
21195,bakers,1.48e-06,3.17,NOUN,"['B', 'EY1', 'K', 'ER0', 'Z']","['B', 'EY', 'K', 'ER', 'Z']"
21196,barons,1.48e-06,3.17,NOUN,"['B', 'AE1', 'R', 'AH0', 'N', 'Z']","['B', 'AE', 'R', 'AH', 'N', 'Z']"
21197,battalions,1.48e-06,3.17,NOUN,"['B', 'AH0', 'T', 'AE1', 'L', 'Y', 'AH0', 'N', 'Z']","['B', 'AH', 'T', 'AE', 'L', 'Y', 'AH', 'N', 'Z']"
21198,beggar,1.48e-06,3.17,NOUN,"['B', 'EH1', 'G', 'ER0']","['B', 'EH', 'G', 'ER']"
21199,bertrand,1.48e-06,3.17,PROPN,"['B', 'ER1', 'T', 'R', 'AH0', 'N', 'D']","['B', 'ER', 'T', 'R', 'AH', 'N', 'D']"
21200,bismarck,1.48e-06,3.17,PROPN,"['B', 'IH1', 'Z', 'M', 'AA2', 'R', 'K']","['B', 'IH', 'Z', 'M', 'AA', 'R', 'K']"
21201,bombarded,1.48e-06,3.17,VERB,"['B', 'AA0', 'M', 'B', 'AA1', 'R', 'D', 'IH0', 'D']","['B', 'AA', 'M', 'B', 'AA', 'R', 'D', 'IH', 'D']"
21202,boulders,1.48e-06,3.17,NOUN,"['B', 'OW1', 'L', 'D', 'ER0', 'Z']","['B', 'OW', 'L', 'D', 'ER', 'Z']"
21203,bounces,1.48e-06,3.17,VERB,"['B', 'AW1', 'N', 'S', 'IH0', 'Z']","['B', 'AW', 'N', 'S', 'IH', 'Z']"
21204,bouncy,1.48e-06,3.17,ADJ,"['B', 'AW1', 'N', 'S', 'IY0']","['B', 'AW', 'N', 'S', 'IY']"
21205,buick,1.48e-06,3.17,PROPN,"['B', 'Y', 'UW1', 'IH0', 'K']","['B', 'Y', 'UW', 'IH', 'K']"
21206,burbank,1.48e-06,3.17,PROPN,"['B', 'ER1', 'B', 'AE2', 'NG', 'K']","['B', 'ER', 'B', 'AE', 'NG', 'K']"
21207,busts,1.48e-06,3.17,NOUN,"['B', 'AH1', 'S', 'T', 'S']","['B', 'AH', 'S', 'T', 'S']"
21208,calibrated,1.48e-06,3.17,VERB,"['K', 'AE1', 'L', 'AH0', 'B', 'R', 'EY2', 'T', 'AH0', 'D']","['K', 'AE', 'L', 'AH', 'B', 'R', 'EY', 'T', 'AH', 'D']"
21209,callahan,1.48e-06,3.17,PROPN,"['K', 'AE1', 'L', 'AH0', 'HH', 'AE2', 'N']","['K', 'AE', 'L', 'AH', 'HH', 'AE', 'N']"
21210,canteen,1.48e-06,3.17,NOUN,"['K', 'AE0', 'N', 'T', 'IY1', 'N']","['K', 'AE', 'N', 'T', 'IY', 'N']"
21211,capacitor,1.48e-06,3.17,NOUN,"['K', 'AH0', 'P', 'AE1', 'S', 'AH0', 'T', 'ER0']","['K', 'AH', 'P', 'AE', 'S', 'AH', 'T', 'ER']"
21212,captivating,1.48e-06,3.17,VERB,"['K', 'AE1', 'P', 'T', 'IH0', 'V', 'EY2', 'T', 'IH0', 'NG']","['K', 'AE', 'P', 'T', 'IH', 'V', 'EY', 'T', 'IH', 'NG']"
21213,carbohydrate,1.48e-06,3.17,NOUN,"['K', 'AA2', 'R', 'B', 'OW0', 'HH', 'AY1', 'D', 'R', 'EY2', 'T']","['K', 'AA', 'R', 'B', 'OW', 'HH', 'AY', 'D', 'R', 'EY', 'T']"
21214,cartels,1.48e-06,3.17,NOUN,"['K', 'AA0', 'R', 'T', 'EH1', 'L', 'Z']","['K', 'AA', 'R', 'T', 'EH', 'L', 'Z']"
21215,cavalier,1.48e-06,3.17,ADJ,"['K', 'AE2', 'V', 'AH0', 'L', 'IH1', 'R']","['K', 'AE', 'V', 'AH', 'L', 'IH', 'R']"
21216,centrist,1.48e-06,3.17,ADJ,"['S', 'EH1', 'N', 'T', 'R', 'IH0', 'S', 'T']","['S', 'EH', 'N', 'T', 'R', 'IH', 'S', 'T']"
21217,chatted,1.48e-06,3.17,VERB,"['CH', 'AE1', 'T', 'AH0', 'D']","['CH', 'AE', 'T', 'AH', 'D']"
21218,chauffeur,1.48e-06,3.17,NOUN,"['SH', 'OW0', 'F', 'ER1']","['SH', 'OW', 'F', 'ER']"
21219,childs,1.48e-06,3.17,PROPN,"['CH', 'AY1', 'L', 'D', 'Z']","['CH', 'AY', 'L', 'D', 'Z']"
21220,circled,1.48e-06,3.17,VERB,"['S', 'ER1', 'K', 'AH0', 'L', 'D']","['S', 'ER', 'K', 'AH', 'L', 'D']"
21221,circulate,1.48e-06,3.17,VERB,"['S', 'ER1', 'K', 'Y', 'AH0', 'L', 'EY2', 'T']","['S', 'ER', 'K', 'Y', 'AH', 'L', 'EY', 'T']"
21222,clergyman,1.48e-06,3.17,NOUN,"['K', 'L', 'ER1', 'JH', 'IY0', 'M', 'AH0', 'N']","['K', 'L', 'ER', 'JH', 'IY', 'M', 'AH', 'N']"
21223,climber,1.48e-06,3.17,NOUN,"['K', 'L', 'AY1', 'M', 'ER0']","['K', 'L', 'AY', 'M', 'ER']"
21224,clinched,1.48e-06,3.17,VERB,"['K', 'L', 'IH1', 'N', 'CH', 'T']","['K', 'L', 'IH', 'N', 'CH', 'T']"
21225,clutching,1.48e-06,3.17,VERB,"['K', 'L', 'AH1', 'CH', 'IH0', 'NG']","['K', 'L', 'AH', 'CH', 'IH', 'NG']"
21226,coliseum,1.48e-06,3.17,NOUN,"['K', 'AA2', 'L', 'AH0', 'S', 'IY1', 'AH0', 'M']","['K', 'AA', 'L', 'AH', 'S', 'IY', 'AH', 'M']"
21227,combs,1.48e-06,3.17,NOUN,"['K', 'OW1', 'M', 'Z']","['K', 'OW', 'M', 'Z']"
21228,commandment,1.48e-06,3.17,NOUN,"['K', 'AH0', 'M', 'AE1', 'N', 'D', 'M', 'AH0', 'N', 'T']","['K', 'AH', 'M', 'AE', 'N', 'D', 'M', 'AH', 'N', 'T']"
21229,complimented,1.48e-06,3.17,VERB,"['K', 'AA1', 'M', 'P', 'L', 'AH0', 'M', 'EH2', 'N', 'T', 'IH0', 'D']","['K', 'AA', 'M', 'P', 'L', 'AH', 'M', 'EH', 'N', 'T', 'IH', 'D']"
21230,conceivable,1.48e-06,3.17,ADJ,"['K', 'AH0', 'N', 'S', 'IY1', 'V', 'AH0', 'B', 'AH0', 'L']","['K', 'AH', 'N', 'S', 'IY', 'V', 'AH', 'B', 'AH', 'L']"
21231,condone,1.48e-06,3.17,VERB,"['K', 'AH0', 'N', 'D', 'OW1', 'N']","['K', 'AH', 'N', 'D', 'OW', 'N']"
21232,congested,1.48e-06,3.17,VERB,"['K', 'AH0', 'N', 'JH', 'EH1', 'S', 'T', 'AH0', 'D']","['K', 'AH', 'N', 'JH', 'EH', 'S', 'T', 'AH', 'D']"
21233,connectors,1.48e-06,3.17,NOUN,"['K', 'AH0', 'N', 'EH1', 'K', 'T', 'ER0', 'Z']","['K', 'AH', 'N', 'EH', 'K', 'T', 'ER', 'Z']"
21234,conner,1.48e-06,3.17,PROPN,"['K', 'AA1', 'N', 'ER0']","['K', 'AA', 'N', 'ER']"
21235,consecrated,1.48e-06,3.17,VERB,"['K', 'AA1', 'N', 'S', 'AH0', 'K', 'R', 'EY2', 'T', 'AH0', 'D']","['K', 'AA', 'N', 'S', 'AH', 'K', 'R', 'EY', 'T', 'AH', 'D']"
21236,contaminants,1.48e-06,3.17,NOUN,"['K', 'AH0', 'N', 'T', 'AE1', 'M', 'AH0', 'N', 'AH0', 'N', 'T', 'S']","['K', 'AH', 'N', 'T', 'AE', 'M', 'AH', 'N', 'AH', 'N', 'T', 'S']"
21237,contiguous,1.48e-06,3.17,ADJ,"['K', 'AH0', 'N', 'T', 'IH1', 'G', 'Y', 'UW0', 'AH0', 'S']","['K', 'AH', 'N', 'T', 'IH', 'G', 'Y', 'UW', 'AH', 'S']"
21238,conveys,1.48e-06,3.17,VERB,"['K', 'AH0', 'N', 'V', 'EY1', 'Z']","['K', 'AH', 'N', 'V', 'EY', 'Z']"
21239,cosmo,1.48e-06,3.17,PROPN,"['K', 'AO1', 'Z', 'M', 'OW0']","['K', 'AO', 'Z', 'M', 'OW']"
21240,councilman,1.48e-06,3.17,NOUN,"['K', 'AW1', 'N', 'S', 'AH0', 'L', 'M', 'AH0', 'N']","['K', 'AW', 'N', 'S', 'AH', 'L', 'M', 'AH', 'N']"
21241,cranberry,1.48e-06,3.17,NOUN,"['K', 'R', 'AE1', 'N', 'B', 'EH2', 'R', 'IY0']","['K', 'R', 'AE', 'N', 'B', 'EH', 'R', 'IY']"
21242,criticizes,1.48e-06,3.17,VERB,"['K', 'R', 'IH1', 'T', 'IH0', 'S', 'AY2', 'Z', 'IH0', 'Z']","['K', 'R', 'IH', 'T', 'IH', 'S', 'AY', 'Z', 'IH', 'Z']"
21243,croft,1.48e-06,3.17,PROPN,"['K', 'R', 'AO1', 'F', 'T']","['K', 'R', 'AO', 'F', 'T']"
21244,custard,1.48e-06,3.17,NOUN,"['K', 'AH1', 'S', 'T', 'ER0', 'D']","['K', 'AH', 'S', 'T', 'ER', 'D']"
21245,darby,1.48e-06,3.17,PROPN,"['D', 'AA1', 'R', 'B', 'IY0']","['D', 'AA', 'R', 'B', 'IY']"
21246,deceiving,1.48e-06,3.17,VERB,"['D', 'IH0', 'S', 'IY1', 'V', 'IH0', 'NG']","['D', 'IH', 'S', 'IY', 'V', 'IH', 'NG']"
21247,defaults,1.48e-06,3.17,NOUN,"['D', 'IH0', 'F', 'AO1', 'L', 'T', 'S']","['D', 'IH', 'F', 'AO', 'L', 'T', 'S']"
21248,definitively,1.48e-06,3.17,ADV,"['D', 'IH0', 'F', 'IH1', 'N', 'IH0', 'T', 'IH0', 'V', 'L', 'IY0']","['D', 'IH', 'F', 'IH', 'N', 'IH', 'T', 'IH', 'V', 'L', 'IY']"
21249,deflect,1.48e-06,3.17,VERB,"['D', 'IH0', 'F', 'L', 'EH1', 'K', 'T']","['D', 'IH', 'F', 'L', 'EH', 'K', 'T']"
21250,deliberations,1.48e-06,3.17,NOUN,"['D', 'IH0', 'L', 'IH2', 'B', 'ER0', 'EY1', 'SH', 'AH0', 'N', 'Z']","['D', 'IH', 'L', 'IH', 'B', 'ER', 'EY', 'SH', 'AH', 'N', 'Z']"
21251,denoted,1.48e-06,3.17,VERB,"['D', 'IH0', 'N', 'OW1', 'T', 'AH0', 'D']","['D', 'IH', 'N', 'OW', 'T', 'AH', 'D']"
21252,departs,1.48e-06,3.17,VERB,"['D', 'IH0', 'P', 'AA1', 'R', 'T', 'S']","['D', 'IH', 'P', 'AA', 'R', 'T', 'S']"
21253,deregulation,1.48e-06,3.17,NOUN,"['D', 'IY0', 'R', 'EH2', 'G', 'Y', 'AH0', 'L', 'EY1', 'SH', 'AH0', 'N']","['D', 'IY', 'R', 'EH', 'G', 'Y', 'AH', 'L', 'EY', 'SH', 'AH', 'N']"
21254,desolate,1.48e-06,3.17,ADJ,"['D', 'EH1', 'S', 'AH0', 'L', 'AH0', 'T']","['D', 'EH', 'S', 'AH', 'L', 'AH', 'T']"
21255,devour,1.48e-06,3.17,VERB,"['D', 'IH0', 'V', 'AW1', 'ER0']","['D', 'IH', 'V', 'AW', 'ER']"
21256,digger,1.48e-06,3.17,NOUN,"['D', 'IH1', 'G', 'ER0']","['D', 'IH', 'G', 'ER']"
21257,disarmament,1.48e-06,3.17,NOUN,"['D', 'IH0', 'S', 'AA1', 'R', 'M', 'AH0', 'M', 'AH0', 'N', 'T']","['D', 'IH', 'S', 'AA', 'R', 'M', 'AH', 'M', 'AH', 'N', 'T']"
21258,disgraced,1.48e-06,3.17,VERB,"['D', 'IH0', 'S', 'G', 'R', 'EY1', 'S', 'T']","['D', 'IH', 'S', 'G', 'R', 'EY', 'S', 'T']"
21259,dishonesty,1.48e-06,3.17,NOUN,"['D', 'IH0', 'S', 'AA1', 'N', 'AH0', 'S', 'T', 'IY0']","['D', 'IH', 'S', 'AA', 'N', 'AH', 'S', 'T', 'IY']"
21260,divergence,1.48e-06,3.17,NOUN,"['D', 'AY0', 'V', 'ER1', 'JH', 'AH0', 'N', 'S']","['D', 'AY', 'V', 'ER', 'JH', 'AH', 'N', 'S']"
21261,domesticated,1.48e-06,3.17,VERB,"['D', 'AH0', 'M', 'EH1', 'S', 'T', 'AH0', 'K', 'EY2', 'T', 'AH0', 'D']","['D', 'AH', 'M', 'EH', 'S', 'T', 'AH', 'K', 'EY', 'T', 'AH', 'D']"
21262,dorian,1.48e-06,3.17,PROPN,"['D', 'AO1', 'R', 'IY0', 'AH0', 'N']","['D', 'AO', 'R', 'IY', 'AH', 'N']"
21263,doubly,1.48e-06,3.17,ADV,"['D', 'AH1', 'B', 'L', 'IY0']","['D', 'AH', 'B', 'L', 'IY']"
21264,doughnut,1.48e-06,3.17,VERB,"['D', 'OW1', 'N', 'AH2', 'T']","['D', 'OW', 'N', 'AH', 'T']"
21265,douglass,1.48e-06,3.17,PROPN,"['D', 'AH1', 'G', 'L', 'AH0', 'S', 'IH0', 'Z']","['D', 'AH', 'G', 'L', 'AH', 'S', 'IH', 'Z']"
21266,dubois,1.48e-06,3.17,PROPN,"['D', 'UW0', 'B', 'OY1', 'S']","['D', 'UW', 'B', 'OY', 'S']"
21267,duluth,1.48e-06,3.17,PROPN,"['D', 'AH0', 'L', 'UW1', 'TH']","['D', 'AH', 'L', 'UW', 'TH']"
21268,dwarfs,1.48e-06,3.17,NOUN,"['D', 'W', 'AO1', 'R', 'F', 'S']","['D', 'W', 'AO', 'R', 'F', 'S']"
21269,eastenders,1.48e-06,3.17,NOUN,"['IY1', 'S', 'T', 'EH2', 'N', 'D', 'ER0', 'Z']","['IY', 'S', 'T', 'EH', 'N', 'D', 'ER', 'Z']"
21270,ek,1.48e-06,3.17,PROPN,"['EH1', 'K']","['EH', 'K']"
21271,elgin,1.48e-06,3.17,PROPN,"['EH1', 'L', 'JH', 'IH0', 'N']","['EH', 'L', 'JH', 'IH', 'N']"
21272,embody,1.48e-06,3.17,VERB,"['IH0', 'M', 'B', 'AA1', 'D', 'IY0']","['IH', 'M', 'B', 'AA', 'D', 'IY']"
21273,enrolling,1.48e-06,3.17,VERB,"['EH0', 'N', 'R', 'OW1', 'L', 'IH0', 'NG']","['EH', 'N', 'R', 'OW', 'L', 'IH', 'NG']"
21274,envision,1.48e-06,3.17,VERB,"['EH0', 'N', 'V', 'IH1', 'ZH', 'AH0', 'N']","['EH', 'N', 'V', 'IH', 'ZH', 'AH', 'N']"
21275,equivalence,1.48e-06,3.17,NOUN,"['IH0', 'K', 'W', 'IH1', 'V', 'AH0', 'L', 'AH0', 'N', 'S']","['IH', 'K', 'W', 'IH', 'V', 'AH', 'L', 'AH', 'N', 'S']"
21276,erika,1.48e-06,3.17,PROPN,"['EH1', 'R', 'IH0', 'K', 'AH0']","['EH', 'R', 'IH', 'K', 'AH']"
21277,ers,1.48e-06,3.17,NOUN,"['ER1', 'Z']","['ER', 'Z']"
21278,eruptions,1.48e-06,3.17,NOUN,"['IH0', 'R', 'AH1', 'P', 'SH', 'AH0', 'N', 'Z']","['IH', 'R', 'AH', 'P', 'SH', 'AH', 'N', 'Z']"
21279,esoteric,1.48e-06,3.17,ADJ,"['EH2', 'S', 'AH0', 'T', 'EH1', 'R', 'IH0', 'K']","['EH', 'S', 'AH', 'T', 'EH', 'R', 'IH', 'K']"
21280,euthanasia,1.48e-06,3.17,NOUN,"['Y', 'UW2', 'TH', 'AH0', 'N', 'EY1', 'ZH', 'AH0']","['Y', 'UW', 'TH', 'AH', 'N', 'EY', 'ZH', 'AH']"
21281,fabian,1.48e-06,3.17,PROPN,"['F', 'EY1', 'B', 'IY0', 'AH0', 'N']","['F', 'EY', 'B', 'IY', 'AH', 'N']"
21282,faye,1.48e-06,3.17,PROPN,"['F', 'EY1']","['F', 'EY']"
21283,felon,1.48e-06,3.17,NOUN,"['F', 'EH1', 'L', 'AH0', 'N']","['F', 'EH', 'L', 'AH', 'N']"
21284,flammable,1.48e-06,3.17,ADJ,"['F', 'L', 'AE1', 'M', 'AH0', 'B', 'AH0', 'L']","['F', 'L', 'AE', 'M', 'AH', 'B', 'AH', 'L']"
21285,flanagan,1.48e-06,3.17,PROPN,"['F', 'L', 'AE1', 'N', 'AH0', 'G', 'AH0', 'N']","['F', 'L', 'AE', 'N', 'AH', 'G', 'AH', 'N']"
21286,footnote,1.48e-06,3.17,NOUN,"['F', 'UH1', 'T', 'N', 'OW2', 'T']","['F', 'UH', 'T', 'N', 'OW', 'T']"
21287,fostered,1.48e-06,3.17,VERB,"['F', 'AA1', 'S', 'T', 'ER0', 'D']","['F', 'AA', 'S', 'T', 'ER', 'D']"
21288,furthest,1.48e-06,3.17,ADJ,"['F', 'ER1', 'TH', 'AH0', 'S', 'T']","['F', 'ER', 'TH', 'AH', 'S', 'T']"
21289,garnet,1.48e-06,3.17,NOUN,"['G', 'AA1', 'R', 'N', 'AH0', 'T']","['G', 'AA', 'R', 'N', 'AH', 'T']"
21290,glanced,1.48e-06,3.17,VERB,"['G', 'L', 'AE1', 'N', 'S', 'T']","['G', 'L', 'AE', 'N', 'S', 'T']"
21291,gorman,1.48e-06,3.17,PROPN,"['G', 'AO1', 'R', 'M', 'AH0', 'N']","['G', 'AO', 'R', 'M', 'AH', 'N']"
21292,grapefruit,1.48e-06,3.17,NOUN,"['G', 'R', 'EY1', 'P', 'F', 'R', 'UW2', 'T']","['G', 'R', 'EY', 'P', 'F', 'R', 'UW', 'T']"
21293,grate,1.48e-06,3.17,VERB,"['G', 'R', 'EY1', 'T']","['G', 'R', 'EY', 'T']"
21294,greyhound,1.48e-06,3.17,NOUN,"['G', 'R', 'EY1', 'HH', 'AW2', 'N', 'D']","['G', 'R', 'EY', 'HH', 'AW', 'N', 'D']"
21295,grossed,1.48e-06,3.17,VERB,"['G', 'R', 'OW1', 'S', 'T']","['G', 'R', 'OW', 'S', 'T']"
21296,guerrero,1.48e-06,3.17,PROPN,"['G', 'ER0', 'EH1', 'R', 'OW0']","['G', 'ER', 'EH', 'R', 'OW']"
21297,guido,1.48e-06,3.17,NOUN,"['G', 'W', 'IY1', 'D', 'OW0']","['G', 'W', 'IY', 'D', 'OW']"
21298,gyms,1.48e-06,3.17,NOUN,"['JH', 'IH1', 'M', 'Z']","['JH', 'IH', 'M', 'Z']"
21299,hahn,1.48e-06,3.17,PROPN,"['HH', 'AA1', 'N']","['HH', 'AA', 'N']"
21300,hairdresser,1.48e-06,3.17,NOUN,"['HH', 'EH1', 'R', 'D', 'R', 'EH2', 'S', 'ER0']","['HH', 'EH', 'R', 'D', 'R', 'EH', 'S', 'ER']"
21301,hardness,1.48e-06,3.17,VERB,"['HH', 'AA1', 'R', 'D', 'N', 'AH0', 'S']","['HH', 'AA', 'R', 'D', 'N', 'AH', 'S']"
21302,haryana,1.48e-06,3.17,PROPN,"['HH', 'EH0', 'R', 'Y', 'AA1', 'N', 'AH0']","['HH', 'EH', 'R', 'Y', 'AA', 'N', 'AH']"
21303,helpers,1.48e-06,3.17,NOUN,"['HH', 'EH1', 'L', 'P', 'ER0', 'Z']","['HH', 'EH', 'L', 'P', 'ER', 'Z']"
21304,hendricks,1.48e-06,3.17,PROPN,"['HH', 'EH1', 'N', 'D', 'R', 'IH0', 'K', 'S']","['HH', 'EH', 'N', 'D', 'R', 'IH', 'K', 'S']"
21305,hess,1.48e-06,3.17,NOUN,"['HH', 'EH1', 'S']","['HH', 'EH', 'S']"
21306,hilly,1.48e-06,3.17,ADV,"['HH', 'IH1', 'L', 'IY0']","['HH', 'IH', 'L', 'IY']"
21307,hogs,1.48e-06,3.17,NOUN,"['HH', 'AA1', 'G', 'Z']","['HH', 'AA', 'G', 'Z']"
21308,hone,1.48e-06,3.17,VERB,"['HH', 'OW1', 'N']","['HH', 'OW', 'N']"
21309,horne,1.48e-06,3.17,PROPN,"['HH', 'AO1', 'R', 'N']","['HH', 'AO', 'R', 'N']"
21310,howie,1.48e-06,3.17,PROPN,"['HH', 'AW1', 'IY0']","['HH', 'AW', 'IY']"
21311,humbly,1.48e-06,3.17,ADV,"['HH', 'AH1', 'M', 'B', 'L', 'IY0']","['HH', 'AH', 'M', 'B', 'L', 'IY']"
21312,huron,1.48e-06,3.17,PROPN,"['HH', 'Y', 'UW1', 'R', 'AA2', 'N']","['HH', 'Y', 'UW', 'R', 'AA', 'N']"
21313,hyatt,1.48e-06,3.17,PROPN,"['HH', 'AY1', 'AH0', 'T']","['HH', 'AY', 'AH', 'T']"
21314,inciting,1.48e-06,3.17,VERB,"['IH0', 'N', 'S', 'AY1', 'T', 'IH0', 'NG']","['IH', 'N', 'S', 'AY', 'T', 'IH', 'NG']"
21315,incomprehensible,1.48e-06,3.17,ADJ,"['IH0', 'NG', 'K', 'AA2', 'M', 'P', 'R', 'AH0', 'HH', 'EH1', 'N', 'S', 'IH0', 'B', 'AH0', 'L']","['IH', 'NG', 'K', 'AA', 'M', 'P', 'R', 'AH', 'HH', 'EH', 'N', 'S', 'IH', 'B', 'AH', 'L']"
21316,incumbents,1.48e-06,3.17,NOUN,"['IH0', 'N', 'K', 'AH1', 'M', 'B', 'AH0', 'N', 'T', 'S']","['IH', 'N', 'K', 'AH', 'M', 'B', 'AH', 'N', 'T', 'S']"
21317,inertia,1.48e-06,3.17,NOUN,"['IH0', 'N', 'ER1', 'SH', 'AH0']","['IH', 'N', 'ER', 'SH', 'AH']"
21318,infestation,1.48e-06,3.17,NOUN,"['IH0', 'N', 'F', 'EH1', 'S', 'T', 'EY1', 'SH', 'AH0', 'N']","['IH', 'N', 'F', 'EH', 'S', 'T', 'EY', 'SH', 'AH', 'N']"
21319,insurrection,1.48e-06,3.17,NOUN,"['IH2', 'N', 'S', 'ER0', 'EH1', 'K', 'SH', 'AH0', 'N']","['IH', 'N', 'S', 'ER', 'EH', 'K', 'SH', 'AH', 'N']"
21320,intolerable,1.48e-06,3.17,ADJ,"['IH0', 'N', 'T', 'AA1', 'L', 'ER0', 'AH0', 'B', 'AH0', 'L']","['IH', 'N', 'T', 'AA', 'L', 'ER', 'AH', 'B', 'AH', 'L']"
21321,isla,1.48e-06,3.17,PROPN,"['IY1', 'L', 'AH0']","['IY', 'L', 'AH']"
21322,jordanian,1.48e-06,3.17,ADJ,"['JH', 'AO2', 'R', 'D', 'EY1', 'N', 'IY0', 'AH0', 'N']","['JH', 'AO', 'R', 'D', 'EY', 'N', 'IY', 'AH', 'N']"
21323,juno,1.48e-06,3.17,PROPN,"['JH', 'UW1', 'N', 'OW0']","['JH', 'UW', 'N', 'OW']"
21324,kershaw,1.48e-06,3.17,PROPN,"['K', 'ER1', 'SH', 'AA2']","['K', 'ER', 'SH', 'AA']"
21325,koh,1.48e-06,3.17,NOUN,"['K', 'OW1']","['K', 'OW']"
21326,lamont,1.48e-06,3.17,PROPN,"['L', 'AH0', 'M', 'AA1', 'N', 'T']","['L', 'AH', 'M', 'AA', 'N', 'T']"
21327,larkin,1.48e-06,3.17,PROPN,"['L', 'AA1', 'R', 'K', 'IH0', 'N']","['L', 'AA', 'R', 'K', 'IH', 'N']"
21328,lauded,1.48e-06,3.17,VERB,"['L', 'AO1', 'D', 'IH0', 'D']","['L', 'AO', 'D', 'IH', 'D']"
21329,laziness,1.48e-06,3.17,NOUN,"['L', 'EY1', 'Z', 'IY0', 'N', 'AH0', 'S']","['L', 'EY', 'Z', 'IY', 'N', 'AH', 'S']"
21330,leech,1.48e-06,3.17,NOUN,"['L', 'IY1', 'CH']","['L', 'IY', 'CH']"
21331,lei,1.48e-06,3.17,X,"['L', 'EY1']","['L', 'EY']"
21332,madly,1.48e-06,3.17,ADV,"['M', 'AE1', 'D', 'L', 'IY0']","['M', 'AE', 'D', 'L', 'IY']"
21333,milano,1.48e-06,3.17,PROPN,"['M', 'IY0', 'L', 'AA1', 'N', 'OW0']","['M', 'IY', 'L', 'AA', 'N', 'OW']"
21334,miserably,1.48e-06,3.17,ADV,"['M', 'IH1', 'Z', 'ER0', 'AH0', 'B', 'L', 'IY0']","['M', 'IH', 'Z', 'ER', 'AH', 'B', 'L', 'IY']"
21335,moldova,1.48e-06,3.17,PROPN,"['M', 'OW2', 'L', 'D', 'OW1', 'V', 'AH0']","['M', 'OW', 'L', 'D', 'OW', 'V', 'AH']"
21336,mor,1.48e-06,3.17,VERB,"['M', 'AO1', 'R']","['M', 'AO', 'R']"
21337,motivates,1.48e-06,3.17,VERB,"['M', 'OW1', 'T', 'AH0', 'V', 'EY2', 'T', 'S']","['M', 'OW', 'T', 'AH', 'V', 'EY', 'T', 'S']"
21338,mustered,1.48e-06,3.17,VERB,"['M', 'AH1', 'S', 'T', 'ER0', 'D']","['M', 'AH', 'S', 'T', 'ER', 'D']"
21339,mutilation,1.48e-06,3.17,NOUN,"['M', 'Y', 'UW2', 'T', 'AH0', 'L', 'EY1', 'SH', 'AH0', 'N']","['M', 'Y', 'UW', 'T', 'AH', 'L', 'EY', 'SH', 'AH', 'N']"
21340,nemo,1.48e-06,3.17,PROPN,"['N', 'EH1', 'M', 'OW0']","['N', 'EH', 'M', 'OW']"
21341,nerdy,1.48e-06,3.17,ADJ,"['N', 'ER1', 'D', 'IY0']","['N', 'ER', 'D', 'IY']"
21342,nifty,1.48e-06,3.17,ADJ,"['N', 'IH1', 'F', 'T', 'IY0']","['N', 'IH', 'F', 'T', 'IY']"
