,Word,Phonemes,No Stress,Length
8702,incelos,"['IH0', 'N', 'S', 'EH1', 'L', 'OW0', 'S']","['IH', 'N', 'S', 'EH', 'L', 'OW', 'S']",7
8703,quesible,"['K', 'W', 'EH1', 'Z', 'AH0', 'B', 'AH0', 'L']","['K', 'W', 'EH', 'Z', 'AH', 'B', 'AH', 'L']",8
8705,occone,"['AH0', 'K', 'OW1', 'N']","['AH', 'K', 'OW', 'N']",4
8707,shoket,"['SH', 'OW1', 'K', 'AH0', 'T']","['SH', 'OW', 'K', 'AH', 'T']",5
8708,exceival,"['IH0', 'K', 'S', 'IY1', 'V', 'AH0', 'L']","['IH', 'K', 'S', 'IY', 'V', 'AH', 'L']",7
8709,anympull,"['IH0', 'N', 'IH1', 'M', 'P', 'AH0', 'L']","['IH', 'N', 'IH', 'M', 'P', 'AH', 'L']",7
8710,havices,"['HH', 'AE1', 'V', 'AH0', 'S', 'AH0', 'Z']","['HH', 'AE', 'V', 'AH', 'S', 'AH', 'Z']",7
8715,hopuble,"['HH', 'OW1', 'P', 'AH0', 'B', 'AH0', 'L']","['HH', 'OW', 'P', 'AH', 'B', 'AH', 'L']",7
8720,nattippin,"['N', 'AE1', 'T', 'IH0', 'P', 'IH0', 'N']","['N', 'AE', 'T', 'IH', 'P', 'IH', 'N']",7
8723,wookent,"['W', 'UH1', 'K', 'AH0', 'N', 'T']","['W', 'UH', 'K', 'AH', 'N', 'T']",6
8724,sugurals,"['S', 'UW1', 'G', 'ER0', 'AH0', 'L', 'Z']","['S', 'UW', 'G', 'ER', 'AH', 'L', 'Z']",7
8725,reitifer,"['R', 'AY1', 'T', 'AH0', 'F', 'ER0']","['R', 'AY', 'T', 'AH', 'F', 'ER']",6
8727,othembers,"['AH1', 'TH', 'AH0', 'M', 'ER0', 'Z']","['AH', 'TH', 'AH', 'M', 'ER', 'Z']",6
8732,comempt,"['K', 'AH0', 'M', 'EH1', 'P', 'T']","['K', 'AH', 'M', 'EH', 'P', 'T']",6
8735,mediver,"['M', 'EH1', 'D', 'AY0', 'V', 'ER0']","['M', 'EH', 'D', 'AY', 'V', 'ER']",6
8738,herounity,"['HH', 'ER0', 'UW1', 'N', 'AH0', 'T', 'IY0']","['HH', 'ER', 'UW', 'N', 'AH', 'T', 'IY']",7
8740,esperins,"['EH1', 'S', 'P', 'ER0', 'IH0', 'N', 'Z']","['EH', 'S', 'P', 'ER', 'IH', 'N', 'Z']",7
8742,perturen,"['P', 'ER1', 'CH', 'ER0', 'AH0', 'N']","['P', 'ER', 'CH', 'ER', 'AH', 'N']",6
8744,confriship,"['K', 'AH0', 'N', 'F', 'R', 'IH1', 'SH', 'IH0', 'NG']","['K', 'AH', 'N', 'F', 'R', 'IH', 'SH', 'IH', 'NG']",9
8748,pippern,"['P', 'IH1', 'P', 'ER0', 'N']","['P', 'IH', 'P', 'ER', 'N']",5
8751,atlard,"['AE1', 'T', 'L', 'ER0', 'D']","['AE', 'T', 'L', 'ER', 'D']",5
8754,peoppence,"['P', 'IY1', 'P', 'AH0', 'N', 'S']","['P', 'IY', 'P', 'AH', 'N', 'S']",6
8757,pundomence,"['P', 'AH1', 'N', 'D', 'AH0', 'M', 'AH0', 'N', 'S']","['P', 'AH', 'N', 'D', 'AH', 'M', 'AH', 'N', 'S']",9
8761,fucsons,"['F', 'AH1', 'K', 'S', 'AH0', 'N', 'Z']","['F', 'AH', 'K', 'S', 'AH', 'N', 'Z']",7
8762,limily,"['L', 'IH1', 'M', 'AH0', 'L', 'IY0']","['L', 'IH', 'M', 'AH', 'L', 'IY']",6
8763,winuor,"['W', 'IH1', 'N', 'Y', 'UW0', 'R']","['W', 'IH', 'N', 'Y', 'UW', 'R']",6
8766,coniew,"['K', 'AA1', 'N', 'IY0', 'W']","['K', 'AA', 'N', 'IY', 'W']",5
8769,galkins,"['G', 'AE1', 'L', 'K', 'IH0', 'N', 'Z']","['G', 'AE', 'L', 'K', 'IH', 'N', 'Z']",7
8771,cropen,"['K', 'R', 'OW1', 'P', 'AH0', 'N']","['K', 'R', 'OW', 'P', 'AH', 'N']",6
8772,dancessful,"['D', 'AE1', 'N', 'S', 'F', 'S', 'AH2', 'S']","['D', 'AE', 'N', 'S', 'F', 'S', 'AH', 'S']",8
8775,aslaters,"['AE1', 'S', 'L', 'AH0', 'T', 'ER0', 'Z']","['AE', 'S', 'L', 'AH', 'T', 'ER', 'Z']",7
8779,inview,"['IH1', 'N', 'V', 'IY0', 'W', 'EH1']","['IH', 'N', 'V', 'IY', 'W', 'EH']",6
8781,persual,"['P', 'ER1', 'S', 'W', 'AH0', 'L']","['P', 'ER', 'S', 'W', 'AH', 'L']",6
8782,wittlare,"['W', 'IH1', 'T', 'L', 'AA0', 'R']","['W', 'IH', 'T', 'L', 'AA', 'R']",6
8783,heleciship,"['HH', 'EH1', 'L', 'AH0', 'S', 'IH2', 'SH', 'IH0', 'P']","['HH', 'EH', 'L', 'AH', 'S', 'IH', 'SH', 'IH', 'P']",9
8784,idents,"['AY1', 'D', 'AH0', 'N', 'T', 'S']","['AY', 'D', 'AH', 'N', 'T', 'S']",6
8787,solicallity,"['S', 'AH0', 'L', 'IH1', 'K', 'AH0', 'L', 'EY0', 'T']","['S', 'AH', 'L', 'IH', 'K', 'AH', 'L', 'EY', 'T']",9
8789,occong,"['AA1', 'K', 'AO0', 'NG']","['AA', 'K', 'AO', 'NG']",4
8793,cancepre,"['K', 'AE1', 'N', 'S', 'P', 'EH2', 'R']","['K', 'AE', 'N', 'S', 'P', 'EH', 'R']",7
8794,bassant,"['B', 'AE1', 'S', 'AH0', 'N', 'T']","['B', 'AE', 'S', 'AH', 'N', 'T']",6
8797,systrol,"['S', 'IH1', 'S', 'T', 'R', 'AA0', 'L']","['S', 'IH', 'S', 'T', 'R', 'AA', 'L']",7
8799,discuen,"['D', 'IH1', 'S', 'K', 'Y', 'UW2', 'N']","['D', 'IH', 'S', 'K', 'Y', 'UW', 'N']",7
8806,deplac,"['D', 'IH0', 'P', 'L', 'AE1', 'K']","['D', 'IH', 'P', 'L', 'AE', 'K']",6
8809,commully,"['K', 'AH1', 'M', 'AH0', 'L', 'IY0']","['K', 'AH', 'M', 'AH', 'L', 'IY']",6
8812,reatem,"['R', 'IY1', 'AH0', 'T', 'AH0', 'M']","['R', 'IY', 'AH', 'T', 'AH', 'M']",6
8813,lealysins,"['L', 'IY1', 'L', 'IH0', 'S', 'AH0', 'N', 'Z']","['L', 'IY', 'L', 'IH', 'S', 'AH', 'N', 'Z']",8
8815,insterla,"['IH1', 'N', 'S', 'T', 'ER0', 'AH0', 'L']","['IH', 'N', 'S', 'T', 'ER', 'AH', 'L']",7
8817,courniency,"['K', 'ER1', 'N', 'IY0', 'N', 'AH0', 'S', 'IY0']","['K', 'ER', 'N', 'IY', 'N', 'AH', 'S', 'IY']",8
8820,frienson,"['F', 'R', 'IY1', 'N', 'S', 'AH0', 'N']","['F', 'R', 'IY', 'N', 'S', 'AH', 'N']",7
8821,admilary,"['AE1', 'D', 'M', 'AH0', 'L', 'EH2', 'R']","['AE', 'D', 'M', 'AH', 'L', 'EH', 'R']",7
8823,assuld,"['AH0', 'S', 'AH1', 'L', 'D']","['AH', 'S', 'AH', 'L', 'D']",5
8824,anictorn,"['AE1', 'N', 'IH0', 'K', 'T', 'ER0', 'N', 'T']","['AE', 'N', 'IH', 'K', 'T', 'ER', 'N', 'T']",8
8826,fornitte,"['F', 'ER0', 'N', 'IH1', 'T']","['F', 'ER', 'N', 'IH', 'T']",5
8831,sechine,"['S', 'EH1', 'K', 'IY0', 'N']","['S', 'EH', 'K', 'IY', 'N']",5
8832,feastry,"['F', 'IY1', 'S', 'T', 'R', 'IY0']","['F', 'IY', 'S', 'T', 'R', 'IY']",6
8833,almover,"['AE1', 'L', 'AH0', 'M', 'IH0', 'V']","['AE', 'L', 'AH', 'M', 'IH', 'V']",6
8834,petwerent,"['P', 'EH1', 'T', 'W', 'ER0', 'AH0', 'N', 'T']","['P', 'EH', 'T', 'W', 'ER', 'AH', 'N', 'T']",8
8836,sigusachy,"['S', 'AY1', 'G', 'AH0', 'S', 'W', 'EY2', 'K', 'IY0']","['S', 'AY', 'G', 'AH', 'S', 'W', 'EY', 'K', 'IY']",9
8838,sommotising,"['S', 'AH0', 'M', 'AA1', 'T', 'IH0', 'S', 'IH0', 'NG']","['S', 'AH', 'M', 'AA', 'T', 'IH', 'S', 'IH', 'NG']",9
8839,peritial,"['P', 'ER0', 'IH1', 'SH', 'AH0', 'L']","['P', 'ER', 'IH', 'SH', 'AH', 'L']",6
8841,occiton,"['AA1', 'K', 'IH0', 'T', 'AH0', 'N']","['AA', 'K', 'IH', 'T', 'AH', 'N']",6
8843,sconoved,"['S', 'K', 'AA1', 'N', 'AH0', 'V', 'IH0', 'D']","['S', 'K', 'AA', 'N', 'AH', 'V', 'IH', 'D']",8
8846,stevare,"['S', 'T', 'EY0', 'V', 'AA1', 'R', 'IY0']","['S', 'T', 'EY', 'V', 'AA', 'R', 'IY']",7
8847,orited,"['AO1', 'R', 'AH0', 'T', 'AH0', 'D']","['AO', 'R', 'AH', 'T', 'AH', 'D']",6
8848,wiletow,"['W', 'AY1', 'L', 'T', 'OW2']","['W', 'AY', 'L', 'T', 'OW']",5
8849,regmer,"['R', 'EH1', 'G', 'M', 'ER0']","['R', 'EH', 'G', 'M', 'ER']",5
8852,sublion,"['S', 'AH1', 'B', 'L', 'IY0', 'AH0', 'N']","['S', 'AH', 'B', 'L', 'IY', 'AH', 'N']",7
8856,schoonly,"['SH', 'UW1', 'N', 'L', 'IY0']","['SH', 'UW', 'N', 'L', 'IY']",5
8859,beavive,"['B', 'IY1', 'V', 'IH0', 'V']","['B', 'IY', 'V', 'IH', 'V']",5
8861,bruplemed,"['B', 'R', 'AH1', 'P', 'L', 'AH0', 'M', 'D']","['B', 'R', 'AH', 'P', 'L', 'AH', 'M', 'D']",8
8862,implarsion,"['IH0', 'M', 'P', 'L', 'AE1', 'R', 'SH', 'AH0', 'N']","['IH', 'M', 'P', 'L', 'AE', 'R', 'SH', 'AH', 'N']",9
8864,itsernals,"['IH1', 'T', 'S', 'ER0', 'N', 'AH0', 'L', 'Z']","['IH', 'T', 'S', 'ER', 'N', 'AH', 'L', 'Z']",8
8868,mystoon,"['M', 'IH0', 'S', 'T', 'UW1', 'N']","['M', 'IH', 'S', 'T', 'UW', 'N']",6
8869,servele,"['S', 'ER0', 'V', 'EH1', 'L']","['S', 'ER', 'V', 'EH', 'L']",5
8872,alrease,"['AA0', 'L', 'R', 'IY1', 'S', 'IY0']","['AA', 'L', 'R', 'IY', 'S', 'IY']",6
8873,betwed,"['B', 'EH1', 'T', 'W', 'EH2', 'D']","['B', 'EH', 'T', 'W', 'EH', 'D']",6
8875,anyonsided,"['EH1', 'N', 'IY0', 'AH0', 'N', 'S', 'AY2', 'D', 'Z']","['EH', 'N', 'IY', 'AH', 'N', 'S', 'AY', 'D', 'Z']",9
8886,fanday,"['F', 'AE1', 'N', 'D', 'EY2']","['F', 'AE', 'N', 'D', 'EY']",5
8888,contive,"['K', 'AH0', 'N', 'T', 'AY1', 'V']","['K', 'AH', 'N', 'T', 'AY', 'V']",6
8889,reporol,"['R', 'IY0', 'P', 'AO1', 'R', 'AH0', 'L']","['R', 'IY', 'P', 'AO', 'R', 'AH', 'L']",7
8890,chintly,"['CH', 'IH1', 'N', 'T', 'L', 'IY0']","['CH', 'IH', 'N', 'T', 'L', 'IY']",6
8891,solumeded,"['S', 'AH0', 'L', 'UW1', 'M', 'D', 'AH0', 'D']","['S', 'AH', 'L', 'UW', 'M', 'D', 'AH', 'D']",8
8894,fampance,"['F', 'AE1', 'M', 'P', 'AH0', 'N', 'S']","['F', 'AE', 'M', 'P', 'AH', 'N', 'S']",7
8896,poldit,"['P', 'OW1', 'L', 'D', 'IH0', 'T']","['P', 'OW', 'L', 'D', 'IH', 'T']",6
8898,funtructe,"['F', 'AH0', 'N', 'T', 'R', 'AH1', 'K', 'T', 'AH0']","['F', 'AH', 'N', 'T', 'R', 'AH', 'K', 'T', 'AH']",9
8899,retabity,"['R', 'EH1', 'T', 'AH0', 'B', 'AY0', 'T']","['R', 'EH', 'T', 'AH', 'B', 'AY', 'T']",7
8900,stropent,"['S', 'T', 'R', 'OW1', 'P', 'AH0', 'N', 'T']","['S', 'T', 'R', 'OW', 'P', 'AH', 'N', 'T']",8
8905,lescrity,"['L', 'EH1', 'S', 'K', 'R', 'IH0', 'T', 'IY0']","['L', 'EH', 'S', 'K', 'R', 'IH', 'T', 'IY']",8
8907,tignady,"['T', 'IH1', 'G', 'N', 'AH0', 'D', 'IY0']","['T', 'IH', 'G', 'N', 'AH', 'D', 'IY']",7
8908,pleected,"['P', 'L', 'IY1', 'K', 'T', 'AH0', 'D']","['P', 'L', 'IY', 'K', 'T', 'AH', 'D']",7
8909,anympled,"['AE1', 'N', 'IH0', 'M', 'P', 'AH0', 'L', 'D']","['AE', 'N', 'IH', 'M', 'P', 'AH', 'L', 'D']",8
8910,curprials,"['K', 'ER1', 'P', 'R', 'IY0', 'AH0', 'L', 'Z']","['K', 'ER', 'P', 'R', 'IY', 'AH', 'L', 'Z']",8
8914,amerres,"['AH0', 'M', 'EH1', 'R', 'EH0', 'S']","['AH', 'M', 'EH', 'R', 'EH', 'S']",6
8915,argante,"['AA0', 'R', 'G', 'AA1', 'N', 'T', 'IY0']","['AA', 'R', 'G', 'AA', 'N', 'T', 'IY']",7
8916,likeloping,"['L', 'AY1', 'K', 'L', 'AH0', 'P', 'IH0', 'NG']","['L', 'AY', 'K', 'L', 'AH', 'P', 'IH', 'NG']",8
8917,newpos,"['N', 'UW1', 'P', 'OW0', 'Z']","['N', 'UW', 'P', 'OW', 'Z']",5
8919,brientiting,"['B', 'R', 'IY1', 'T', 'N', 'IH0', 'T', 'IH0', 'NG']","['B', 'R', 'IY', 'T', 'N', 'IH', 'T', 'IH', 'NG']",9
8921,schoolvity,"['S', 'K', 'UW1', 'L', 'V', 'AH0', 'T', 'IY0']","['S', 'K', 'UW', 'L', 'V', 'AH', 'T', 'IY']",8
8922,williter,"['W', 'IH1', 'L', 'IH0', 'T', 'ER0']","['W', 'IH', 'L', 'IH', 'T', 'ER']",6
8924,embuirm,"['IH0', 'M', 'B', 'UH1', 'R', 'AH0', 'M']","['IH', 'M', 'B', 'UH', 'R', 'AH', 'M']",7
8925,anaponal,"['AE2', 'N', 'AH0', 'P', 'AA1', 'N', 'Y', 'AH0', 'L']","['AE', 'N', 'AH', 'P', 'AA', 'N', 'Y', 'AH', 'L']",9
8926,impeates,"['IH0', 'M', 'P', 'IY1', 'T', 'S']","['IH', 'M', 'P', 'IY', 'T', 'S']",6
8928,attabled,"['AH0', 'T', 'AE1', 'D', 'AH0', 'L']","['AH', 'T', 'AE', 'D', 'AH', 'L']",6
8933,hapacial,"['HH', 'AH0', 'P', 'AE1', 'SH', 'AH0', 'L']","['HH', 'AH', 'P', 'AE', 'SH', 'AH', 'L']",7
8934,costort,"['K', 'AO1', 'S', 'T', 'ER0', 'T']","['K', 'AO', 'S', 'T', 'ER', 'T']",6
8935,comember,"['K', 'AH1', 'M', 'B', 'EH2', 'R']","['K', 'AH', 'M', 'B', 'EH', 'R']",6
8939,burgetan,"['B', 'ER1', 'G', 'IH0', 'T', 'AH0', 'N']","['B', 'ER', 'G', 'IH', 'T', 'AH', 'N']",7
8943,enlical,"['EH0', 'N', 'L', 'IH1', 'K', 'AH0', 'L']","['EH', 'N', 'L', 'IH', 'K', 'AH', 'L']",7
8944,enteran,"['EH1', 'N', 'T', 'ER0', 'AH0', 'N']","['EH', 'N', 'T', 'ER', 'AH', 'N']",6
8945,shonslai,"['SH', 'AA1', 'N', 'S', 'L', 'IY0']","['SH', 'AA', 'N', 'S', 'L', 'IY']",6
8946,withusent,"['W', 'IH1', 'TH', 'AH0', 'S', 'T', 'AH0', 'N', 'T']","['W', 'IH', 'TH', 'AH', 'S', 'T', 'AH', 'N', 'T']",9
8949,throured,"['TH', 'R', 'UW1', 'ER0', 'D']","['TH', 'R', 'UW', 'ER', 'D']",5
8951,bizaks,"['B', 'AY1', 'Z', 'AH0', 'K', 'S']","['B', 'AY', 'Z', 'AH', 'K', 'S']",6
8953,awartessms,"['AH0', 'W', 'AO1', 'R', 'T', 'AH0', 'S', 'T', 'S']","['AH', 'W', 'AO', 'R', 'T', 'AH', 'S', 'T', 'S']",9
8954,decural,"['D', 'IH0', 'K', 'UH1', 'R', 'AH0', 'L']","['D', 'IH', 'K', 'UH', 'R', 'AH', 'L']",7
8956,protheread,"['P', 'R', 'AH0', 'TH', 'IY1', 'R', 'D']","['P', 'R', 'AH', 'TH', 'IY', 'R', 'D']",7
8959,attalt,"['AE1', 'T', 'AH0', 'T', 'AH0', 'L']","['AE', 'T', 'AH', 'T', 'AH', 'L']",6
8962,mormert,"['M', 'AO1', 'R', 'M', 'ER0', 'T']","['M', 'AO', 'R', 'M', 'ER', 'T']",6
8963,hignies,"['HH', 'IH1', 'G', 'N', 'IY0', 'Z']","['HH', 'IH', 'G', 'N', 'IY', 'Z']",6
8964,inthously,"['IH1', 'N', 'T', 'AH0', 'S', 'F', 'IY0', 'L']","['IH', 'N', 'T', 'AH', 'S', 'F', 'IY', 'L']",8
8969,chicied,"['CH', 'AY1', 'S', 'IY0', 'D']","['CH', 'AY', 'S', 'IY', 'D']",5
8970,happortion,"['HH', 'AH0', 'P', 'AO1', 'R', 'SH', 'AH0', 'N']","['HH', 'AH', 'P', 'AO', 'R', 'SH', 'AH', 'N']",8
8971,reveributer,"['R', 'IY0', 'V', 'ER1', 'AH0', 'B', 'ER0', 'T']","['R', 'IY', 'V', 'ER', 'AH', 'B', 'ER', 'T']",8
8972,vallinuout,"['V', 'AO1', 'L', 'AH0', 'N', 'UW0', 'TH']","['V', 'AO', 'L', 'AH', 'N', 'UW', 'TH']",7
8975,taltures,"['T', 'AO1', 'L', 'CH', 'ER0', 'Z']","['T', 'AO', 'L', 'CH', 'ER', 'Z']",6
8981,nignapy,"['N', 'IH1', 'G', 'N', 'AH0', 'P', 'IY0']","['N', 'IH', 'G', 'N', 'AH', 'P', 'IY']",7
8982,desily,"['D', 'EH1', 'S', 'AH0', 'L', 'IY0']","['D', 'EH', 'S', 'AH', 'L', 'IY']",6
8984,momares,"['M', 'OW0', 'M', 'AA1', 'R', 'EH0', 'S']","['M', 'OW', 'M', 'AA', 'R', 'EH', 'S']",7
8985,minuire,"['M', 'IH0', 'N', 'W', 'AY1', 'R']","['M', 'IH', 'N', 'W', 'AY', 'R']",6
8989,watteme,"['W', 'AA0', 'T', 'EH1', 'M']","['W', 'AA', 'T', 'EH', 'M']",5
8991,problial,"['P', 'R', 'AA1', 'B', 'L', 'IY0', 'AH0', 'L']","['P', 'R', 'AA', 'B', 'L', 'IY', 'AH', 'L']",8
8997,tecrends,"['T', 'EH1', 'K', 'R', 'AH0', 'N', 'D', 'Z']","['T', 'EH', 'K', 'R', 'AH', 'N', 'D', 'Z']",8
8998,oldels,"['OW1', 'L', 'D', 'AH0', 'L', 'Z']","['OW', 'L', 'D', 'AH', 'L', 'Z']",6
9002,cenism,"['S', 'IY1', 'N', 'IH0', 'Z', 'AH0', 'M']","['S', 'IY', 'N', 'IH', 'Z', 'AH', 'M']",7
9005,gersention,"['JH', 'ER1', 'S', 'IH0', 'N', 'SH', 'AH0', 'N']","['JH', 'ER', 'S', 'IH', 'N', 'SH', 'AH', 'N']",8
9006,curringe,"['K', 'ER1', 'IH0', 'NG', 'IH0', 'NG']","['K', 'ER', 'IH', 'NG', 'IH', 'NG']",6
9008,hugume,"['HH', 'Y', 'UW1', 'G', 'Y', 'UW2', 'M']","['HH', 'Y', 'UW', 'G', 'Y', 'UW', 'M']",7
9010,insweens,"['IH1', 'N', 'S', 'W', 'IY2', 'N', 'Z']","['IH', 'N', 'S', 'W', 'IY', 'N', 'Z']",7
9011,restaracy,"['R', 'EH2', 'S', 'T', 'AA1', 'R', 'AH0', 'S', 'IY0']","['R', 'EH', 'S', 'T', 'AA', 'R', 'AH', 'S', 'IY']",9
9013,mempaing,"['M', 'EH1', 'M', 'P', 'EY2', 'JH', 'IH0', 'NG']","['M', 'EH', 'M', 'P', 'EY', 'JH', 'IH', 'NG']",8
9015,dollited,"['D', 'AA1', 'L', 'AH0', 'T', 'AH0', 'D']","['D', 'AA', 'L', 'AH', 'T', 'AH', 'D']",7
9017,hussiant,"['HH', 'AH1', 'SH', 'IY0', 'AH0', 'N', 'T']","['HH', 'AH', 'SH', 'IY', 'AH', 'N', 'T']",7
9019,avider,"['AH0', 'V', 'AY1', 'D', 'ER0']","['AH', 'V', 'AY', 'D', 'ER']",5
9022,camilant,"['K', 'AE1', 'M', 'AH0', 'L', 'AH0', 'N', 'T']","['K', 'AE', 'M', 'AH', 'L', 'AH', 'N', 'T']",8
9031,legima,"['L', 'EH0', 'JH', 'IY1', 'M', 'AH0']","['L', 'EH', 'JH', 'IY', 'M', 'AH']",6
9034,releped,"['R', 'EH1', 'L', 'AH0', 'P', 'T']","['R', 'EH', 'L', 'AH', 'P', 'T']",6
9035,highles,"['HH', 'AY1', 'L', 'Z']","['HH', 'AY', 'L', 'Z']",4
9036,duriession,"['D', 'UH2', 'R', 'IY1', 'SH', 'AH0', 'N']","['D', 'UH', 'R', 'IY', 'SH', 'AH', 'N']",7
9037,taluated,"['T', 'AE1', 'L', 'Y', 'UW0', 'EY2', 'T', 'IH0', 'D']","['T', 'AE', 'L', 'Y', 'UW', 'EY', 'T', 'IH', 'D']",9
9038,tognary,"['T', 'AA1', 'G', 'N', 'ER0', 'IY0']","['T', 'AA', 'G', 'N', 'ER', 'IY']",6
9040,resears,"['R', 'IY0', 'S', 'IH1', 'R', 'Z']","['R', 'IY', 'S', 'IH', 'R', 'Z']",6
9042,readbed,"['R', 'EH1', 'D', 'AH0', 'B', 'D']","['R', 'EH', 'D', 'AH', 'B', 'D']",6
9045,secruage,"['S', 'EH1', 'K', 'R', 'AH0', 'JH', 'IH0', 'JH']","['S', 'EH', 'K', 'R', 'AH', 'JH', 'IH', 'JH']",8
9051,chrolving,"['K', 'R', 'OW1', 'V', 'AH0', 'L', 'IH0', 'NG']","['K', 'R', 'OW', 'V', 'AH', 'L', 'IH', 'NG']",8
9053,statforal,"['S', 'T', 'AE1', 'T', 'F', 'AO0', 'R', 'AH0', 'L']","['S', 'T', 'AE', 'T', 'F', 'AO', 'R', 'AH', 'L']",9
9054,deveracton,"['D', 'EH1', 'V', 'ER0', 'AH0', 'K', 'T', 'AH0', 'N']","['D', 'EH', 'V', 'ER', 'AH', 'K', 'T', 'AH', 'N']",9
9057,fembact,"['F', 'EH1', 'M', 'B', 'AE2', 'K', 'T']","['F', 'EH', 'M', 'B', 'AE', 'K', 'T']",7
9058,mextort,"['M', 'EH1', 'K', 'S', 'T', 'AO2', 'R', 'T']","['M', 'EH', 'K', 'S', 'T', 'AO', 'R', 'T']",8
9059,snatia,"['S', 'N', 'AA1', 'SH', 'AH0']","['S', 'N', 'AA', 'SH', 'AH']",5
9063,norael,"['N', 'AO0', 'R', 'EY1', 'L']","['N', 'AO', 'R', 'EY', 'L']",5
9065,eithing,"['AY1', 'DH', 'IH0', 'NG']","['AY', 'DH', 'IH', 'NG']",4
9067,waithes,"['W', 'EY1', 'DH', 'Z']","['W', 'EY', 'DH', 'Z']",4
9069,feacherator,"['F', 'IY1', 'K', 'ER0', 'EY2', 'T', 'ER0']","['F', 'IY', 'K', 'ER', 'EY', 'T', 'ER']",7
9072,mommitive,"['M', 'AA1', 'M', 'AH0', 'T', 'IH0', 'V']","['M', 'AA', 'M', 'AH', 'T', 'IH', 'V']",7
9073,equiron,"['IY1', 'K', 'W', 'ER0', 'AH0', 'N']","['IY', 'K', 'W', 'ER', 'AH', 'N']",6
9076,fucceive,"['F', 'UW0', 'S', 'K', 'EY1']","['F', 'UW', 'S', 'K', 'EY']",5
9078,wasiden,"['W', 'AA1', 'S', 'AH0', 'D', 'AH0', 'N']","['W', 'AA', 'S', 'AH', 'D', 'AH', 'N']",7
9084,psefulards,"['S', 'P', 'Y', 'UW1', 'F', 'L', 'ER0', 'D', 'Z']","['S', 'P', 'Y', 'UW', 'F', 'L', 'ER', 'D', 'Z']",9
9085,lonkened,"['L', 'AA1', 'NG', 'K', 'AH0', 'N', 'D']","['L', 'AA', 'NG', 'K', 'AH', 'N', 'D']",7
9088,propica,"['P', 'R', 'AA1', 'P', 'IH0', 'K', 'AH0']","['P', 'R', 'AA', 'P', 'IH', 'K', 'AH']",7
9090,attrow,"['AE1', 'T', 'R', 'OW0']","['AE', 'T', 'R', 'OW']",4
9092,anybols,"['EH1', 'N', 'IY0', 'B', 'AO2', 'L', 'Z']","['EH', 'N', 'IY', 'B', 'AO', 'L', 'Z']",7
9094,sominize,"['S', 'AA1', 'M', 'AH0', 'N', 'AY2', 'Z']","['S', 'AA', 'M', 'AH', 'N', 'AY', 'Z']",7
9097,edulow,"['EH1', 'JH', 'AH0', 'L', 'AW0']","['EH', 'JH', 'AH', 'L', 'AW']",5
9098,rociden,"['R', 'AA1', 'S', 'IH0', 'D', 'AH0', 'N']","['R', 'AA', 'S', 'IH', 'D', 'AH', 'N']",7
9102,weilical,"['W', 'AY1', 'L', 'IH0', 'K', 'AH0', 'L']","['W', 'AY', 'L', 'IH', 'K', 'AH', 'L']",7
9103,repertured,"['R', 'EH1', 'P', 'ER0', 'T', 'Y', 'ER0', 'D']","['R', 'EH', 'P', 'ER', 'T', 'Y', 'ER', 'D']",8
9107,tectia,"['T', 'EH1', 'K', 'T', 'IY0', 'AH0']","['T', 'EH', 'K', 'T', 'IY', 'AH']",6
9109,temough,"['T', 'EH1', 'M', 'AW0']","['T', 'EH', 'M', 'AW']",4
9111,reaumpt,"['R', 'OW1', 'M', 'AE0', 'T']","['R', 'OW', 'M', 'AE', 'T']",5
9112,stortuder,"['S', 'T', 'AO1', 'R', 'T', 'AH2', 'S', 'T', 'ER0']","['S', 'T', 'AO', 'R', 'T', 'AH', 'S', 'T', 'ER']",9
9120,literfult,"['L', 'AY1', 'T', 'ER0', 'F', 'L', 'AH0', 'T']","['L', 'AY', 'T', 'ER', 'F', 'L', 'AH', 'T']",8
9122,tonsingh,"['T', 'AH0', 'N', 'S', 'AY1', 'N']","['T', 'AH', 'N', 'S', 'AY', 'N']",6
9123,hiderner,"['HH', 'AY1', 'D', 'ER0', 'N', 'ER0']","['HH', 'AY', 'D', 'ER', 'N', 'ER']",6
9124,bossial,"['B', 'AA1', 'S', 'IY0', 'AH0', 'L']","['B', 'AA', 'S', 'IY', 'AH', 'L']",6
9128,doursesses,"['D', 'AO1', 'R', 'S', 'AH0', 'S', 'AH0', 'Z']","['D', 'AO', 'R', 'S', 'AH', 'S', 'AH', 'Z']",8
9131,annolts,"['AE1', 'N', 'AH0', 'L', 'T', 'S']","['AE', 'N', 'AH', 'L', 'T', 'S']",6
9136,pichno,"['P', 'IH1', 'K', 'N', 'OW0']","['P', 'IH', 'K', 'N', 'OW']",5
9141,fachaps,"['F', 'EY1', 'K', 'AE2', 'P', 'S']","['F', 'EY', 'K', 'AE', 'P', 'S']",6
9143,atticancy,"['AE1', 'T', 'AH0', 'K', 'AH0', 'N', 'S', 'IY0']","['AE', 'T', 'AH', 'K', 'AH', 'N', 'S', 'IY']",8
9145,othice,"['AA1', 'TH', 'IH0', 'S']","['AA', 'TH', 'IH', 'S']",4
9146,vireadent,"['V', 'AY1', 'R', 'AH0', 'D', 'AH0', 'N', 'T']","['V', 'AY', 'R', 'AH', 'D', 'AH', 'N', 'T']",8
9150,irreed,"['IH1', 'R', 'AH0', 'D']","['IH', 'R', 'AH', 'D']",4
