<<<<<<< Updated upstream:stimuli/handmade/real_equalized.csv
,Word,Condition,Lexicality,Size,Morphology,Frequency,Length,Zipf_Frequency,Phonemes,No_Stress,Part of Speech
2436,bilway,PSC,,short,complex,,5,,"['B', 'IH1', 'L', 'W', 'EY2']","['B', 'IH', 'L', 'W', 'EY']",
1467,invor,PSC,,short,complex,,5,,"['IH0', 'N', 'V', 'AO1', 'R']","['IH', 'N', 'V', 'AO', 'R']",
2634,teetin,PSC,,short,complex,,5,,"['T', 'IY1', 'T', 'IH0', 'N']","['T', 'IY', 'T', 'IH', 'N']",
2712,mushin,PSC,,short,complex,,5,,"['M', 'AH1', 'SH', 'IH0', 'N']","['M', 'AH', 'SH', 'IH', 'N']",
2036,govio,PSC,,short,complex,,5,,"['G', 'OW1', 'V', 'IY0', 'OW0']","['G', 'OW', 'V', 'IY', 'OW']",
2575,mintai,PSC,,short,complex,,5,,"['M', 'IH0', 'N', 'T', 'AY1']","['M', 'IH', 'N', 'T', 'AY']",
2050,opist,PSC,,short,complex,,5,,"['OW1', 'P', 'IH0', 'S', 'T']","['OW', 'P', 'IH', 'S', 'T']",
2453,eurown,PSC,,short,complex,,5,,"['Y', 'UW1', 'R', 'AW0', 'N']","['Y', 'UW', 'R', 'AW', 'N']",
2727,hamoss,PSC,,short,complex,,5,,"['HH', 'EY1', 'M', 'OW0', 'S']","['HH', 'EY', 'M', 'OW', 'S']",
2723,sachno,PSC,,short,complex,,5,,"['S', 'AE1', 'K', 'N', 'OW0']","['S', 'AE', 'K', 'N', 'OW']",
2848,bulfor,PSC,,short,complex,,5,,"['B', 'UH1', 'L', 'F', 'ER0']","['B', 'UH', 'L', 'F', 'ER']",
2013,ecorg,PSC,,short,complex,,5,,"['IY1', 'K', 'AO0', 'R', 'G']","['IY', 'K', 'AO', 'R', 'G']",
2352,assasy,PSC,,short,complex,,5,,"['AH0', 'S', 'AA1', 'S', 'IY0']","['AH', 'S', 'AA', 'S', 'IY']",
2638,nonver,PSC,,short,complex,,5,,"['N', 'AA1', 'N', 'V', 'ER0']","['N', 'AA', 'N', 'V', 'ER']",
2377,defork,PSC,,short,complex,,5,,"['D', 'EH1', 'F', 'ER0', 'K']","['D', 'EH', 'F', 'ER', 'K']",
5138,appedial,PLC,,long,complex,,7,,"['AH0', 'P', 'IY1', 'D', 'IY0', 'AH0', 'L']","['AH', 'P', 'IY', 'D', 'IY', 'AH', 'L']",
3994,editral,PLC,,long,complex,,7,,"['EH1', 'D', 'AH0', 'T', 'R', 'AH0', 'L']","['EH', 'D', 'AH', 'T', 'R', 'AH', 'L']",
10160,pretral,PLC,,long,complex,,7,,"['P', 'R', 'IY1', 'T', 'R', 'AH0', 'L']","['P', 'R', 'IY', 'T', 'R', 'AH', 'L']",
4189,inducty,PLC,,long,complex,,7,,"['IH0', 'N', 'D', 'AH1', 'K', 'T', 'IY0']","['IH', 'N', 'D', 'AH', 'K', 'T', 'IY']",
4168,decamber,PLC,,long,complex,,7,,"['D', 'IH0', 'K', 'AE1', 'M', 'B', 'ER0']","['D', 'IH', 'K', 'AE', 'M', 'B', 'ER']",
6659,hargings,PLC,,long,complex,,7,,"['HH', 'AA1', 'R', 'JH', 'IH0', 'NG', 'Z']","['HH', 'AA', 'R', 'JH', 'IH', 'NG', 'Z']",
6894,desocio,PLC,,long,complex,,7,,"['D', 'AH0', 'S', 'OW1', 'SH', 'IY0', 'OW0']","['D', 'AH', 'S', 'OW', 'SH', 'IY', 'OW']",
8220,attatings,PLC,,long,complex,,7,,"['AH0', 'T', 'AE1', 'T', 'IH0', 'NG', 'Z']","['AH', 'T', 'AE', 'T', 'IH', 'NG', 'Z']",
7197,belenter,PLC,,long,complex,,7,,"['B', 'EH1', 'L', 'AH0', 'N', 'T', 'ER0']","['B', 'EH', 'L', 'AH', 'N', 'T', 'ER']",
6477,himilays,PLC,,long,complex,,7,,"['HH', 'IH1', 'M', 'AH0', 'L', 'EY2', 'S']","['HH', 'IH', 'M', 'AH', 'L', 'EY', 'S']",
9295,opartion,PLC,,long,complex,,7,,"['AH0', 'P', 'AA1', 'R', 'SH', 'AH0', 'N']","['AH', 'P', 'AA', 'R', 'SH', 'AH', 'N']",
8403,cervided,PLC,,long,complex,,7,,"['S', 'ER1', 'V', 'AY1', 'D', 'AH0', 'D']","['S', 'ER', 'V', 'AY', 'D', 'AH', 'D']",
7533,buitines,PLC,,long,complex,,7,,"['B', 'Y', 'UW1', 'T', 'IY2', 'N', 'Z']","['B', 'Y', 'UW', 'T', 'IY', 'N', 'Z']",
3910,tweecty,PLC,,long,complex,,7,,"['T', 'W', 'EH1', 'T', 'S', 'K', 'IY0']","['T', 'W', 'EH', 'T', 'S', 'K', 'IY']",
5898,pubsides,PLC,,long,complex,,7,,"['P', 'AH1', 'B', 'S', 'AY2', 'D', 'Z']","['P', 'AH', 'B', 'S', 'AY', 'D', 'Z']",
4608,festomine,PLC,,long,complex,,7,,"['F', 'EH0', 'S', 'AH0', 'M', 'AY1', 'N']","['F', 'EH', 'S', 'AH', 'M', 'AY', 'N']",
4761,concathy,PLC,,long,complex,,7,,"['K', 'AH0', 'N', 'K', 'AA1', 'TH', 'IY0']","['K', 'AH', 'N', 'K', 'AA', 'TH', 'IY']",
7717,unledging,PLC,,long,complex,,7,,"['AH0', 'N', 'L', 'EH1', 'JH', 'IH0', 'NG']","['AH', 'N', 'L', 'EH', 'JH', 'IH', 'NG']",
3711,brovelf,PLC,,long,complex,,7,,"['B', 'R', 'OW1', 'V', 'EH0', 'L', 'F']","['B', 'R', 'OW', 'V', 'EH', 'L', 'F']",
9542,canuted,PLC,,long,complex,,7,,"['K', 'AH0', 'N', 'UW1', 'T', 'AH0', 'D']","['K', 'AH', 'N', 'UW', 'T', 'AH', 'D']",
5501,uneasic,PLC,,long,complex,,7,,"['Y', 'UW2', 'N', 'IY1', 'Z', 'IH0', 'K']","['Y', 'UW', 'N', 'IY', 'Z', 'IH', 'K']",
9219,pervicious,PLC,,long,complex,,7,,"['P', 'ER0', 'V', 'IH1', 'SH', 'AH0', 'S']","['P', 'ER', 'V', 'IH', 'SH', 'AH', 'S']",
9257,univel,PLC,,long,complex,,7,,"['Y', 'UW1', 'N', 'AH0', 'V', 'AH0', 'L']","['Y', 'UW', 'N', 'AH', 'V', 'AH', 'L']",
10201,momocal,PLC,,long,complex,,7,,"['M', 'AA1', 'M', 'AH0', 'K', 'AH0', 'L']","['M', 'AA', 'M', 'AH', 'K', 'AH', 'L']",
5921,beanspore,PLC,,long,complex,,7,,"['B', 'IY1', 'N', 'S', 'P', 'AO2', 'R']","['B', 'IY', 'N', 'S', 'P', 'AO', 'R']",
3498,actitome,PLC,,long,complex,,7,,"['AE1', 'K', 'T', 'IH0', 'T', 'OW0', 'M']","['AE', 'K', 'T', 'IH', 'T', 'OW', 'M']",
9092,anybols,PLC,,long,complex,,7,,"['EH1', 'N', 'IY0', 'B', 'AO2', 'L', 'Z']","['EH', 'N', 'IY', 'B', 'AO', 'L', 'Z']",
8710,havices,PLC,,long,complex,,7,,"['HH', 'AE1', 'V', 'AY0', 'S', 'AH0', 'Z']","['HH', 'AE', 'V', 'AY', 'S', 'AH', 'Z']",
9671,inhering,PLC,,long,complex,,7,,"['IH0', 'N', 'HH', 'EH1', 'R', 'IH0', 'NG']","['IH', 'N', 'HH', 'EH', 'R', 'IH', 'NG']",
7263,publity,PLC,,long,complex,,7,,"['P', 'AH1', 'B', 'L', 'IH0', 'T', 'IY0']","['P', 'AH', 'B', 'L', 'IH', 'T', 'IY']",
5212,recauses,PLC,,long,complex,,7,,"['R', 'IH0', 'K', 'AO1', 'Z', 'IH0', 'Z']","['R', 'IH', 'K', 'AO', 'Z', 'IH', 'Z']",
6289,intipal,PLC,,long,complex,,7,,"['IH1', 'N', 'T', 'IH0', 'P', 'AH0', 'L']","['IH', 'N', 'T', 'IH', 'P', 'AH', 'L']",
7316,foluted,PLC,,long,complex,,7,,"['F', 'AH0', 'L', 'UW1', 'T', 'IH0', 'D']","['F', 'AH', 'L', 'UW', 'T', 'IH', 'D']",
22,sumtible,PLC,pseudo,long,complex,,8,,"['S', 'AH1', 'M', 'T', 'AH0', 'B', 'AH0', 'L']","['S', 'AH', 'M', 'T', 'AH', 'B', 'AH', 'L']",
35,womangle,PLC,pseudo,long,complex,,8,,"['W', 'UH1', 'M', 'AH0', 'N', 'G', 'AH0', 'L']","['W', 'UH', 'M', 'AH', 'N', 'G', 'AH', 'L']",
85,steriline,PLC,pseudo,long,complex,,8,,"['S', 'T', 'EH1', 'R', 'AH0', 'L', 'IY2', 'N']","['S', 'T', 'EH', 'R', 'AH', 'L', 'IY', 'N']",
48,distfully,PLC,pseudo,long,complex,,8,,"['D', 'IH1', 'S', 'T', 'F', 'AH0', 'L', 'IY0']","['D', 'IH', 'S', 'T', 'F', 'AH', 'L', 'IY']",
21,strimply,PLC,pseudo,long,complex,,8,,"['S', 'T', 'R', 'IH1', 'M', 'P', 'L', 'IY0']","['S', 'T', 'R', 'IH', 'M', 'P', 'L', 'IY']",
81,remistate,PLC,pseudo,long,complex,,8,,"['R', 'EH1', 'M', 'AH0', 'S', 'T', 'EY2', 'T']","['R', 'EH', 'M', 'AH', 'S', 'T', 'EY', 'T']",
18,sprindly,PLC,pseudo,long,complex,,8,,"['S', 'P', 'R', 'IH1', 'N', 'D', 'L', 'IY0']","['S', 'P', 'R', 'IH', 'N', 'D', 'L', 'IY']",
25,truzable,PLC,pseudo,long,complex,,8,,"['T', 'R', 'UW1', 'Z', 'AH0', 'B', 'AH0', 'L']","['T', 'R', 'UW', 'Z', 'AH', 'B', 'AH', 'L']",
62,gormalone,PLC,pseudo,long,complex,,8,,"['G', 'AO1', 'R', 'M', 'AH0', 'L', 'OW2', 'N']","['G', 'AO', 'R', 'M', 'AH', 'L', 'OW', 'N']",
101,unmistade,PLC,pseudo,long,complex,,8,,"['AH1', 'N', 'M', 'IH0', 'S', 'T', 'AE2', 'D']","['AH', 'N', 'M', 'IH', 'S', 'T', 'AE', 'D']",
86,sterreact,PLC,pseudo,long,complex,,8,,"['S', 'T', 'EH1', 'R', 'IY0', 'AE2', 'K', 'T']","['S', 'T', 'EH', 'R', 'IY', 'AE', 'K', 'T']",
49,formaline,PLC,pseudo,long,complex,,8,,"['F', 'AO1', 'R', 'M', 'AH0', 'L', 'IY2', 'N']","['F', 'AO', 'R', 'M', 'AH', 'L', 'IY', 'N']",
70,redefully,PLC,pseudo,long,complex,,8,,"['R', 'EH1', 'D', 'AH0', 'F', 'AH0', 'L', 'IY0']","['R', 'EH', 'D', 'AH', 'F', 'AH', 'L', 'IY']",
27,unifort,PLC,pseudo,long,complex,,8,,"['Y', 'UW1', 'N', 'IH0', 'F', 'AO2', 'R', 'T']","['Y', 'UW', 'N', 'IH', 'F', 'AO', 'R', 'T']",
8,dishaven,PLC,pseudo,long,complex,,8,,"['D', 'IH0', 'S', 'HH', 'EY1', 'V', 'AH0', 'N']","['D', 'IH', 'S', 'HH', 'EY', 'V', 'AH', 'N']",
78,reinstake,PLC,pseudo,long,complex,,8,,"['R', 'IY2', 'IH0', 'N', 'S', 'T', 'EY1', 'K']","['R', 'IY', 'IH', 'N', 'S', 'T', 'EY', 'K']",
74,reperpast,PLC,pseudo,long,complex,,8,,"['R', 'EH1', 'P', 'ER0', 'P', 'AH0', 'S', 'T']","['R', 'EH', 'P', 'ER', 'P', 'AH', 'S', 'T']",
66,pitlessly,PLC,pseudo,long,complex,,8,,"['P', 'IH1', 'T', 'L', 'AH0', 'S', 'L', 'IY0']","['P', 'IH', 'T', 'L', 'AH', 'S', 'L', 'IY']",
20,staricture,PLC,pseudo,long,complex,,8,,"['S', 'T', 'AA1', 'R', 'IH0', 'K', 'CH', 'ER0']","['S', 'T', 'AA', 'R', 'IH', 'K', 'CH', 'ER']",
92,undeflate,PLC,pseudo,long,complex,,8,,"['AH1', 'N', 'D', 'AH0', 'F', 'L', 'EY2', 'T']","['AH', 'N', 'D', 'AH', 'F', 'L', 'EY', 'T']",
19,skringel,PLC,pseudo,long,complex,,8,,"['S', 'K', 'R', 'IH1', 'N', 'G', 'AH0', 'L']","['S', 'K', 'R', 'IH', 'N', 'G', 'AH', 'L']",
44,discreeler,PLC,pseudo,long,complex,,8,,"['D', 'IH0', 'S', 'K', 'R', 'IY1', 'L', 'ER0']","['D', 'IH', 'S', 'K', 'R', 'IY', 'L', 'ER']",
116,witifully,PLC,pseudo,long,complex,,8,,"['W', 'IH1', 'T', 'IH0', 'F', 'AH0', 'L', 'IY0']","['W', 'IH', 'T', 'IH', 'F', 'AH', 'L', 'IY']",
57,miscreeckt,PLC,pseudo,long,complex,,8,,"['M', 'IH0', 'S', 'K', 'R', 'IY1', 'K', 'T']","['M', 'IH', 'S', 'K', 'R', 'IY', 'K', 'T']",
63,overility,PLC,pseudo,long,complex,,8,,"['OW2', 'V', 'ER0', 'IH0', 'L', 'IH1', 'T', 'IY0']","['OW', 'V', 'ER', 'IH', 'L', 'IH', 'T', 'IY']",
33,bewistic,PLC,pseudo,long,complex,,8,,"['B', 'IY0', 'W', 'IH1', 'S', 'T', 'IH0', 'K']","['B', 'IY', 'W', 'IH', 'S', 'T', 'IH', 'K']",
47,disreturb,PLC,pseudo,long,complex,,8,,"['D', 'IH0', 'S', 'R', 'IH0', 'T', 'ER1', 'B']","['D', 'IH', 'S', 'R', 'IH', 'T', 'ER', 'B']",
16,sprictal,PLC,pseudo,long,complex,,8,,"['S', 'P', 'R', 'IH1', 'K', 'T', 'AA2', 'L']","['S', 'P', 'R', 'IH', 'K', 'T', 'AA', 'L']",
72,rederlity,PLC,pseudo,long,complex,,8,,"['R', 'EH1', 'D', 'ER0', 'L', 'AH0', 'T', 'IY0']","['R', 'EH', 'D', 'ER', 'L', 'AH', 'T', 'IY']",
94,underlity,PLC,pseudo,long,complex,,8,,"['AH0', 'N', 'D', 'ER1', 'L', 'AE0', 'T', 'IY0']","['AH', 'N', 'D', 'ER', 'L', 'AE', 'T', 'IY']",
61,mistfully,PLC,pseudo,long,complex,,8,,"['M', 'IH1', 'S', 'T', 'F', 'AH0', 'L', 'IY0']","['M', 'IH', 'S', 'T', 'F', 'AH', 'L', 'IY']",
56,infersold,PLC,pseudo,long,complex,,8,,"['IH0', 'N', 'F', 'ER1', 'S', 'AH0', 'L', 'D']","['IH', 'N', 'F', 'ER', 'S', 'AH', 'L', 'D']",
40,dydenist,PLC,pseudo,long,complex,,8,,"['D', 'AY1', 'D', 'AH0', 'N', 'IH0', 'S', 'T']","['D', 'AY', 'D', 'AH', 'N', 'IH', 'S', 'T']",
9,dishonal,PLC,pseudo,long,complex,,8,,"['D', 'IH1', 'S', 'HH', 'AH0', 'N', 'AH0', 'L']","['D', 'IH', 'S', 'HH', 'AH', 'N', 'AH', 'L']",
6930,pacrineous,PLC,,long,complex,,9,,"['P', 'AE1', 'K', 'R', 'IH0', 'N', 'IY0', 'AH0', 'S']","['P', 'AE', 'K', 'R', 'IH', 'N', 'IY', 'AH', 'S']",
59,misembody,PLC,pseudo,long,complex,,9,,"['M', 'IH0', 'S', 'AH0', 'M', 'B', 'EY1', 'D', 'IY0']","['M', 'IH', 'S', 'AH', 'M', 'B', 'EY', 'D', 'IY']",
6602,vesernated,PLC,,long,complex,,9,,"['V', 'EH1', 'S', 'ER0', 'N', 'EY2', 'T', 'IH0', 'D']","['V', 'EH', 'S', 'ER', 'N', 'EY', 'T', 'IH', 'D']",
43,deoutsell,PLC,pseudo,long,complex,,9,,"['D', 'EH1', 'T', 'W', 'AH0', 'S', 'T', 'AH0', 'L']","['D', 'EH', 'T', 'W', 'AH', 'S', 'T', 'AH', 'L']",
6598,apremittal,PLC,,long,complex,,9,,"['AH0', 'P', 'R', 'EH0', 'M', 'IH1', 'T', 'AA0', 'L']","['AH', 'P', 'R', 'EH', 'M', 'IH', 'T', 'AA', 'L']",
89,tattooism,PLC,pseudo,long,complex,,9,,"['T', 'AE1', 'T', 'AH0', 'W', 'IH2', 'Z', 'AH0', 'M']","['T', 'AE', 'T', 'AH', 'W', 'IH', 'Z', 'AH', 'M']",
6696,didamplate,PLC,,long,complex,,9,,"['D', 'IH1', 'D', 'AH0', 'M', 'P', 'L', 'EY2', 'T']","['D', 'IH', 'D', 'AH', 'M', 'P', 'L', 'EY', 'T']",
5194,traplable,PLC,,long,complex,,9,,"['T', 'R', 'AE1', 'P', 'L', 'AH0', 'B', 'AH0', 'L']","['T', 'R', 'AE', 'P', 'L', 'AH', 'B', 'AH', 'L']",
93,undefully,PLC,pseudo,long,complex,,9,,"['AH2', 'N', 'D', 'AH0', 'F', 'Y', 'AH0', 'L', 'IY0']","['AH', 'N', 'D', 'AH', 'F', 'Y', 'AH', 'L', 'IY']",
6539,margestion,PLC,,long,complex,,9,,"['M', 'AA0', 'R', 'JH', 'EH1', 'S', 'CH', 'AH0', 'N']","['M', 'AA', 'R', 'JH', 'EH', 'S', 'CH', 'AH', 'N']",
28,unkintep,PLC,pseudo,long,complex,,9,,"['AH0', 'N', 'K', 'IH1', 'N', 'T', 'P', 'IH0', 'NG']","['AH', 'N', 'K', 'IH', 'N', 'T', 'P', 'IH', 'NG']",
6560,nonguardout,PLC,,long,complex,,9,,"['N', 'AO1', 'N', 'G', 'AA2', 'R', 'D', 'AW0', 'T']","['N', 'AO', 'N', 'G', 'AA', 'R', 'D', 'AW', 'T']",
7214,ownestrand,PLC,,long,complex,,9,,"['OW1', 'N', 'AH0', 'S', 'T', 'R', 'AE2', 'N', 'D']","['OW', 'N', 'AH', 'S', 'T', 'R', 'AE', 'N', 'D']",
6559,wakersatin,PLC,,long,complex,,9,,"['W', 'EY1', 'K', 'ER0', 'S', 'AE2', 'T', 'IH0', 'N']","['W', 'EY', 'K', 'ER', 'S', 'AE', 'T', 'IH', 'N']",
6516,countriand,PLC,,long,complex,,9,,"['K', 'AA1', 'N', 'T', 'R', 'IY0', 'AH0', 'N', 'D']","['K', 'AA', 'N', 'T', 'R', 'IY', 'AH', 'N', 'D']",
6720,wontifics,PLC,,long,complex,,9,,"['W', 'AH0', 'N', 'T', 'IH1', 'F', 'IH0', 'K', 'S']","['W', 'AH', 'N', 'T', 'IH', 'F', 'IH', 'K', 'S']",
6601,havivited,PLC,,long,complex,,9,,"['HH', 'AE1', 'V', 'AH0', 'V', 'EY2', 'T', 'IH0', 'D']","['HH', 'AE', 'V', 'AH', 'V', 'EY', 'T', 'IH', 'D']",
4949,puzuking,PLC,,long,complex,,9,,"['P', 'Y', 'UW1', 'Z', 'K', 'IH0', 'V', 'IH0', 'NG']","['P', 'Y', 'UW', 'Z', 'K', 'IH', 'V', 'IH', 'NG']",
5425,exclural,PLC,,long,complex,,9,,"['EH1', 'K', 'S', 'K', 'L', 'UH1', 'R', 'AA0', 'L']","['EH', 'K', 'S', 'K', 'L', 'UH', 'R', 'AA', 'L']",
6576,tradinties,PLC,,long,complex,,9,,"['T', 'R', 'AE1', 'D', 'AH0', 'N', 'T', 'IY0', 'Z']","['T', 'R', 'AE', 'D', 'AH', 'N', 'T', 'IY', 'Z']",
99,uniforist,PLC,pseudo,long,complex,,9,,"['Y', 'UW1', 'N', 'AH0', 'F', 'AO2', 'R', 'S', 'T']","['Y', 'UW', 'N', 'AH', 'F', 'AO', 'R', 'S', 'T']",
90,tensenest,PLC,pseudo,long,complex,,9,,"['T', 'EH1', 'N', 'S', 'AH0', 'N', 'AH0', 'S', 'T']","['T', 'EH', 'N', 'S', 'AH', 'N', 'AH', 'S', 'T']",
7493,botinsled,PLC,,long,complex,,9,,"['B', 'OW1', 'T', 'IH0', 'N', 'S', 'L', 'EH2', 'D']","['B', 'OW', 'T', 'IH', 'N', 'S', 'L', 'EH', 'D']",
39,deodeness,PLC,pseudo,long,complex,,9,,"['D', 'IY1', 'D', 'AH0', 'N', 'IH2', 'S', 'AH0', 'Z']","['D', 'IY', 'D', 'AH', 'N', 'IH', 'S', 'AH', 'Z']",
5995,artimation,PLC,,long,complex,,9,,"['AA0', 'R', 'T', 'IH0', 'M', 'EY1', 'SH', 'AH0', 'N']","['AA', 'R', 'T', 'IH', 'M', 'EY', 'SH', 'AH', 'N']",
5315,killogism,PLC,,long,complex,,9,,"['K', 'IH1', 'L', 'OW0', 'G', 'IH2', 'Z', 'AH0', 'M']","['K', 'IH', 'L', 'OW', 'G', 'IH', 'Z', 'AH', 'M']",
7068,explific,PLC,,long,complex,,9,,"['EH0', 'K', 'S', 'P', 'L', 'IH1', 'F', 'IH0', 'K']","['EH', 'K', 'S', 'P', 'L', 'IH', 'F', 'IH', 'K']",
5403,advelatine,PLC,,long,complex,,9,,"['AE0', 'D', 'V', 'EH1', 'L', 'AH0', 'T', 'IY0', 'N']","['AE', 'D', 'V', 'EH', 'L', 'AH', 'T', 'IY', 'N']",
6273,invoribute,PLC,,long,complex,,9,,"['IH0', 'N', 'V', 'AO1', 'R', 'AH0', 'B', 'AH0', 'T']","['IH', 'N', 'V', 'AO', 'R', 'AH', 'B', 'AH', 'T']",
6635,polidologue,PLC,,long,complex,,9,,"['P', 'AA2', 'L', 'IY0', 'D', 'AA1', 'L', 'AA0', 'G']","['P', 'AA', 'L', 'IY', 'D', 'AA', 'L', 'AA', 'G']",
113,wisembark,PLC,pseudo,long,complex,,9,,"['W', 'IH1', 'Z', 'AH0', 'M', 'B', 'AA2', 'R', 'K']","['W', 'IH', 'Z', 'AH', 'M', 'B', 'AA', 'R', 'K']",
69,procredit,PLC,pseudo,long,complex,,9,,"['P', 'R', 'OW0', 'K', 'R', 'EH1', 'D', 'AH0', 'T']","['P', 'R', 'OW', 'K', 'R', 'EH', 'D', 'AH', 'T']",
83,reodenest,PLC,pseudo,long,complex,,9,,"['R', 'IY2', 'OW0', 'D', 'EH1', 'N', 'AH0', 'S', 'T']","['R', 'IY', 'OW', 'D', 'EH', 'N', 'AH', 'S', 'T']",
885,jerf,PSS,,short,simple,,3,,"['JH', 'ER1', 'F']","['JH', 'ER', 'F']",
1135,thet,PSS,,short,simple,,3,,"['TH', 'EH1', 'T']","['TH', 'EH', 'T']",
167,fut,PSS,,short,simple,,3,,"['F', 'AH1', 'T']","['F', 'AH', 'T']",
259,fug,PSS,,short,simple,,3,,"['F', 'AH1', 'G']","['F', 'AH', 'G']",
3829,cherve,PSS,,short,simple,,3,,"['CH', 'ER1', 'V']","['CH', 'ER', 'V']",
4787,choune,PSS,,short,simple,,3,,"['CH', 'UW1', 'N']","['CH', 'UW', 'N']",
828,pash,PSS,,short,simple,,3,,"['P', 'AE1', 'SH']","['P', 'AE', 'SH']",
444,zom,PSS,,short,simple,,3,,"['Z', 'AA1', 'M']","['Z', 'AA', 'M']",
5528,thowl,PSS,,short,simple,,3,,"['TH', 'OW1', 'L']","['TH', 'OW', 'L']",
327,asy,PSS,,short,simple,,3,,"['EY1', 'S', 'IY0']","['EY', 'S', 'IY']",
249,fed,PSS,,short,simple,,3,,"['F', 'EH1', 'D']","['F', 'EH', 'D']",
3016,terth,PSS,,short,simple,,3,,"['T', 'ER1', 'DH']","['T', 'ER', 'DH']",
175,mus,PSS,,short,simple,,3,,"['M', 'AH1', 'S']","['M', 'AH', 'S']",
520,puz,PSS,,short,simple,,3,,"['P', 'UH1', 'Z']","['P', 'UH', 'Z']",
527,dop,PSS,,short,simple,,3,,"['D', 'AA1', 'P']","['D', 'AA', 'P']",
493,dav,PSS,,short,simple,,3,,"['D', 'AA1', 'V']","['D', 'AA', 'V']",
488,mun,PSS,,short,simple,,3,,"['M', 'AH1', 'N']","['M', 'AH', 'N']",
388,vig,PSS,,short,simple,,3,,"['V', 'IH1', 'G']","['V', 'IH', 'G']",
1392,gerf,PSS,,short,simple,,3,,"['G', 'ER1', 'F']","['G', 'ER', 'F']",
1139,pook,PSS,,short,simple,,3,,"['P', 'UH1', 'K']","['P', 'UH', 'K']",
154,mim,PSS,,short,simple,,3,,"['M', 'IH1', 'M']","['M', 'IH', 'M']",
2038,yug,PSS,,short,simple,,3,,"['Y', 'AH1', 'G']","['Y', 'AH', 'G']",
522,vid,PSS,,short,simple,,3,,"['V', 'IH1', 'D']","['V', 'IH', 'D']",
377,vin,PSS,,short,simple,,3,,"['V', 'IH1', 'N']","['V', 'IH', 'N']",
407,frew,PSS,,short,simple,,3,,"['F', 'R', 'UW1']","['F', 'R', 'UW']",
128,tog,PSS,,short,simple,,3,,"['T', 'AO1', 'G']","['T', 'AO', 'G']",
8466,thurse,PSS,,short,simple,,3,,"['TH', 'ER1', 'S']","['TH', 'ER', 'S']",
1149,poin,PSS,,short,simple,,3,,"['P', 'OY1', 'N']","['P', 'OY', 'N']",
1131,spee,PSS,,short,simple,,3,,"['S', 'P', 'IY1']","['S', 'P', 'IY']",
5145,shoide,PSS,,short,simple,,3,,"['SH', 'OY1', 'D']","['SH', 'OY', 'D']",
518,bia,PSS,,short,simple,,3,,"['B', 'IY1', 'AH0']","['B', 'IY', 'AH']",
516,tob,PSS,,short,simple,,3,,"['T', 'AA1', 'B']","['T', 'AA', 'B']",
923,clow,PSS,,short,simple,,3,,"['K', 'L', 'OW1']","['K', 'L', 'OW']",
614,cruss,PSS,,short,simple,,4,,"['K', 'R', 'AH1', 'S']","['K', 'R', 'AH', 'S']",
748,stut,PSS,,short,simple,,4,,"['S', 'T', 'AH1', 'T']","['S', 'T', 'AH', 'T']",
7140,sallar,PSS,,short,simple,,4,,"['S', 'AE1', 'L', 'ER0']","['S', 'AE', 'L', 'ER']",
8018,fress,PSS,,short,simple,,4,,"['F', 'R', 'EH1', 'S']","['F', 'R', 'EH', 'S']",
9235,smag,PSS,,short,simple,,4,,"['S', 'M', 'AE1', 'G']","['S', 'M', 'AE', 'G']",
6367,oppard,PSS,,short,simple,,4,,"['AA0', 'P', 'ER1', 'D']","['AA', 'P', 'ER', 'D']",
725,ando,PSS,,short,simple,,4,,"['AE1', 'N', 'D', 'OW0']","['AE', 'N', 'D', 'OW']",
8582,nobere,PSS,,short,simple,,4,,"['N', 'OW1', 'B', 'ER0']","['N', 'OW', 'B', 'ER']",
5526,eshing,PSS,,short,simple,,4,,"['EH1', 'SH', 'IH0', 'NG']","['EH', 'SH', 'IH', 'NG']",
2450,pharl,PSS,,short,simple,,4,,"['F', 'AA1', 'R', 'L']","['F', 'AA', 'R', 'L']",
1080,swit,PSS,,short,simple,,4,,"['S', 'W', 'IH1', 'T']","['S', 'W', 'IH', 'T']",
9868,cangue,PSS,,short,simple,,4,,"['K', 'AE1', 'NG', 'G']","['K', 'AE', 'NG', 'G']",
1007,porl,PSS,,short,simple,,4,,"['P', 'AO1', 'R', 'L']","['P', 'AO', 'R', 'L']",
4338,shend,PSS,,short,simple,,4,,"['SH', 'EH1', 'N', 'D']","['SH', 'EH', 'N', 'D']",
9243,wessau,PSS,,short,simple,,4,,"['W', 'EH1', 'S', 'OW0']","['W', 'EH', 'S', 'OW']",
736,frel,PSS,,short,simple,,4,,"['F', 'R', 'EH1', 'L']","['F', 'R', 'EH', 'L']",
2430,thoulah,PSS,,short,simple,,4,,"['TH', 'UW1', 'L', 'AH0']","['TH', 'OW', 'L', 'AH']",
3621,knound,PSS,,short,simple,,4,,"['N', 'AW1', 'N', 'D']","['N', 'AW', 'N', 'D']",
9899,traime,PSS,,short,simple,,4,,"['T', 'R', 'EY1', 'M']","['T', 'R', 'EY', 'M']",
8252,clidge,PSS,,short,simple,,4,,"['K', 'L', 'IH1', 'JH']","['K', 'L', 'IH', 'JH']",
5681,aurick,PSS,,short,simple,,4,,"['AO1', 'R', 'IH0', 'K']","['AO', 'R', 'IH', 'K']",
6597,thount,PSS,,short,simple,,4,,"['TH', 'AW1', 'N', 'T']","['TH', 'AW', 'N', 'T']",
