Word,Lexicality,Zipf Frequency,Frequency,Phonemes,No Stress,Length,Size
sleepless,real,3.18,low,"['S', 'L', 'IY1', 'P', 'L', 'AH0', 'S']","['S', 'L', 'IY', 'P', 'L', 'AH', 'S']",7,long
discernible,real,2.97,low,"['D', 'IH0', 'S', 'ER1', 'N', 'AH0', 'B', 'AH0', 'L']","['D', 'IH', 'S', 'ER', 'N', 'AH', 'B', 'AH', 'L']",9,long
caesarean,real,2.59,low,"['K', 'EY1', 'S', 'ER0', 'IY2', 'N']","['K', 'EY', 'S', 'ER', 'IY', 'N']",6,short
tolerating,real,2.75,low,"['T', 'AA1', 'L', 'ER0', 'EY2', 'T', 'IH0', 'NG']","['T', 'AA', 'L', 'ER', 'EY', 'T', 'IH', 'NG']",8,long
repainting,real,2.4,low,"['R', 'IY0', 'P', 'EY1', 'N', 'T', 'IH0', 'NG']","['R', 'IY', 'P', 'EY', 'N', 'T', 'IH', 'NG']",8,long
supportable,real,1.96,low,"['S', 'AH0', 'P', 'AO1', 'R', 'T', 'AH0', 'B', 'AH0', 'L']","['S', 'AH', 'P', 'AO', 'R', 'T', 'AH', 'B', 'AH', 'L']",10,long
smaller,real,4.8,high,"['S', 'M', 'AO1', 'L', 'ER0']","['S', 'M', 'AO', 'L', 'ER']",5,short
DIETERS,real,2.28,low,"['D', 'AY1', 'AH0', 'T', 'ER0', 'Z']","['D', 'AY', 'AH', 'T', 'ER', 'Z']",6,short
hypnotized,real,2.8,low,"['HH', 'IH1', 'P', 'N', 'AH0', 'T', 'AY2', 'Z', 'D']","['HH', 'IH', 'P', 'N', 'AH', 'T', 'AY', 'Z', 'D']",9,long
graver,real,2.27,low,"['G', 'R', 'EY1', 'V', 'ER0']","['G', 'R', 'EY', 'V', 'ER']",5,short
adolescents,real,3.53,high,"['AE2', 'D', 'AH0', 'L', 'EH1', 'S', 'AH0', 'N', 'T', 'S']","['AE', 'D', 'AH', 'L', 'EH', 'S', 'AH', 'N', 'T', 'S']",10,long
weakness,real,4.19,high,"['W', 'IY1', 'K', 'N', 'AH0', 'S']","['W', 'IY', 'K', 'N', 'AH', 'S']",6,short
lawyer,real,4.67,high,"['L', 'AO1', 'Y', 'ER0']","['L', 'AO', 'Y', 'ER']",4,short
buyer,real,4.03,high,"['B', 'AY1', 'ER0']","['B', 'AY', 'ER']",3,short
rubbishy,real,1.31,low,"['R', 'AH1', 'B', 'IH0', 'SH', 'IY0']","['R', 'AH', 'B', 'IH', 'SH', 'IY']",6,short
opticians,real,2.31,low,"['AA0', 'P', 'T', 'IH1', 'SH', 'AH0', 'N', 'Z']","['AA', 'P', 'T', 'IH', 'SH', 'AH', 'N', 'Z']",8,long
enjoins,real,1.72,low,"['EH0', 'N', 'JH', 'OY1', 'N', 'Z']","['EH', 'N', 'JH', 'OY', 'N', 'Z']",6,short
mentally,real,4.2,high,"['M', 'EH1', 'N', 'T', 'AH0', 'L', 'IY0']","['M', 'EH', 'N', 'T', 'AH', 'L', 'IY']",7,long
hollowly,real,1.32,low,"['HH', 'AA1', 'L', 'AH0', 'W', 'L', 'IY0']","['HH', 'AA', 'L', 'AH', 'W', 'L', 'IY']",7,long
projected,real,3.99,high,"['P', 'R', 'AH0', 'JH', 'EH1', 'K', 'T', 'AH0', 'D']","['P', 'R', 'AH', 'JH', 'EH', 'K', 'T', 'AH', 'D']",9,long
begetting,real,1.83,low,"['B', 'IH0', 'G', 'EH1', 'T', 'IH0', 'NG']","['B', 'IH', 'G', 'EH', 'T', 'IH', 'NG']",7,long
molecular,real,4.11,high,"['M', 'AH0', 'L', 'EH1', 'K', 'Y', 'AH0', 'L', 'ER0']","['M', 'AH', 'L', 'EH', 'K', 'Y', 'AH', 'L', 'ER']",9,long
curtly,real,2.16,low,"['K', 'ER1', 'T', 'L', 'IY0']","['K', 'ER', 'T', 'L', 'IY']",5,short
shorter,real,4.22,high,"['SH', 'AO1', 'R', 'T', 'ER0']","['SH', 'AO', 'R', 'T', 'ER']",5,short
sparer,real,1.3,low,"['S', 'P', 'EH1', 'R', 'ER0']","['S', 'P', 'EH', 'R', 'ER']",5,short
upstarts,real,2.2,low,"['AH0', 'P', 'S', 'T', 'AA1', 'R', 'T', 'S']","['AH', 'P', 'S', 'T', 'AA', 'R', 'T', 'S']",8,long
connivance,real,2.16,low,"['K', 'AH0', 'N', 'AY1', 'V', 'AH0', 'N', 'S']","['K', 'AH', 'N', 'AY', 'V', 'AH', 'N', 'S']",8,long
unwarranted,real,3.11,low,"['AH0', 'N', 'W', 'AO1', 'R', 'AH0', 'N', 'T', 'IH0', 'D']","['AH', 'N', 'W', 'AO', 'R', 'AH', 'N', 'T', 'IH', 'D']",10,long
despoiling,real,1.51,low,"['D', 'IH0', 'S', 'P', 'OY1', 'L', 'IH0', 'NG']","['D', 'IH', 'S', 'P', 'OY', 'L', 'IH', 'NG']",8,long
skiver,real,1.3,low,"['S', 'K', 'AY1', 'V', 'ER0']","['S', 'K', 'AY', 'V', 'ER']",5,short
acclimatize,real,1.79,low,"['AE1', 'K', 'L', 'AH0', 'M', 'AH0', 'T', 'AY2', 'Z']","['AE', 'K', 'L', 'AH', 'M', 'AH', 'T', 'AY', 'Z']",9,long
deforest,real,2.12,low,"['D', 'IH0', 'F', 'AO1', 'R', 'AH0', 'S', 'T']","['D', 'IH', 'F', 'AO', 'R', 'AH', 'S', 'T']",8,long
supervisors,real,3.57,high,"['S', 'UW2', 'P', 'ER0', 'V', 'AY1', 'Z', 'ER0', 'Z']","['S', 'UW', 'P', 'ER', 'V', 'AY', 'Z', 'ER', 'Z']",9,long
supposes,real,2.48,low,"['S', 'AH0', 'P', 'OW1', 'Z', 'IH0', 'Z']","['S', 'AH', 'P', 'OW', 'Z', 'IH', 'Z']",7,long
legitimacy,real,3.63,high,"['L', 'AH0', 'JH', 'IH1', 'T', 'AH0', 'M', 'AH0', 'S', 'IY0']","['L', 'AH', 'JH', 'IH', 'T', 'AH', 'M', 'AH', 'S', 'IY']",10,long
cadaverous,real,1.67,low,"['K', 'AH0', 'D', 'AE1', 'V', 'ER0', 'AH0', 'S']","['K', 'AH', 'D', 'AE', 'V', 'ER', 'AH', 'S']",8,long
turbulent,real,3.47,low,"['T', 'ER1', 'B', 'Y', 'AH0', 'L', 'AH0', 'N', 'T']","['T', 'ER', 'B', 'Y', 'AH', 'L', 'AH', 'N', 'T']",9,long
oversimplify,real,2.01,low,"['OW0', 'V', 'ER0', 'S', 'IH1', 'M', 'P', 'L', 'IH0', 'F', 'AY2']","['OW', 'V', 'ER', 'S', 'IH', 'M', 'P', 'L', 'IH', 'F', 'AY']",11,long
defuse,real,2.88,low,"['D', 'IH0', 'F', 'Y', 'UW1', 'Z']","['D', 'IH', 'F', 'Y', 'UW', 'Z']",6,short
succulents,real,2.59,low,"['S', 'AH1', 'K', 'Y', 'AH0', 'L', 'AH0', 'N', 'T', 'S']","['S', 'AH', 'K', 'Y', 'AH', 'L', 'AH', 'N', 'T', 'S']",10,long
restock,real,2.78,low,"['R', 'IY0', 'S', 'T', 'AA1', 'K']","['R', 'IY', 'S', 'T', 'AA', 'K']",6,short
empirical,real,3.62,high,"['EH2', 'M', 'P', 'IH1', 'R', 'IH0', 'K', 'AH0', 'L']","['EH', 'M', 'P', 'IH', 'R', 'IH', 'K', 'AH', 'L']",9,long
artiste,real,2.84,low,"['AA1', 'R', 'T', 'IH0', 'S', 'T']","['AA', 'R', 'T', 'IH', 'S', 'T']",6,short
disorganize,real,1.45,low,"['D', 'IH0', 'S', 'AO1', 'R', 'G', 'AH0', 'N', 'AY2', 'Z']","['D', 'IH', 'S', 'AO', 'R', 'G', 'AH', 'N', 'AY', 'Z']",10,long
oratory,real,2.94,low,"['AO1', 'R', 'AH0', 'T', 'AO2', 'R', 'IY0']","['AO', 'R', 'AH', 'T', 'AO', 'R', 'IY']",7,long
Chileans,real,2.39,low,"['CH', 'IH1', 'L', 'IY0', 'AH0', 'N', 'Z']","['CH', 'IH', 'L', 'IY', 'AH', 'N', 'Z']",7,long
motivation,real,4.22,high,"['M', 'OW2', 'T', 'AH0', 'V', 'EY1', 'SH', 'AH0', 'N']","['M', 'OW', 'T', 'AH', 'V', 'EY', 'SH', 'AH', 'N']",9,long
diagonals,real,2.34,low,"['D', 'AY0', 'AE1', 'G', 'AH0', 'N', 'AH0', 'L', 'Z']","['D', 'AY', 'AE', 'G', 'AH', 'N', 'AH', 'L', 'Z']",9,long
accrediting,real,2.59,low,"['AH0', 'K', 'R', 'EH1', 'D', 'AH0', 'T', 'IH0', 'NG']","['AH', 'K', 'R', 'EH', 'D', 'AH', 'T', 'IH', 'NG']",9,long
minibuses,real,2.25,low,"['M', 'IH1', 'N', 'IY0', 'B', 'AH2', 'S', 'IH0', 'Z']","['M', 'IH', 'N', 'IY', 'B', 'AH', 'S', 'IH', 'Z']",9,long
rhapsody,real,3.01,low,"['R', 'AE1', 'P', 'S', 'AH0', 'D', 'IY0']","['R', 'AE', 'P', 'S', 'AH', 'D', 'IY']",7,long
registration,real,4.32,high,"['R', 'EH2', 'JH', 'IH0', 'S', 'T', 'R', 'EY1', 'SH', 'AH0', 'N']","['R', 'EH', 'JH', 'IH', 'S', 'T', 'R', 'EY', 'SH', 'AH', 'N']",11,long
Virginias,real,1.63,low,"['V', 'ER0', 'JH', 'IH1', 'N', 'IY0', 'AH0', 'Z']","['V', 'ER', 'JH', 'IH', 'N', 'IY', 'AH', 'Z']",8,long
overcrowded,real,3.09,low,"['OW1', 'V', 'ER0', 'K', 'R', 'AW2', 'D', 'IH0', 'D']","['OW', 'V', 'ER', 'K', 'R', 'AW', 'D', 'IH', 'D']",9,long
impeccable,real,3.25,low,"['IH0', 'M', 'P', 'EH1', 'K', 'AH0', 'B', 'AH0', 'L']","['IH', 'M', 'P', 'EH', 'K', 'AH', 'B', 'AH', 'L']",9,long
adjoin,real,1.97,low,"['AH0', 'JH', 'OY1', 'N']","['AH', 'JH', 'OY', 'N']",4,short
childhood's,real,1.9,low,"['CH', 'IH1', 'L', 'D', 'HH', 'UH2', 'D', 'Z']","['CH', 'IH', 'L', 'D', 'HH', 'UH', 'D', 'Z']",8,long
constrains,real,2.35,low,"['K', 'AH0', 'N', 'S', 'T', 'R', 'EY1', 'N', 'Z']","['K', 'AH', 'N', 'S', 'T', 'R', 'EY', 'N', 'Z']",9,long
preceded,real,3.68,high,"['P', 'R', 'IH0', 'S', 'IY1', 'D', 'IH0', 'D']","['P', 'R', 'IH', 'S', 'IY', 'D', 'IH', 'D']",8,long
conferees,real,1.71,low,"['K', 'AA2', 'N', 'F', 'ER0', 'IY1', 'Z']","['K', 'AA', 'N', 'F', 'ER', 'IY', 'Z']",7,long
builder's,real,2.45,low,"['B', 'IH1', 'L', 'D', 'ER0', 'Z']","['B', 'IH', 'L', 'D', 'ER', 'Z']",6,short
server,real,4.46,high,"['S', 'ER1', 'V', 'ER0']","['S', 'ER', 'V', 'ER']",4,short
fitter,real,3.01,low,"['F', 'IH1', 'T', 'ER0']","['F', 'IH', 'T', 'ER']",4,short
investitures,real,1.35,low,"['IH0', 'N', 'V', 'EH1', 'S', 'T', 'IH0', 'T', 'ER0', 'Z']","['IH', 'N', 'V', 'EH', 'S', 'T', 'IH', 'T', 'ER', 'Z']",10,long
ironic,real,3.8,high,"['AY0', 'R', 'AA1', 'N', 'IH0', 'K']","['AY', 'R', 'AA', 'N', 'IH', 'K']",6,short
consummately,real,1.47,low,"['K', 'AA1', 'N', 'S', 'AH0', 'M', 'AH0', 'T', 'IH0', 'T', 'L', 'IY0']","['K', 'AA', 'N', 'S', 'AH', 'M', 'AH', 'T', 'IH', 'T', 'L', 'IY']",12,long
gigantically,real,1.27,low,"['JH', 'AY0', 'G', 'AE1', 'N', 'T', 'AH0', 'K', 'L', 'IY0']","['JH', 'AY', 'G', 'AE', 'N', 'T', 'AH', 'K', 'L', 'IY']",10,long
survive,real,4.52,high,"['S', 'ER0', 'V', 'AY1', 'V']","['S', 'ER', 'V', 'AY', 'V']",5,short
newest,real,4.04,high,"['N', 'UW1', 'AH0', 'S', 'T']","['N', 'UW', 'AH', 'S', 'T']",5,short
stagnate,real,2.49,low,"['S', 'T', 'AE1', 'G', 'N', 'EY2', 'T']","['S', 'T', 'AE', 'G', 'N', 'EY', 'T']",7,long
linkage,real,3.14,low,"['L', 'IH1', 'NG', 'K', 'AH0', 'JH']","['L', 'IH', 'NG', 'K', 'AH', 'JH']",6,short
dominants,real,1.86,low,"['D', 'AA1', 'M', 'AH0', 'N', 'AH0', 'N', 'T', 'S']","['D', 'AA', 'M', 'AH', 'N', 'AH', 'N', 'T', 'S']",9,long
cookie,real,4.07,high,"['K', 'UH1', 'K', 'IY0']","['K', 'UH', 'K', 'IY']",4,short
supermarkets,real,3.42,low,"['S', 'UW1', 'P', 'ER0', 'M', 'AA2', 'R', 'K', 'IH0', 'T', 'S']","['S', 'UW', 'P', 'ER', 'M', 'AA', 'R', 'K', 'IH', 'T', 'S']",11,long
scholar,real,3.96,high,"['S', 'K', 'AA1', 'L', 'ER0']","['S', 'K', 'AA', 'L', 'ER']",5,short
blasphemies,real,1.93,low,"['B', 'L', 'AE1', 'S', 'F', 'AH0', 'M', 'IY0', 'Z']","['B', 'L', 'AE', 'S', 'F', 'AH', 'M', 'IY', 'Z']",9,long
superiority,real,3.59,high,"['S', 'UW2', 'P', 'IH0', 'R', 'IY0', 'AO1', 'R', 'IH0', 'T', 'IY0']","['S', 'UW', 'P', 'IH', 'R', 'IY', 'AO', 'R', 'IH', 'T', 'IY']",11,long
minimum,real,4.69,high,"['M', 'IH1', 'N', 'AH0', 'M', 'AH0', 'M']","['M', 'IH', 'N', 'AH', 'M', 'AH', 'M']",7,long
recovers,real,3.27,low,"['R', 'IH0', 'K', 'AH1', 'V', 'ER0', 'Z']","['R', 'IH', 'K', 'AH', 'V', 'ER', 'Z']",7,long
diggers,real,2.93,low,"['D', 'IH1', 'G', 'ER0', 'Z']","['D', 'IH', 'G', 'ER', 'Z']",5,short
dismembers,real,1.43,low,"['D', 'IH0', 'S', 'M', 'EH1', 'M', 'B', 'ER0', 'Z']","['D', 'IH', 'S', 'M', 'EH', 'M', 'B', 'ER', 'Z']",9,long
nonsmokers,real,2.06,low,"['N', 'AA0', 'N', 'S', 'M', 'OW1', 'K', 'ER0', 'Z']","['N', 'AA', 'N', 'S', 'M', 'OW', 'K', 'ER', 'Z']",9,long
subway,real,4.05,high,"['S', 'AH1', 'B', 'W', 'EY2']","['S', 'AH', 'B', 'W', 'EY']",5,short
martyrdoms,real,1.43,low,"['M', 'AA1', 'R', 'T', 'R', 'AH0', 'D', 'AH0', 'M', 'Z']","['M', 'AA', 'R', 'T', 'R', 'AH', 'D', 'AH', 'M', 'Z']",10,long
Mounties,real,2.49,low,"['M', 'AW1', 'N', 'T', 'IY0', 'Z']","['M', 'AW', 'N', 'T', 'IY', 'Z']",6,short
idyllic,real,3.04,low,"['AY0', 'D', 'IH1', 'L', 'IH0', 'K']","['AY', 'D', 'IH', 'L', 'IH', 'K']",6,short
phallus,real,2.52,low,"['F', 'AE1', 'L', 'AH0', 'S']","['F', 'AE', 'L', 'AH', 'S']",5,short
furtively,real,2.23,low,"['F', 'ER1', 'T', 'IH0', 'V', 'L', 'IY0']","['F', 'ER', 'T', 'IH', 'V', 'L', 'IY']",7,long
exclusive,real,4.56,high,"['IH0', 'K', 'S', 'K', 'L', 'UW1', 'S', 'IH0', 'V']","['IH', 'K', 'S', 'K', 'L', 'UW', 'S', 'IH', 'V']",9,long
recapped,real,1.84,low,"['R', 'IY1', 'K', 'AE2', 'P', 'T']","['R', 'IY', 'K', 'AE', 'P', 'T']",6,short
counselors,real,3.36,low,"['K', 'AW1', 'N', 'S', 'AH0', 'L', 'ER0', 'Z']","['K', 'AW', 'N', 'S', 'AH', 'L', 'ER', 'Z']",8,long
logistically,real,2.5,low,"['L', 'AH0', 'JH', 'IH1', 'S', 'T', 'IH0', 'K', 'L', 'IY0']","['L', 'AH', 'JH', 'IH', 'S', 'T', 'IH', 'K', 'L', 'IY']",10,long
purely,real,4.1,high,"['P', 'Y', 'UH1', 'R', 'L', 'IY0']","['P', 'Y', 'UH', 'R', 'L', 'IY']",6,short
divergences,real,2.25,low,"['D', 'AY0', 'V', 'ER1', 'JH', 'AH0', 'N', 'S', 'IH0', 'Z']","['D', 'AY', 'V', 'ER', 'JH', 'AH', 'N', 'S', 'IH', 'Z']",10,long
overtaking,real,3.01,low,"['OW1', 'V', 'ER0', 'T', 'EY2', 'K', 'IH0', 'NG']","['OW', 'V', 'ER', 'T', 'EY', 'K', 'IH', 'NG']",8,long
mileage,real,3.64,high,"['M', 'AY1', 'L', 'AH0', 'JH']","['M', 'AY', 'L', 'AH', 'JH']",5,short
quartet,real,3.54,high,"['K', 'W', 'AO0', 'R', 'T', 'EH1', 'T']","['K', 'W', 'AO', 'R', 'T', 'EH', 'T']",7,long
annulling,real,1.8,low,"['AH0', 'N', 'AH1', 'L', 'IH0', 'NG']","['AH', 'N', 'AH', 'L', 'IH', 'NG']",6,short
sporadically,real,2.92,low,"['S', 'P', 'ER0', 'AE1', 'D', 'IH0', 'K', 'L', 'IY0']","['S', 'P', 'ER', 'AE', 'D', 'IH', 'K', 'L', 'IY']",9,long
undisturbed,real,2.99,low,"['AH2', 'N', 'D', 'IH0', 'S', 'T', 'ER1', 'B', 'D']","['AH', 'N', 'D', 'IH', 'S', 'T', 'ER', 'B', 'D']",9,long
cosmic,real,3.78,high,"['K', 'AA1', 'Z', 'M', 'IH0', 'K']","['K', 'AA', 'Z', 'M', 'IH', 'K']",6,short
censured,real,2.64,low,"['S', 'EH1', 'N', 'SH', 'ER0', 'D']","['S', 'EH', 'N', 'SH', 'ER', 'D']",6,short
usurper,real,2.59,low,"['Y', 'UW1', 'S', 'ER0', 'P', 'ER0']","['Y', 'UW', 'S', 'ER', 'P', 'ER']",6,short
representative,real,4.57,high,"['R', 'EH2', 'P', 'R', 'AH0', 'Z', 'EH1', 'N', 'T', 'AH0', 'T', 'IH0', 'V']","['R', 'EH', 'P', 'R', 'AH', 'Z', 'EH', 'N', 'T', 'AH', 'T', 'IH', 'V']",13,long
demonetizing,real,1.08,low,"['D', 'EH1', 'M', 'AH0', 'N', 'AH0', 'T', 'AY2', 'Z', 'IH0', 'NG']","['D', 'EH', 'M', 'AH', 'N', 'AH', 'T', 'AY', 'Z', 'IH', 'NG']",11,long
scarcely,real,3.33,low,"['S', 'K', 'EH1', 'R', 'S', 'L', 'IY0']","['S', 'K', 'EH', 'R', 'S', 'L', 'IY']",7,long
exterminating,real,2.46,low,"['IH0', 'K', 'S', 'T', 'ER1', 'M', 'AH0', 'N', 'EY2', 'T', 'IH0', 'NG']","['IH', 'K', 'S', 'T', 'ER', 'M', 'AH', 'N', 'EY', 'T', 'IH', 'NG']",12,long
tormentor,real,2.31,low,"['T', 'AO1', 'R', 'M', 'EH2', 'N', 'T', 'ER0']","['T', 'AO', 'R', 'M', 'EH', 'N', 'T', 'ER']",8,long
consequential,real,3.03,low,"['K', 'AA2', 'N', 'S', 'AH0', 'K', 'W', 'EH1', 'N', 'CH', 'AH0', 'L']","['K', 'AA', 'N', 'S', 'AH', 'K', 'W', 'EH', 'N', 'CH', 'AH', 'L']",12,long
freighters,real,2.54,low,"['F', 'R', 'EY1', 'T', 'ER0', 'Z']","['F', 'R', 'EY', 'T', 'ER', 'Z']",6,short
proficiency,real,3.43,low,"['P', 'R', 'AH0', 'F', 'IH1', 'SH', 'AH0', 'N', 'S', 'IY0']","['P', 'R', 'AH', 'F', 'IH', 'SH', 'AH', 'N', 'S', 'IY']",10,long
fascists,real,3.37,low,"['F', 'AE1', 'SH', 'AH0', 'S', 'T', 'S']","['F', 'AE', 'SH', 'AH', 'S', 'T', 'S']",7,long
delicacies,real,2.79,low,"['D', 'EH1', 'L', 'IH0', 'K', 'AH0', 'S', 'IY0', 'Z']","['D', 'EH', 'L', 'IH', 'K', 'AH', 'S', 'IY', 'Z']",9,long
sweepers,real,2.51,low,"['S', 'W', 'IY1', 'P', 'ER0', 'Z']","['S', 'W', 'IY', 'P', 'ER', 'Z']",6,short
shyer,real,1.72,low,"['SH', 'AY1', 'ER0']","['SH', 'AY', 'ER']",3,short
spilt,real,2.91,low,"['S', 'P', 'IH1', 'L', 'T']","['S', 'P', 'IH', 'L', 'T']",5,short
dateless,real,1.8,low,"['D', 'EY1', 'T', 'L', 'AH0', 'S']","['D', 'EY', 'T', 'L', 'AH', 'S']",6,short
purposeful,real,3.07,low,"['P', 'ER1', 'P', 'AH0', 'S', 'F', 'AH0', 'L']","['P', 'ER', 'P', 'AH', 'S', 'F', 'AH', 'L']",8,long
trackers,real,3.1,low,"['T', 'R', 'AE1', 'K', 'ER0', 'Z']","['T', 'R', 'AE', 'K', 'ER', 'Z']",6,short
bankers,real,3.77,high,"['B', 'AE1', 'NG', 'K', 'ER0', 'Z']","['B', 'AE', 'NG', 'K', 'ER', 'Z']",6,short
eliminate,real,4.15,high,"['IH0', 'L', 'IH1', 'M', 'AH0', 'N', 'EY2', 'T']","['IH', 'L', 'IH', 'M', 'AH', 'N', 'EY', 'T']",8,long
rapacious,real,2.39,low,"['R', 'AH0', 'P', 'AE1', 'SH', 'IH0', 'S']","['R', 'AH', 'P', 'AE', 'SH', 'IH', 'S']",7,long
stubby,real,2.69,low,"['S', 'T', 'AH1', 'B', 'IY0']","['S', 'T', 'AH', 'B', 'IY']",5,short
undermines,real,3.13,low,"['AH2', 'N', 'D', 'ER0', 'M', 'AY1', 'N', 'Z']","['AH', 'N', 'D', 'ER', 'M', 'AY', 'N', 'Z']",8,long
ugliness,real,2.98,low,"['AH1', 'G', 'L', 'IY0', 'N', 'AH0', 'S']","['AH', 'G', 'L', 'IY', 'N', 'AH', 'S']",7,long
conspirator,real,2.79,low,"['K', 'AH0', 'N', 'S', 'P', 'IH1', 'R', 'AH0', 'T', 'ER0']","['K', 'AH', 'N', 'S', 'P', 'IH', 'R', 'AH', 'T', 'ER']",10,long
explanatory,real,3.31,low,"['IH0', 'K', 'S', 'P', 'L', 'AE1', 'N', 'AH0', 'T', 'AO2', 'R', 'IY0']","['IH', 'K', 'S', 'P', 'L', 'AE', 'N', 'AH', 'T', 'AO', 'R', 'IY']",12,long
encumber,real,1.68,low,"['EH0', 'N', 'K', 'AH1', 'M', 'B', 'ER0']","['EH', 'N', 'K', 'AH', 'M', 'B', 'ER']",7,long
merriest,real,1.44,low,"['M', 'EH1', 'R', 'IY0', 'AH0', 'S', 'T']","['M', 'EH', 'R', 'IY', 'AH', 'S', 'T']",7,long
sensual,real,3.36,low,"['S', 'EH1', 'N', 'CH', 'AH0', 'W', 'AH0', 'L']","['S', 'EH', 'N', 'CH', 'AH', 'W', 'AH', 'L']",8,long
unadvisedly,real,1.24,low,"['AH2', 'N', 'AH0', 'D', 'V', 'AY1', 'S', 'T', 'IH0', 'F', 'AY2']","['AH', 'N', 'AH', 'D', 'V', 'AY', 'S', 'T', 'IH', 'F', 'AY']",11,long
peripheries,real,2.03,low,"['P', 'EH1', 'R', 'AH0', 'F', 'IY0', 'ER0', 'Z']","['P', 'EH', 'R', 'AH', 'F', 'IY', 'ER', 'Z']",8,long
consisted,real,3.91,high,"['K', 'AH0', 'N', 'S', 'IH1', 'S', 'T', 'AH0', 'D']","['K', 'AH', 'N', 'S', 'IH', 'S', 'T', 'AH', 'D']",9,long
congestive,real,2.68,low,"['K', 'AH0', 'N', 'JH', 'EH1', 'S', 'T', 'IH0', 'V']","['K', 'AH', 'N', 'JH', 'EH', 'S', 'T', 'IH', 'V']",9,long
inquiry,real,4.25,high,"['IH0', 'N', 'K', 'W', 'AY1', 'R', 'IY0']","['IH', 'N', 'K', 'W', 'AY', 'R', 'IY']",7,long
navigated,real,2.79,low,"['N', 'AE1', 'V', 'AH0', 'G', 'EY2', 'T', 'IH0', 'D']","['N', 'AE', 'V', 'AH', 'G', 'EY', 'T', 'IH', 'D']",9,long
populist,real,3.37,low,"['P', 'AA1', 'P', 'Y', 'AH0', 'L', 'AH0', 'S', 'T']","['P', 'AA', 'P', 'Y', 'AH', 'L', 'AH', 'S', 'T']",9,long
fastened,real,3.02,low,"['F', 'AE1', 'S', 'AH0', 'N', 'D']","['F', 'AE', 'S', 'AH', 'N', 'D']",6,short
insure,real,3.4,low,"['IH0', 'N', 'SH', 'UH1', 'R']","['IH', 'N', 'SH', 'UH', 'R']",5,short
opposites,real,3.15,low,"['AA1', 'P', 'AH0', 'Z', 'AH0', 'T', 'S']","['AA', 'P', 'AH', 'Z', 'AH', 'T', 'S']",7,long
officer's,real,3.24,low,"['AO1', 'F', 'IH0', 'S', 'ER0', 'Z']","['AO', 'F', 'IH', 'S', 'ER', 'Z']",6,short
dispersion,real,3.18,low,"['D', 'IH0', 'S', 'P', 'ER1', 'ZH', 'AH0', 'N']","['D', 'IH', 'S', 'P', 'ER', 'ZH', 'AH', 'N']",8,long
defenseless,real,3.05,low,"['D', 'IH0', 'F', 'EH1', 'N', 'S', 'L', 'AH0', 'S']","['D', 'IH', 'F', 'EH', 'N', 'S', 'L', 'AH', 'S']",9,long
neurosis,real,2.57,low,"['N', 'UH0', 'R', 'OW1', 'S', 'AH0', 'S']","['N', 'UH', 'R', 'OW', 'S', 'AH', 'S']",7,long
deplorable,real,3.2,low,"['D', 'IH0', 'P', 'L', 'AO1', 'R', 'AH0', 'B', 'AH0', 'L']","['D', 'IH', 'P', 'L', 'AO', 'R', 'AH', 'B', 'AH', 'L']",10,long
slippage,real,2.62,low,"['S', 'L', 'IH1', 'P', 'IH0', 'JH']","['S', 'L', 'IH', 'P', 'IH', 'JH']",6,short
aftermath,real,3.9,high,"['AE1', 'F', 'T', 'ER0', 'M', 'AE2', 'TH']","['AE', 'F', 'T', 'ER', 'M', 'AE', 'TH']",7,long
anglers,real,2.97,low,"['AE1', 'NG', 'G', 'L', 'ER0', 'Z']","['AE', 'NG', 'G', 'L', 'ER', 'Z']",6,short
ecclesiastic,real,2.21,low,"['IH0', 'K', 'L', 'IY2', 'Z', 'IY0', 'AE1', 'S', 'T', 'IH0', 'K']","['IH', 'K', 'L', 'IY', 'Z', 'IY', 'AE', 'S', 'T', 'IH', 'K']",11,long
defusing,real,2.34,low,"['D', 'IH0', 'F', 'Y', 'UW1', 'Z', 'IH0', 'NG']","['D', 'IH', 'F', 'Y', 'UW', 'Z', 'IH', 'NG']",8,long
punker,real,1.39,low,"['P', 'AH1', 'NG', 'K', 'ER0']","['P', 'AH', 'NG', 'K', 'ER']",5,short
sinkers,real,1.84,low,"['S', 'IH1', 'NG', 'K', 'ER0', 'Z']","['S', 'IH', 'NG', 'K', 'ER', 'Z']",6,short
prolonged,real,3.81,high,"['P', 'R', 'AH0', 'L', 'AO1', 'NG', 'D']","['P', 'R', 'AH', 'L', 'AO', 'NG', 'D']",7,long
commingle,real,1.55,low,"['K', 'AH0', 'M', 'IH1', 'NG', 'G', 'AH0', 'L']","['K', 'AH', 'M', 'IH', 'NG', 'G', 'AH', 'L']",8,long
consignor,real,2.28,low,"['K', 'AH0', 'N', 'S', 'IH1', 'G', 'N', 'ER0']","['K', 'AH', 'N', 'S', 'IH', 'G', 'N', 'ER']",8,long
overlap,real,3.7,high,"['OW1', 'V', 'ER0', 'L', 'AE2', 'P']","['OW', 'V', 'ER', 'L', 'AE', 'P']",6,short
immodest,real,2.27,low,"['IH1', 'M', 'AH0', 'D', 'AH0', 'S', 'T']","['IH', 'M', 'AH', 'D', 'AH', 'S', 'T']",7,long
uncovered,real,3.73,high,"['AH0', 'N', 'K', 'AH1', 'V', 'ER0', 'D']","['AH', 'N', 'K', 'AH', 'V', 'ER', 'D']",7,long
