Word,Lexicality,Zipf Frequency,Frequency,Phonemes,No Stress,Length,Size
missouri,real,4.26,high,"['M', 'AH0', 'Z', 'UH1', 'R', 'IY0']","['M', 'AH', 'Z', 'UH', 'R', 'IY']",6,short
missus,real,2.78,low,"['M', 'IH1', 'S', 'IH0', 'Z']","['M', 'IH', 'S', 'IH', 'Z']",5,short
mister,real,3.56,high,"['M', 'IH1', 'S', 'T', 'ER0']","['M', 'IH', 'S', 'T', 'ER']",5,short
mistletoe,real,2.81,low,"['M', 'IH1', 'S', 'AH0', 'L', 'T', 'OW2']","['M', 'IH', 'S', 'AH', 'L', 'T', 'OW']",7,long
mitch,real,3.91,high,"['M', 'IH1', 'CH']","['M', 'IH', 'CH']",3,short
mitchell,real,4.24,high,"['M', 'IH1', 'CH', 'AH0', 'L']","['M', 'IH', 'CH', 'AH', 'L']",5,short
miter,real,2.39,low,"['M', 'AY1', 'T', 'ER0']","['M', 'AY', 'T', 'ER']",4,short
mitosis,real,2.62,low,"['M', 'IY0', 'T', 'OW1', 'S', 'AH0', 'S']","['M', 'IY', 'T', 'OW', 'S', 'AH', 'S']",7,long
mitten,real,2.48,low,"['M', 'IH1', 'T', 'AH0', 'N']","['M', 'IH', 'T', 'AH', 'N']",5,short
moccasin,real,2.3,low,"['M', 'AA1', 'K', 'AH0', 'S', 'IH0', 'N']","['M', 'AA', 'K', 'AH', 'S', 'IH', 'N']",7,long
mocha,real,2.98,low,"['M', 'OW1', 'K', 'AH0']","['M', 'OW', 'K', 'AH']",4,short
mean,real,5.53,high,"['M', 'IY1', 'N']","['M', 'IY', 'N']",3,short
measles,real,3.33,low,"['M', 'IY1', 'Z', 'AH0', 'L', 'Z']","['M', 'IY', 'Z', 'AH', 'L', 'Z']",6,short
measly,real,2.79,low,"['M', 'IY1', 'Z', 'L', 'IY0']","['M', 'IY', 'Z', 'L', 'IY']",5,short
measure,real,4.65,high,"['M', 'EH1', 'ZH', 'ER0']","['M', 'EH', 'ZH', 'ER']",4,short
meat,real,4.63,high,"['M', 'IY1', 'T']","['M', 'IY', 'T']",3,short
medal,real,4.39,high,"['M', 'EH1', 'D', 'AH0', 'L']","['M', 'EH', 'D', 'AH', 'L']",5,short
media,real,5.3,high,"['M', 'IY1', 'D', 'IY0', 'AH0']","['M', 'IY', 'D', 'IY', 'AH']",5,short
medial,real,3.21,low,"['M', 'IY1', 'D', 'IY0', 'AH0', 'L']","['M', 'IY', 'D', 'IY', 'AH', 'L']",6,short
medicine,real,4.73,high,"['M', 'EH1', 'D', 'AH0', 'S', 'AH0', 'N']","['M', 'EH', 'D', 'AH', 'S', 'AH', 'N']",7,long
medieval,real,4.05,high,"['M', 'IH0', 'D', 'IY1', 'V', 'AH0', 'L']","['M', 'IH', 'D', 'IY', 'V', 'AH', 'L']",7,long
mediocre,real,3.52,high,"['M', 'IY2', 'D', 'IY0', 'OW1', 'K', 'ER0']","['M', 'IY', 'D', 'IY', 'OW', 'K', 'ER']",7,long
medium,real,4.61,high,"['M', 'IY1', 'D', 'IY0', 'AH0', 'M']","['M', 'IY', 'D', 'IY', 'AH', 'M']",6,short
meek,real,3.32,low,"['M', 'IY1', 'K']","['M', 'IY', 'K']",3,short
meet,real,5.27,high,"['M', 'IY1', 'T']","['M', 'IY', 'T']",3,short
meg,real,3.55,high,"['M', 'EH1', 'G']","['M', 'EH', 'G']",3,short
meiosis,real,2.56,low,"['M', 'AY0', 'OW1', 'S', 'AH0', 'S']","['M', 'AY', 'OW', 'S', 'AH', 'S']",6,short
mel,real,3.8,high,"['M', 'EH1', 'L']","['M', 'EH', 'L']",3,short
melbourne,real,4.36,high,"['M', 'EH1', 'L', 'B', 'ER0', 'N']","['M', 'EH', 'L', 'B', 'ER', 'N']",6,short
melissa,real,3.84,high,"['M', 'AH0', 'L', 'IH1', 'S', 'AH0']","['M', 'AH', 'L', 'IH', 'S', 'AH']",6,short
member,real,5.18,high,"['M', 'EH1', 'M', 'B', 'ER0']","['M', 'EH', 'M', 'B', 'ER']",5,short
memento,real,2.93,low,"['M', 'IH0', 'M', 'EH1', 'N', 'T', 'OW0']","['M', 'IH', 'M', 'EH', 'N', 'T', 'OW']",7,long
memo,real,3.81,high,"['M', 'EH1', 'M', 'OW2']","['M', 'EH', 'M', 'OW']",4,short
memoir,real,3.77,high,"['M', 'EH1', 'M', 'W', 'AA2', 'R']","['M', 'EH', 'M', 'W', 'AA', 'R']",6,short
memoranda,real,2.47,low,"['M', 'EH2', 'M', 'ER0', 'AE1', 'N', 'D', 'AH0']","['M', 'EH', 'M', 'ER', 'AE', 'N', 'D', 'AH']",8,long
memphis,real,3.89,high,"['M', 'EH1', 'M', 'F', 'AH0', 'S']","['M', 'EH', 'M', 'F', 'AH', 'S']",6,short
men,real,5.51,high,"['M', 'EH1', 'N']","['M', 'EH', 'N']",3,short
menarche,real,1.86,low,"['M', 'EH0', 'N', 'AA1', 'R', 'CH', 'IY0']","['M', 'EH', 'N', 'AA', 'R', 'CH', 'IY']",7,long
mendel,real,2.77,low,"['M', 'EH1', 'N', 'D', 'AH0', 'L']","['M', 'EH', 'N', 'D', 'AH', 'L']",6,short
menfolk,real,2.06,low,"['M', 'EH1', 'N', 'F', 'OW1', 'K']","['M', 'EH', 'N', 'F', 'OW', 'K']",6,short
mennonite,real,2.8,low,"['M', 'EH1', 'N', 'AH0', 'N', 'AY2', 'T']","['M', 'EH', 'N', 'AH', 'N', 'AY', 'T']",7,long
menopause,real,3.16,low,"['M', 'EH1', 'N', 'AH0', 'P', 'AW2', 'Z']","['M', 'EH', 'N', 'AH', 'P', 'AW', 'Z']",7,long
mental,real,4.83,high,"['M', 'EH1', 'N', 'T', 'AH0', 'L']","['M', 'EH', 'N', 'T', 'AH', 'L']",6,short
menthol,real,2.77,low,"['M', 'EH1', 'N', 'TH', 'AO0', 'L']","['M', 'EH', 'N', 'TH', 'AO', 'L']",6,short
mention,real,4.73,high,"['M', 'EH1', 'N', 'SH', 'AH0', 'N']","['M', 'EH', 'N', 'SH', 'AH', 'N']",6,short
menu,real,4.26,high,"['M', 'EH1', 'N', 'Y', 'UW0']","['M', 'EH', 'N', 'Y', 'UW']",5,short
meow,real,3.29,low,"['M', 'IY0', 'AW1']","['M', 'IY', 'AW']",3,short
mercantile,real,3.21,low,"['M', 'ER1', 'K', 'AH0', 'N', 'T', 'AY2', 'L']","['M', 'ER', 'K', 'AH', 'N', 'T', 'AY', 'L']",8,long
mercedes,real,3.98,high,"['M', 'ER0', 'S', 'EY1', 'D', 'IY0', 'Z']","['M', 'ER', 'S', 'EY', 'D', 'IY', 'Z']",7,long
mercenary,real,3.26,low,"['M', 'ER1', 'S', 'AH0', 'N', 'EH2', 'R', 'IY0']","['M', 'ER', 'S', 'AH', 'N', 'EH', 'R', 'IY']",8,long
merchant,real,4.08,high,"['M', 'ER1', 'CH', 'AH0', 'N', 'T']","['M', 'ER', 'CH', 'AH', 'N', 'T']",6,short
mercury,real,4.02,high,"['M', 'ER1', 'K', 'Y', 'ER0', 'IY0']","['M', 'ER', 'K', 'Y', 'ER', 'IY']",6,short
mere,real,4.13,high,"['M', 'IH1', 'R']","['M', 'IH', 'R']",3,short
meredith,real,3.67,high,"['M', 'EH1', 'R', 'IH0', 'D', 'IH0', 'TH']","['M', 'EH', 'R', 'IH', 'D', 'IH', 'TH']",7,long
merge,real,3.75,high,"['M', 'ER1', 'JH']","['M', 'ER', 'JH']",3,short
merman,real,2.41,low,"['M', 'ER1', 'M', 'AE2', 'N']","['M', 'ER', 'M', 'AE', 'N']",5,short
merry,real,3.83,high,"['M', 'EH1', 'R', 'IY0']","['M', 'EH', 'R', 'IY']",4,short
mess,real,4.57,high,"['M', 'EH1', 'S']","['M', 'EH', 'S']",3,short
message,real,5.0,high,"['M', 'EH1', 'S', 'AH0', 'JH']","['M', 'EH', 'S', 'AH', 'JH']",5,short
messenger,real,3.95,high,"['M', 'EH1', 'S', 'AH0', 'N', 'JH', 'ER0']","['M', 'EH', 'S', 'AH', 'N', 'JH', 'ER']",7,long
met,real,5.09,high,"['M', 'EH1', 'T']","['M', 'EH', 'T']",3,short
meteo,real,1.73,low,"['M', 'IY1', 'T', 'IY0', 'OW2']","['M', 'IY', 'T', 'IY', 'OW']",5,short
meter,real,4.09,high,"['M', 'IY1', 'T', 'ER0']","['M', 'IY', 'T', 'ER']",4,short
methane,real,3.54,high,"['M', 'EH1', 'TH', 'EY2', 'N']","['M', 'EH', 'TH', 'EY', 'N']",5,short
method,real,4.8,high,"['M', 'EH1', 'TH', 'AH0', 'D']","['M', 'EH', 'TH', 'AH', 'D']",5,short
mexico,real,4.75,high,"['M', 'EH1', 'K', 'S', 'AH0', 'K', 'OW2']","['M', 'EH', 'K', 'S', 'AH', 'K', 'OW']",7,long
methyl,real,3.22,low,"['M', 'EH1', 'TH', 'AH0', 'L']","['M', 'EH', 'TH', 'AH', 'L']",5,short
mettle,real,2.72,low,"['M', 'EH1', 'T', 'AH0', 'L']","['M', 'EH', 'T', 'AH', 'L']",5,short
mexican,real,4.41,high,"['M', 'EH1', 'K', 'S', 'AH0', 'K', 'AH0', 'N']","['M', 'EH', 'K', 'S', 'AH', 'K', 'AH', 'N']",8,long
miami,real,4.47,high,"['M', 'AY0', 'AE1', 'M', 'IY0']","['M', 'AY', 'AE', 'M', 'IY']",5,short
mica,real,2.99,low,"['M', 'AY1', 'K', 'AH0']","['M', 'AY', 'K', 'AH']",4,short
mice,real,4.09,high,"['M', 'AY1', 'S']","['M', 'AY', 'S']",3,short
michael,real,5.08,high,"['M', 'AY1', 'K', 'AH0', 'L']","['M', 'AY', 'K', 'AH', 'L']",5,short
michigan,real,4.54,high,"['M', 'IH1', 'SH', 'IH0', 'G', 'AH0', 'N']","['M', 'IH', 'SH', 'IH', 'G', 'AH', 'N']",7,long
midas,real,2.97,low,"['M', 'AY1', 'D', 'AH0', 'S']","['M', 'AY', 'D', 'AH', 'S']",5,short
midst,real,3.89,high,"['M', 'IH1', 'D', 'S', 'T']","['M', 'IH', 'D', 'S', 'T']",5,short
manitoba,real,3.43,low,"['M', 'AE2', 'N', 'IH0', 'T', 'OW1', 'B', 'AH0']","['M', 'AE', 'N', 'IH', 'T', 'OW', 'B', 'AH']",8,long
manna,real,2.8,low,"['M', 'AE1', 'N', 'AH0']","['M', 'AE', 'N', 'AH']",4,short
manner,real,4.55,high,"['M', 'AE1', 'N', 'ER0']","['M', 'AE', 'N', 'ER']",4,short
manor,real,3.81,high,"['M', 'AE1', 'N', 'ER0']","['M', 'AE', 'N', 'ER']",4,short
mansion,real,4.02,high,"['M', 'AE1', 'N', 'SH', 'AH0', 'N']","['M', 'AE', 'N', 'SH', 'AH', 'N']",6,short
mantic,real,1.57,low,"['M', 'AE1', 'N', 'T', 'IH0', 'K']","['M', 'AE', 'N', 'T', 'IH', 'K']",6,short
manual,real,4.32,high,"['M', 'AE1', 'N', 'Y', 'UW0', 'AH0', 'L']","['M', 'AE', 'N', 'Y', 'UW', 'AH', 'L']",7,long
manuel,real,3.86,high,"['M', 'AA0', 'N', 'W', 'EH1', 'L']","['M', 'AA', 'N', 'W', 'EH', 'L']",6,short
many,real,5.91,high,"['M', 'EH1', 'N', 'IY0']","['M', 'EH', 'N', 'IY']",4,short
maple,real,3.86,high,"['M', 'EY1', 'P', 'AH0', 'L']","['M', 'EY', 'P', 'AH', 'L']",5,short
mar,real,4.19,high,"['M', 'AA1', 'R']","['M', 'AA', 'R']",3,short
marcel,real,3.5,low,"['M', 'AA0', 'R', 'S', 'EH1', 'L']","['M', 'AA', 'R', 'S', 'EH', 'L']",6,short
march,real,5.26,high,"['M', 'AA1', 'R', 'CH']","['M', 'AA', 'R', 'CH']",4,short
marcus,real,4.09,high,"['M', 'AA1', 'R', 'K', 'AH0', 'S']","['M', 'AA', 'R', 'K', 'AH', 'S']",6,short
mare,real,3.6,high,"['M', 'EH1', 'R']","['M', 'EH', 'R']",3,short
margaret,real,4.23,high,"['M', 'AA1', 'R', 'G', 'ER0', 'IH0', 'T']","['M', 'AA', 'R', 'G', 'ER', 'IH', 'T']",7,long
margarine,real,2.83,low,"['M', 'AA1', 'R', 'JH', 'ER0', 'AH0', 'N']","['M', 'AA', 'R', 'JH', 'ER', 'AH', 'N']",7,long
marge,real,3.08,low,"['M', 'AA1', 'R', 'JH']","['M', 'AA', 'R', 'JH']",4,short
margin,real,4.27,high,"['M', 'AA1', 'R', 'JH', 'AH0', 'N']","['M', 'AA', 'R', 'JH', 'AH', 'N']",6,short
maria,real,4.34,high,"['M', 'ER0', 'IY1', 'AH0']","['M', 'ER', 'IY', 'AH']",4,short
marie,real,4.19,high,"['M', 'ER0', 'IY1']","['M', 'ER', 'IY']",3,short
marijuana,real,4.2,high,"['M', 'EH2', 'R', 'AH0', 'W', 'AA1', 'N', 'AH0']","['M', 'EH', 'R', 'AH', 'W', 'AA', 'N', 'AH']",8,long
marilyn,real,3.72,high,"['M', 'EH1', 'R', 'AH0', 'L', 'AH0', 'N']","['M', 'EH', 'R', 'AH', 'L', 'AH', 'N']",7,long
marina,real,3.84,high,"['M', 'ER0', 'IY1', 'N', 'AH0']","['M', 'ER', 'IY', 'N', 'AH']",5,short
marine,real,4.53,high,"['M', 'ER0', 'IY1', 'N']","['M', 'ER', 'IY', 'N']",4,short
mario,real,4.23,high,"['M', 'AA1', 'R', 'IY0', 'OW0']","['M', 'AA', 'R', 'IY', 'OW']",5,short
marionette,real,2.44,low,"['M', 'EH2', 'R', 'IY0', 'AH0', 'N', 'EH1', 'T', 'IY0']","['M', 'EH', 'R', 'IY', 'AH', 'N', 'EH', 'T', 'IY']",9,long
marital,real,3.59,high,"['M', 'EH1', 'R', 'AH0', 'T', 'AH0', 'L']","['M', 'EH', 'R', 'AH', 'T', 'AH', 'L']",7,long
maritime,real,3.96,high,"['M', 'EH1', 'R', 'AH0', 'T', 'AY2', 'M']","['M', 'EH', 'R', 'AH', 'T', 'AY', 'M']",7,long
market,real,5.29,high,"['M', 'AA1', 'R', 'K', 'AH0', 'T']","['M', 'AA', 'R', 'K', 'AH', 'T']",6,short
marlene,real,3.12,low,"['M', 'AA1', 'R', 'L', 'IY2', 'N']","['M', 'AA', 'R', 'L', 'IY', 'N']",6,short
marlin,real,3.01,low,"['M', 'AA1', 'R', 'L', 'AH0', 'N']","['M', 'AA', 'R', 'L', 'AH', 'N']",6,short
marmalade,real,2.89,low,"['M', 'AA1', 'R', 'M', 'AH0', 'L', 'EY2', 'D']","['M', 'AA', 'R', 'M', 'AH', 'L', 'EY', 'D']",8,long
marquee,real,3.18,low,"['M', 'AA0', 'R', 'K', 'IY1']","['M', 'AA', 'R', 'K', 'IY']",5,short
marriage,real,4.91,high,"['M', 'EH1', 'R', 'IH0', 'JH']","['M', 'EH', 'R', 'IH', 'JH']",5,short
marry,real,4.4,high,"['M', 'EH1', 'R', 'IY0']","['M', 'EH', 'R', 'IY']",4,short
mars,real,4.27,high,"['M', 'AA1', 'R', 'Z']","['M', 'AA', 'R', 'Z']",4,short
marsh,real,3.87,high,"['M', 'AA1', 'R', 'SH']","['M', 'AA', 'R', 'SH']",4,short
marsha,real,3.01,low,"['M', 'AA1', 'R', 'SH', 'AH0']","['M', 'AA', 'R', 'SH', 'AH']",5,short
marshmallow,real,3.15,low,"['M', 'AA1', 'R', 'SH', 'M', 'EH2', 'L', 'OW0']","['M', 'AA', 'R', 'SH', 'M', 'EH', 'L', 'OW']",8,long
mart,real,3.69,high,"['M', 'AA1', 'R', 'T']","['M', 'AA', 'R', 'T']",4,short
martha,real,3.98,high,"['M', 'AA1', 'R', 'TH', 'AH0']","['M', 'AA', 'R', 'TH', 'AH']",5,short
martial,real,4.06,high,"['M', 'AA1', 'R', 'SH', 'AH0', 'L']","['M', 'AA', 'R', 'SH', 'AH', 'L']",6,short
martini,real,3.27,low,"['M', 'AA0', 'R', 'T', 'IY1', 'N', 'IY0']","['M', 'AA', 'R', 'T', 'IY', 'N', 'IY']",7,long
marty,real,3.64,high,"['M', 'AA1', 'R', 'T', 'IY0']","['M', 'AA', 'R', 'T', 'IY']",5,short
marvin,real,3.66,high,"['M', 'AA1', 'R', 'V', 'IH0', 'N']","['M', 'AA', 'R', 'V', 'IH', 'N']",6,short
marx,real,3.68,high,"['M', 'AA1', 'R', 'K', 'S']","['M', 'AA', 'R', 'K', 'S']",5,short
mary,real,4.78,high,"['M', 'EH1', 'R', 'IY0']","['M', 'EH', 'R', 'IY']",4,short
maryland,real,4.27,high,"['M', 'EH1', 'R', 'AH0', 'L', 'AH0', 'N', 'D']","['M', 'EH', 'R', 'AH', 'L', 'AH', 'N', 'D']",8,long
mascara,real,3.33,low,"['M', 'AE0', 'S', 'K', 'EH1', 'R', 'AH0']","['M', 'AE', 'S', 'K', 'EH', 'R', 'AH']",7,long
mask,real,4.31,high,"['M', 'AE1', 'S', 'K']","['M', 'AE', 'S', 'K']",4,short
mason,real,4.14,high,"['M', 'EY1', 'S', 'AH0', 'N']","['M', 'EY', 'S', 'AH', 'N']",5,short
mass,real,4.87,high,"['M', 'AE1', 'S']","['M', 'AE', 'S']",3,short
mast,real,3.52,high,"['M', 'AE1', 'S', 'T']","['M', 'AE', 'S', 'T']",4,short
master,real,4.93,high,"['M', 'AE1', 'S', 'T', 'ER0']","['M', 'AE', 'S', 'T', 'ER']",5,short
mastodon,real,2.55,low,"['M', 'AE1', 'S', 'T', 'AH0', 'D', 'AO2', 'N']","['M', 'AE', 'S', 'T', 'AH', 'D', 'AO', 'N']",8,long
material,real,4.95,high,"['M', 'AH0', 'T', 'IH1', 'R', 'IY0', 'AH0', 'L']","['M', 'AH', 'T', 'IH', 'R', 'IY', 'AH', 'L']",8,long
mat,real,3.84,high,"['M', 'AE1', 'T']","['M', 'AE', 'T']",3,short
match,real,5.13,high,"['M', 'AE1', 'CH']","['M', 'AE', 'CH']",3,short
mate,real,4.55,high,"['M', 'EY1', 'T']","['M', 'EY', 'T']",3,short
math,real,4.45,high,"['M', 'AE1', 'TH']","['M', 'AE', 'TH']",3,short
matilda,real,3.26,low,"['M', 'AH0', 'T', 'IH1', 'L', 'D', 'AH0']","['M', 'AH', 'T', 'IH', 'L', 'D', 'AH']",7,long
matisse,real,2.88,low,"['M', 'AE1', 'T', 'IY0', 'S']","['M', 'AE', 'T', 'IY', 'S']",5,short
matt,real,4.55,high,"['M', 'AE1', 'T']","['M', 'AE', 'T']",3,short
matthew,real,4.37,high,"['M', 'AE1', 'TH', 'Y', 'UW0']","['M', 'AE', 'TH', 'Y', 'UW']",5,short
mattress,real,3.67,high,"['M', 'AE1', 'T', 'R', 'AH0', 'S']","['M', 'AE', 'T', 'R', 'AH', 'S']",6,short
maureen,real,3.47,low,"['M', 'AO0', 'R', 'IY1', 'N']","['M', 'AO', 'R', 'IY', 'N']",5,short
maurice,real,3.76,high,"['M', 'AO0', 'R', 'IY1', 'S']","['M', 'AO', 'R', 'IY', 'S']",5,short
mauritania,real,2.87,low,"['M', 'AO2', 'R', 'IH0', 'T', 'EY1', 'N', 'IY0', 'AH0']","['M', 'AO', 'R', 'IH', 'T', 'EY', 'N', 'IY', 'AH']",9,long
maverick,real,3.33,low,"['M', 'AE1', 'V', 'ER0', 'IH0', 'K']","['M', 'AE', 'V', 'ER', 'IH', 'K']",6,short
max,real,4.66,high,"['M', 'AE1', 'K', 'S']","['M', 'AE', 'K', 'S']",4,short
maxine,real,3.25,low,"['M', 'AE0', 'K', 'S', 'IY1', 'N']","['M', 'AE', 'K', 'S', 'IY', 'N']",6,short
maxwell,real,3.77,high,"['M', 'AE1', 'K', 'S', 'W', 'EH2', 'L']","['M', 'AE', 'K', 'S', 'W', 'EH', 'L']",7,long
maybe,real,5.45,high,"['M', 'EY1', 'B', 'IY0']","['M', 'EY', 'B', 'IY']",4,short
mayhem,real,3.45,low,"['M', 'EY1', 'HH', 'EH2', 'M']","['M', 'EY', 'HH', 'EH', 'M']",5,short
mayo,real,3.72,high,"['M', 'EY1', 'OW0']","['M', 'EY', 'OW']",3,short
mayonnaise,real,3.24,low,"['M', 'EY1', 'AH0', 'N', 'EY2', 'Z']","['M', 'EY', 'AH', 'N', 'EY', 'Z']",6,short
me,real,6.48,high,"['M', 'IY1']","['M', 'IY']",2,short
mead,real,3.43,low,"['M', 'IY1', 'D']","['M', 'IY', 'D']",3,short
meadow,real,3.6,high,"['M', 'EH1', 'D', 'OW2']","['M', 'EH', 'D', 'OW']",4,short
meager,real,3.05,low,"['M', 'IY1', 'G', 'ER0']","['M', 'IY', 'G', 'ER']",4,short
meal,real,4.48,high,"['M', 'IY1', 'L']","['M', 'IY', 'L']",3,short
lumbago,real,1.88,low,"['L', 'AH0', 'M', 'B', 'EY1', 'G', 'OW2']","['L', 'AH', 'M', 'B', 'EY', 'G', 'OW']",7,long
lumbar,real,3.09,low,"['L', 'AH1', 'M', 'B', 'AA2', 'R']","['L', 'AH', 'M', 'B', 'AA', 'R']",6,short
luncheon,real,3.31,low,"['L', 'AH1', 'N', 'CH', 'AH0', 'N']","['L', 'AH', 'N', 'CH', 'AH', 'N']",6,short
lung,real,4.1,high,"['L', 'AH1', 'NG']","['L', 'AH', 'NG']",3,short
lurid,real,2.73,low,"['L', 'UH1', 'R', 'AH0', 'D']","['L', 'UH', 'R', 'AH', 'D']",5,short
lurk,real,3.1,low,"['L', 'ER1', 'K']","['L', 'ER', 'K']",3,short
luscious,real,2.99,low,"['L', 'AH1', 'SH', 'IH0', 'S']","['L', 'AH', 'SH', 'IH', 'S']",5,short
lush,real,3.55,high,"['L', 'AH1', 'SH']","['L', 'AH', 'SH']",3,short
lust,real,3.72,high,"['L', 'AH1', 'S', 'T']","['L', 'AH', 'S', 'T']",4,short
luster,real,2.96,low,"['L', 'AH1', 'S', 'T', 'ER0']","['L', 'AH', 'S', 'T', 'ER']",5,short
luther,real,3.88,high,"['L', 'UW1', 'TH', 'ER0']","['L', 'UW', 'TH', 'ER']",4,short
luxemburg,real,2.61,low,"['L', 'AH1', 'K', 'S', 'AH0', 'M', 'B', 'ER0', 'G']","['L', 'AH', 'K', 'S', 'AH', 'M', 'B', 'ER', 'G']",9,long
luxury,real,4.35,high,"['L', 'AH1', 'G', 'ZH', 'ER0', 'IY0']","['L', 'AH', 'G', 'ZH', 'ER', 'IY']",6,short
lye,real,2.72,low,"['L', 'AY1']","['L', 'AY']",2,short
lie,real,4.84,high,"['L', 'AY1']","['L', 'AY']",2,short
lyle,real,3.3,low,"['L', 'AY1', 'L']","['L', 'AY', 'L']",3,short
lymph,real,3.2,low,"['L', 'IH1', 'M', 'F']","['L', 'IH', 'M', 'F']",4,short
lymphoma,real,3.27,low,"['L', 'IH0', 'M', 'F', 'OW1', 'M', 'AH0']","['L', 'IH', 'M', 'F', 'OW', 'M', 'AH']",7,long
lynn,real,3.86,high,"['L', 'IH1', 'N']","['L', 'IH', 'N']",3,short
lyric,real,3.63,high,"['L', 'IH1', 'R', 'IH0', 'K']","['L', 'IH', 'R', 'IH', 'K']",5,short
ma,real,4.63,high,"['M', 'AA1']","['M', 'AA']",2,short
ma'am,real,4.6,high,"['M', 'AE1', 'M']","['M', 'AE', 'M']",3,short
macabre,real,2.93,low,"['M', 'AH0', 'K', 'AA1', 'B', 'R', 'AH0']","['M', 'AH', 'K', 'AA', 'B', 'R', 'AH']",7,long
macaroni,real,3.11,low,"['M', 'AE2', 'K', 'ER0', 'OW1', 'N', 'IY0']","['M', 'AE', 'K', 'ER', 'OW', 'N', 'IY']",7,long
macbeth,real,3.32,low,"['M', 'AH0', 'K', 'B', 'EH1', 'TH']","['M', 'AH', 'K', 'B', 'EH', 'TH']",6,short
macedonia,real,3.37,low,"['M', 'AE2', 'S', 'AH0', 'D', 'OW1', 'N', 'IY0', 'AH0']","['M', 'AE', 'S', 'AH', 'D', 'OW', 'N', 'IY', 'AH']",9,long
machiavelli,real,2.7,low,"['M', 'AA2', 'K', 'IY0', 'AH0', 'V', 'EH1', 'L', 'IY0']","['M', 'AA', 'K', 'IY', 'AH', 'V', 'EH', 'L', 'IY']",9,long
machismo,real,2.49,low,"['M', 'AH0', 'CH', 'IH1', 'Z', 'M', 'OW0']","['M', 'AH', 'CH', 'IH', 'Z', 'M', 'OW']",7,long
mack,real,3.7,high,"['M', 'AE1', 'K']","['M', 'AE', 'K']",3,short
madagascar,real,3.39,low,"['M', 'AE2', 'D', 'AH0', 'G', 'AE1', 'S', 'K', 'ER0']","['M', 'AE', 'D', 'AH', 'G', 'AE', 'S', 'K', 'ER']",9,long
make,real,6.08,high,"['M', 'EY1', 'K']","['M', 'EY', 'K']",3,short
madeleine,real,3.41,low,"['M', 'AE2', 'D', 'AH0', 'L', 'EH1', 'N']","['M', 'AE', 'D', 'AH', 'L', 'EH', 'N']",7,long
madonna,real,3.73,high,"['M', 'AH0', 'D', 'AA1', 'N', 'AH0']","['M', 'AH', 'D', 'AA', 'N', 'AH']",6,short
madrid,real,4.3,high,"['M', 'AH0', 'D', 'R', 'IH1', 'D']","['M', 'AH', 'D', 'R', 'IH', 'D']",6,short
madrigal,real,2.47,low,"['M', 'AE1', 'D', 'R', 'AH0', 'G', 'AH0', 'L']","['M', 'AE', 'D', 'R', 'AH', 'G', 'AH', 'L']",8,long
magazine,real,4.74,high,"['M', 'AE1', 'G', 'AH0', 'Z', 'IY2', 'N']","['M', 'AE', 'G', 'AH', 'Z', 'IY', 'N']",7,long
magdalene,real,2.93,low,"['M', 'AE1', 'G', 'D', 'AH0', 'L', 'IY2', 'N']","['M', 'AE', 'G', 'D', 'AH', 'L', 'IY', 'N']",8,long
magenta,real,3.02,low,"['M', 'AH0', 'JH', 'EH1', 'N', 'T', 'AH0']","['M', 'AH', 'JH', 'EH', 'N', 'T', 'AH']",7,long
maggie,real,3.8,high,"['M', 'AE1', 'G', 'IY0']","['M', 'AE', 'G', 'IY']",4,short
maggot,real,2.78,low,"['M', 'AE1', 'G', 'AH0', 'T']","['M', 'AE', 'G', 'AH', 'T']",5,short
magi,real,2.91,low,"['M', 'EY1', 'JH', 'AY0']","['M', 'EY', 'JH', 'AY']",4,short
magic,real,4.76,high,"['M', 'AE1', 'JH', 'IH0', 'K']","['M', 'AE', 'JH', 'IH', 'K']",5,short
magma,real,3.19,low,"['M', 'AE1', 'G', 'M', 'AH0']","['M', 'AE', 'G', 'M', 'AH']",5,short
magnate,real,3.04,low,"['M', 'AE1', 'G', 'N', 'AH0', 'T']","['M', 'AE', 'G', 'N', 'AH', 'T']",6,short
magnesia,real,2.3,low,"['M', 'AE0', 'G', 'N', 'IY1', 'ZH', 'AH0']","['M', 'AE', 'G', 'N', 'IY', 'ZH', 'AH']",7,long
magnesium,real,3.49,low,"['M', 'AE0', 'G', 'N', 'IY1', 'Z', 'IY0', 'AH0', 'M']","['M', 'AE', 'G', 'N', 'IY', 'Z', 'IY', 'AH', 'M']",9,long
magpie,real,2.9,low,"['M', 'AE1', 'G', 'P', 'AY2']","['M', 'AE', 'G', 'P', 'AY']",5,short
maid,real,3.86,high,"['M', 'EY1', 'D']","['M', 'EY', 'D']",3,short
mail,real,4.72,high,"['M', 'EY1', 'L']","['M', 'EY', 'L']",3,short
main,real,5.24,high,"['M', 'EY1', 'N']","['M', 'EY', 'N']",3,short
maine,real,4.16,high,"['M', 'EY1', 'N']","['M', 'EY', 'N']",3,short
maintain,real,4.65,high,"['M', 'EY0', 'N', 'T', 'EY1', 'N']","['M', 'EY', 'N', 'T', 'EY', 'N']",6,short
maize,real,3.34,low,"['M', 'EY1', 'Z']","['M', 'EY', 'Z']",3,short
major,real,5.3,high,"['M', 'EY1', 'JH', 'ER0']","['M', 'EY', 'JH', 'ER']",4,short
